Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,-logq,logfc
2.32_91.0549m/z,91.05487509,2.318116667,0.05487508999999592,True,True,0.07518391699763995,0.08390466755939029,True,False, Media insource,0.01,59.68378348111111,1.7758563461818817,3.0973059386910697,,-6.643856189774724
3.14_236.5312m/z,236.5312484,3.143783333,0.5312484000000097,True,True,0.07090576844647155,0.05038610336832059,True,True, 0um_Ce,100.0,50.499414207777775,1.7032863403403404,1.4718555420992945,1.3115248304021532,6.643856189774724
3.63_468.1322m/z,468.1322121,3.6344,0.13221210000000386,True,True,0.17438218572969522,0.16362426689180676,True,True, 250um_Ce,,53.52409277666667,1.7285493148188509,,9.41746610277938,
2.25_350.7000m/z,350.7000115,2.2467,0.7000115000000164,True,True,0.5555194966387628,0.1869185646568091,True,False, Media insource,0.01,59.58938396333333,1.775168895699868,1.7064076999115618,,-6.643856189774724
3.28_183.0685m/z,183.0684861,3.27875,0.06848610000000123,True,True,0.04064027202572874,0.03965907705370777,True,True, 0um_Ce 250um_Ce Media,0.8693924107054597,58.11744546222222,1.7643065167401868,2.381003046645183,2.068493233297772,-0.20192059311238802
0.81_1591.5340m/z,1591.534033,0.809916667,0.5340329999999085,False,True,,,True,True, relfil,,,,,,
0.76_598.9380m/z,598.9380192000001,0.759916667,0.9380192000000988,True,True,0.12434426841068125,0.11326168600572792,True,True, 0um_Ce 250um_Ce,100.0,50.301678762222224,1.70158247938999,2.0147224100534524,1.7743902547430832,6.643856189774724
3.04_304.5977m/z,304.5977386,3.0364,0.5977386000000138,True,True,0.3985473938761753,0.15371749155429726,True,False, 0um_Ce 250um_Ce insource,100.0,50.48325757222222,1.703147371196346,6.84719909021053,,6.643856189774724
0.73_587.8047n,610.7975538,0.73135,0.7975537999999459,True,True,0.21815159028661926,0.12015625135589615,True,True, 0um_Ce 250um_Ce Media,2.967099109080928,53.088185704444435,1.724997883525144,3.117470845767805,2.660188050827122,1.569053117512992
2.88_674.3437m/z,674.3437387,2.88,0.3437387000000172,True,True,0.08890855352656374,0.06970070098686773,True,True, Media,0.01,58.96320584888889,1.77058108822671,3.428196586445351,2.9161951946240863,-6.643856189774724
3.90_637.3043m/z,637.3042867,3.897216667,0.3042867000000342,True,True,0.17799152757089984,0.11262783995619036,True,True, 0um_Ce 250um_Ce,100.0,49.79351869666666,1.697172817107968,0.868705464609624,0.7914083624365505,6.643856189774724
2.25_215.6554m/z,215.6553541,2.25385,0.6553541000000109,True,True,0.080141810819452,0.09092678958582033,True,False, Media insource,0.01,58.70919099333334,1.7687060958852108,1.6321257509300522,,-6.643856189774724
3.98_531.0877m/z,531.0876606,3.983133333,0.08766060000004927,True,True,0.12848368558136225,0.13726677414889268,True,True, 0um_Ce 250um_Ce,100.0,51.579393081111114,1.7124762276220982,2.007737468022892,1.7704328360342259,6.643856189774724
1.21_104.0533m/z,104.053301,1.20815,0.05330100000000471,True,True,0.046582739600560606,0.033946231532007286,True,False, Media insource,0.01,58.366838361111114,1.766166168905305,4.086768358565491,,-6.643856189774724
0.59_250.8096m/z,250.8096315,0.5892333329999999,0.8096314999999947,True,True,0.07603533197073091,0.07260987117006293,True,True, Media,0.01,58.08654070777778,1.7640755132250991,3.2265107806951843,2.749861328826816,-6.643856189774724
5.96_495.2877m/z,495.2876749,5.960433332999999,0.2876749000000132,True,True,0.5071797047240441,0.11790440003790165,True,True, 250um_Ce,100.0,52.21702320555556,1.7178121098796777,0.3679270396694672,0.35009991590148004,6.643856189774724
2.09_208.6471m/z,208.6471385,2.090283333,0.6471385000000112,True,True,0.046527890176145816,0.04426744853594906,True,False, Media insource,0.01,57.622130520000006,1.760589311840504,3.4453520269671065,,-6.643856189774724
1.98_501.2570m/z,501.2569631,1.976733333,0.2569631000000072,True,True,0.5197473658728062,0.1380181685894656,True,True, Media,0.01,57.269753703333336,1.7579253153725705,2.154823426841026,1.8900056038314896,-6.643856189774724
1.90_440.2170m/z,440.21696910000014,1.898183333,0.21696910000014213,True,True,0.7508370414143006,0.13177605100713682,True,True, Media,0.01,57.411852284444464,1.7590015587808083,6.822133973726378,5.629198158022966,-6.643856189774724
2.55_715.3596m/z,715.3595847,2.552633333,0.3595847000000276,True,True,0.7588904950215741,0.15358229254415692,True,True, Media,0.01,57.10679802222222,1.7566878099587684,2.759095284208392,2.378506230831458,-6.643856189774724
0.73_389.8650n,412.8541924,0.73135,0.8541923999999881,True,True,0.17496102013965328,0.2124560462719715,False,False, 0um_Ce 250um_Ce Media cv insource,2.526185934689415,49.209120397777774,1.6920456021849546,2.596834329157897,,1.3369608296172393
2.21_257.6681m/z,257.6681023,2.211,0.6681022999999868,True,True,0.7598206353678333,0.18652424121884087,True,False, Media insource,0.01,57.313316854444466,1.758255542813,2.0099965369584427,,-6.643856189774724
0.72_538.8869n,561.8761112999998,0.724216667,0.8761112999998204,False,True,,,True,True, relfil,,,,,,
0.61_195.1269m/z,195.1268917,0.610666667,0.1268916999999874,True,False,,,True,True, Blanks Media,0.01,57.00704300444447,1.7559285144270649,7.474875398646624,,-6.643856189774724
0.77_112.0509m/z,112.0508885,0.767066667,0.050888499999999226,False,True,,,True,True, relfil,,,,,,
3.26_163.5446m/z,163.5446499,3.264466667,0.544649899999996,True,True,0.30045583610553833,0.07811503306800409,True,False, 0um_Ce 250um_Ce insource,100.0,48.00052744222222,1.6812460095420063,3.5563603366814043,,6.643856189774724
0.76_807.1261m/z,807.1261253,0.759916667,0.12612530000001246,True,True,0.18027776685239733,0.16417693419158966,True,True, 0um_Ce 250um_Ce Media,6.046630008243867,50.845098888888884,1.7062490963326096,3.0107428771146463,2.5771547479721733,2.596131303546683
0.76_705.1824m/z,705.1823677,0.759916667,0.1823676999999861,False,True,,,True,True, relfil,,,,,,
0.76_476.1623m/z,476.1623465,0.759916667,0.16234650000001238,True,True,0.4262230952109696,0.09078289207915193,True,False, 0um_Ce Media insource,0.01882130752082329,56.14190766666666,1.749287165602138,7.038685789653544,,-5.731489333850497
0.75_191.0182n,192.0255229,0.745633333,0.025522899999998568,True,True,0.07155059616762623,0.09775205041409933,True,False, Media insource,0.01,56.1120974511111,1.7490565027868403,2.3039520146835786,,-6.643856189774724
0.84_371.1308n,765.2394746,0.838483333,0.2394745999999941,True,True,0.15270163519520416,0.13721369806721995,True,True, 0um_Ce 250um_Ce Media,1.0224178482975204,50.54087834222222,1.7036427851870946,0.053661515333036015,0.050819883721312166,0.03198492667294062
1.47_341.1749m/z,341.17492180000005,1.4716666669999998,0.17492180000004964,True,True,0.1646647327899926,0.16139962568730856,True,True, Media,0.01,55.615171942222226,1.7451932842429538,2.2441422979176173,1.959782367184181,-6.643856189774724
0.83_480.2108m/z,480.2108295,0.831333333,0.21082949999998848,True,True,0.0928531656997044,0.0857590895240752,True,True, 0um_Ce 250um_Ce Media,0.3761636385386895,129.13805700666668,2.1110542477843084,4.178668177372418,3.5071364213833385,-1.4105676958807285
1.95_342.9411m/z,342.941079,1.948166667,0.941079000000002,True,True,0.07470362325491184,0.07834711723157843,True,False, Media insource,0.01,55.55563272111112,1.7447280981226243,3.4357042547653225,,-6.643856189774724
2.29_195.1142m/z,195.1141878,2.28955,0.11418779999999627,True,True,0.06252867830161705,0.060323252865404416,True,True, 0um_Ce 250um_Ce Media,1.3419974802280648,47.6984752988889,1.6785044968627083,2.730427898039112,2.351734534211603,0.42438196269615314
1.51_233.1138m/z,233.1138393,1.507366667,0.11383929999999508,True,True,0.09267591319530286,0.0851992711696373,True,True, 0um_Ce 250um_Ce Media,1.4455118617546072,47.424143741111116,1.6759994982983362,2.3537223851738096,2.0498507578981044,0.5315804475035368
3.07_376.2251m/z,376.2250622,3.072366667,0.2250622000000249,True,True,0.29472002741951225,0.095482670334629,True,True, Media,0.01,55.524042234444465,1.7444810758943845,1.79283660592283,1.5902245917330062,-6.643856189774724
2.47_387.7253m/z,387.7253306,2.474783333,0.7253306000000066,True,True,0.08833738539799019,0.059669150304106834,True,False, Media insource,0.01,55.595318802222224,1.7450382249642054,1.4920671950121858,,-6.643856189774724
3.46_599.0968m/z,599.0968286,3.463716667,0.09682859999998072,True,True,0.10130212336932956,0.07110169902562145,True,True, 0um_Ce 250um_Ce,100.0,47.320612587777774,1.6750503581403715,3.74462739483531,3.162856610064624,6.643856189774724
1.46_132.1331m/z,132.13305640000002,1.4645166669999998,0.13305640000001515,False,True,,,True,True, relfil,,,,,,
3.55_393.0827m/z,393.0827387,3.5487,0.08273869999999306,True,True,0.4818455205552417,0.08850503586993301,True,True, 0um_Ce,100.0,46.86579304222222,1.6708559703636077,1.2071011422510003,1.083419409362203,6.643856189774724
4.17_259.5658m/z,259.5658335,4.1681,0.5658334999999965,True,True,0.09549506460976016,0.06916415880107325,True,False, 0um_Ce 250um_Ce insource,100.0,49.59065110666666,1.6953998104523542,2.16234968934111,,6.643856189774724
0.64_161.5051m/z,161.5051274,0.639233333,0.5051273999999921,True,True,0.08144472465576988,0.08904442847547472,True,False, 250um_Ce insource,,49.52281011,1.694805280209162,,,
4.58_747.1925m/z,747.1925043,4.580283333,0.19250429999999602,True,True,0.11919349499120654,0.12134560736016098,True,True, 250um_Ce,,49.42118277555557,1.693913134970357,,9.41746610277938,
0.73_689.7485n,690.7557687999997,0.73135,0.7557687999998279,True,True,0.12401573078342835,0.1489031146474053,True,True, 0um_Ce 250um_Ce Media,2.4013890238608453,49.395125173333334,1.6936840903247117,3.380419614614976,2.8775296300259687,1.2638691384004173
1.20_251.1628m/z,251.1627732,1.200716667,0.16277320000000373,True,True,1.0625601055903218,1.5106254193891069,False,False, Media cv insource,0.01,54.919730834444465,1.7397284000614044,5.820037259541308,,-6.643856189774724
1.23_391.1564m/z,391.156364,1.229566667,0.1563639999999964,True,True,0.6101572385846542,0.3841692681914596,False,True, 0um_Ce Media cv,0.013641178325234616,54.88093380333334,1.7394214923157625,6.618365140140908,,-6.195887920005824
1.21_222.6549m/z,222.6548958,1.20815,0.6548957999999914,True,True,0.12755492448171227,0.0870132851499742,True,False, 0um_Ce 250um_Ce Media insource,0.2117862236489995,54.91355818333333,1.7396795852013005,5.808246669245027,,-2.2393193474819317
3.34_278.5600m/z,278.5600357,3.343016667,0.5600357000000145,True,True,0.2547167495692806,0.16151773899510047,True,False, 0um_Ce 250um_Ce insource,100.0,49.1950241988889,1.6919211785347066,0.9328457253485416,,6.643856189774724
5.01_757.0132m/z,757.0132044,5.014483333,0.0132043999999496,True,True,0.2835605001322567,0.29296186043391503,False,True, 0um_Ce 250um_Ce cv,100.0,46.20663679333334,1.6647043590131407,1.5821955560759893,,6.643856189774724
1.97_351.6926m/z,351.69262810000015,1.9696,0.6926281000000927,True,True,0.1222093310358089,0.11497845703954115,True,False, Media insource,0.01,54.06406398333333,1.7329086884067044,2.879704764393114,,-6.643856189774724
2.33_469.2389m/z,469.238878,2.32525,0.2388779999999997,True,True,0.8284291702049629,0.6797427260761382,False,True, Media cv,0.01,54.209481478888904,1.7340752532142911,6.707458842049085,,-6.643856189774724
1.20_289.6186m/z,289.6186352,1.200716667,0.6186352000000284,False,True,,,True,True, relfil,,,,,,
1.17_254.0891m/z,254.0891098,1.17285,0.08910979999998858,True,True,0.07923332071112342,0.07431963217327263,True,True, 0um_Ce 250um_Ce Media,1.3140806270797374,46.5549066288889,1.6679654599586842,1.9884335307658931,1.7570394632433062,0.39405379675578006
0.72_731.8440m/z,731.8440287000003,0.7170833329999999,0.8440287000001945,True,True,0.14329275659480942,0.133569111652092,True,True, 0um_Ce 250um_Ce Media,1.780431965775195,45.95893432666667,1.662369949924561,2.1518473384934462,1.8878972370151368,0.8322273082008201
1.92_234.1403m/z,234.1403422,1.919616667,0.1403421999999921,False,True,,,True,True, relfil,,,,,,
0.72_663.8583m/z,663.8582815000002,0.7170833329999999,0.8582815000002029,True,True,0.11062191236722684,0.10397039696518574,True,True, 0um_Ce 250um_Ce Media,1.6999599507020915,45.871425518888884,1.6615422366518773,3.0164711264279718,2.581599999360071,0.7655007583605746
0.80_323.1401m/z,323.1400595,0.7956333329999999,0.14005950000000664,True,True,0.03855375793081706,0.03776363295455908,True,False, 0um_Ce 250um_Ce Media insource,0.047035626470726566,5785.02807191889,3.762305470712123,10.475956909082877,,-4.410102269956142
1.21_267.0620m/z,267.0619949,1.20815,0.06199490000000196,True,True,0.0948193132138015,0.0858697032834254,True,True, 0um_Ce 250um_Ce Media,0.6678667424169494,53.591100691111116,1.7290926769758157,2.376272862204352,2.06473137586212,-0.5823678203804153
2.58_441.2287m/z,441.2287216,2.5812,0.2287215999999717,True,True,0.3271230519048423,0.08418366401333942,True,True, 250um_Ce Media,0.01,53.42493797666666,1.7277440266450532,6.433018518547732,5.327890876137161,-6.643856189774724
0.80_945.3026m/z,945.302639,0.7956333329999999,0.3026389999999992,True,True,0.12011395691338893,0.10457316375225807,True,True, 0um_Ce 250um_Ce Media,0.7418233939226097,53.65172005666667,1.7295836498647714,1.534964756886982,1.3663615192238507,-0.4308523299259751
3.82_441.5813m/z,441.5813325,3.819366667,0.5813324999999736,True,True,0.18421141202671704,0.10765810295947437,True,False, 0um_Ce 250um_Ce insource,100.0,47.99392133,1.6811862352920122,1.5741625612666377,,6.643856189774724
1.17_227.0533m/z,227.0532797,1.1657,0.05327969999999027,True,True,0.1845091524453864,0.19585852721625197,True,True, 0um_Ce 250um_Ce Media,2.072318554295447,45.37402858777778,1.6568073403365384,2.594717599237493,2.243713628611673,1.0512457894036649
2.48_175.0634m/z,175.06335990000005,2.481916667,0.06335990000005154,True,True,0.09741317465385953,0.09360165295169276,True,True, 0um_Ce 250um_Ce Media,1.1262076759529758,45.336476998888884,1.6564477690020545,0.6438963624331063,0.5949803526276015,0.1714728890886698
0.73_674.7776m/z,674.7775611000002,0.73135,0.7775611000001845,True,True,0.13517673686736742,0.10909445070993634,True,True, 0um_Ce 250um_Ce Media,2.0463432115540234,47.76478864333333,1.6791078603558829,3.1837679056241663,2.7209927094461346,1.033048133392887
4.12_235.0616m/z,235.0615707,4.118116667,0.06157070000000432,False,True,,,True,True, relfil,,,,,,
0.73_740.7745m/z,740.7744984,0.73135,0.7744983999999704,True,True,0.14179491026193558,0.14849729282478702,True,True, 0um_Ce 250um_Ce Media,2.4551858601508982,47.736220164444454,1.6788480278522735,3.0862808496020144,2.6343763832353333,1.295832242205354
2.60_769.7606m/z,769.7605732999997,2.595483333,0.7605732999998054,True,True,0.4306913168155244,0.336336993930064,False,True, 0um_Ce 250um_Ce cv,100.0,44.82347263222222,1.6515054998248708,3.541692703843593,,6.643856189774724
5.89_254.0820m/z,254.082021,5.889016667000001,0.08202099999999746,True,True,0.4356316970279965,0.381953014205236,False,True, 0um_Ce 250um_Ce cv,100.0,47.210394121111115,1.6740376260171328,0.8656203857926118,,6.643856189774724
0.84_348.0754m/z,348.0754127,0.838483333,0.07541270000001532,True,True,0.12535579679276687,0.1128103430151703,True,True, 0um_Ce 250um_Ce Media,0.18767990626819134,52.329841272222225,1.7187494174321445,6.491006462069803,5.370508384927481,-2.4136538969243375
1.88_460.1690m/z,460.1689962,1.8839,0.16899619999998094,True,True,0.185706647282357,0.1175526884681228,True,True, 0um_Ce 250um_Ce Media,18.593744499143348,44.61821336333333,1.6495121759437756,6.336335427975961,5.264642203320887,4.216745431382006
1.88_565.2471m/z,565.2470969999998,1.876766667,0.24709699999982604,True,True,0.090443660616424,0.0775846113893833,True,True, 0um_Ce 250um_Ce,100.0,47.00955601555558,1.6721861494885115,2.103058575406095,1.850233867055816,6.643856189774724
2.48_191.6270m/z,191.6269884,2.481916667,0.6269883999999877,True,True,0.05577614767347445,0.04898023668572734,True,False, Media insource,0.01,52.25849672444446,1.7181569125924423,3.658454886669925,,-6.643856189774724
2.48_211.1082m/z,211.108234,2.481916667,0.10823400000001017,True,True,0.10037171299035688,0.11263027600224565,True,True, 0um_Ce 250um_Ce Media,1.0240998353457085,46.90186401444446,1.6711901031649907,0.14347892305679452,0.1358595261866025,0.03435636469082775
0.61_209.1333m/z,209.1332831,0.610666667,0.13328309999999988,True,True,0.4699601636451174,0.061784599846068475,True,False, Media insource,0.01,51.830868442222226,1.7145884856387832,8.92264739145478,,-6.643856189774724
0.72_708.8088m/z,708.8088325,0.724216667,0.8088324999999941,True,True,0.08166522222264604,0.07337172348082895,True,True, 0um_Ce 250um_Ce Media,1.1130691674423103,46.07766543333333,1.6634904670491542,0.6554460721846449,0.6054720972228064,0.15454324625174132
2.57_558.2823m/z,558.2823235000002,2.566916667,0.2823235000001887,True,True,0.1255980932928444,0.1593502902080026,True,True, Media,0.01,51.650674562222214,1.7130759978157124,2.0506328788828583,1.8035870932188,-6.643856189774724
0.72_956.7922m/z,956.7921544,0.7170833329999999,0.7921543999999585,True,True,0.1332513200151545,0.12410255714472207,True,True, 0um_Ce 250um_Ce Media,1.873929732272054,46.12903550666667,1.663974374215648,2.2454726759043218,1.9602032275988803,0.906066856517232
3.60_362.5997m/z,362.5997214,3.5987,0.5997214000000213,True,True,0.055700918692244736,0.040996757307832296,True,True, 250um_Ce,,46.48832009333333,1.6673438527570326,,9.41746610277938,
0.68_424.8982m/z,424.8981988,0.6820666670000001,0.8981987999999888,True,True,0.1006481917835596,0.09284954434362068,True,True, 0um_Ce 250um_Ce Media,1.0262786325981892,43.98170288555556,1.6432720403836365,0.1422917352837861,0.13515248714343409,0.037422472946976267
3.04_378.1773m/z,378.177258,3.0364,0.1772579999999948,True,True,0.9349509624382136,0.9467638448103278,False,True, 250um_Ce cv,0.01,46.46633145333334,1.6671383860044653,0.3779282657094012,,-6.643856189774724
0.76_814.2822m/z,814.2821845999997,0.759916667,0.28218459999982315,True,True,0.11514864005842584,0.06866758385821345,True,True, Media,0.01,51.52831282666667,1.7120459227431568,2.580436977681579,2.232599201992425,-6.643856189774724
1.93_403.5007m/z,403.50066160000006,1.9339,0.5006616000000577,False,True,,,True,True, relfil,,,,,,
4.76_717.1458m/z,717.1458493,4.7581,0.14584930000000895,True,True,0.12867713739735326,0.0940583010090948,True,True, 250um_Ce,,46.46716264555555,1.6671461546179025,,9.41746610277938,
0.83_725.2806m/z,725.2806451,0.831333333,0.2806451000000152,True,True,0.2245178028964354,0.1624554356071336,True,True, 0um_Ce 250um_Ce Media,6.2189513266720216,46.34835835777778,1.6660343561982172,2.595371132275264,2.243713628611673,2.636671325796287
2.96_178.5502m/z,178.55023490000005,2.958566667,0.5502349000000493,True,True,0.4798185513937926,0.08107534931220962,True,False, Media insource,0.01,51.26077536555556,1.7097851709944505,6.682151565486027,,-6.643856189774724
1.20_270.0728m/z,270.0727662,1.200716667,0.07276619999998958,False,True,,,True,True, relfil,,,,,,
2.19_491.7346m/z,491.7345685,2.190283333,0.7345685000000229,True,True,0.09882504122037056,0.06833004887026757,True,False, Media insource,0.01,51.402468662222226,1.7109839769842905,3.288806876708468,,-6.643856189774724
2.33_227.0816m/z,227.0816378,2.32525,0.08163780000000997,True,True,0.9474301507477796,1.073651772747119,False,False, 250um_Ce Media cv insource,0.01,51.18927818,1.7091790056070315,7.09163306397184,,-6.643856189774724
2.42_368.6862m/z,368.6861902,2.41765,0.6861901999999986,True,True,0.1412725286494028,0.09083791592228288,True,True, 250um_Ce Media,0.01,51.46295634000001,1.7114947310634037,3.4196014343402545,2.909131947041737,-6.643856189774724
1.96_262.6488m/z,262.6488351,1.955316667,0.6488350999999852,True,True,0.2380856801636169,0.18673597731448666,True,False, 0um_Ce 250um_Ce Media insource,0.18164669693633187,50.9113008088889,1.7068141936176804,3.8470747536505683,,-2.4607929628631124
0.97_216.0191m/z,216.0190606,0.9736,0.01906059999998888,True,True,1.05084791695394,1.4278700457047608,False,True, 0um_Ce Media cv,73.92605946359879,43.456145984444454,1.6380512072144109,1.4450650466785055,,6.208011109214393
2.33_203.1395m/z,203.1394823,2.3324,0.1394822999999974,True,True,0.34419692014268555,0.2438781656566391,False,True, 0um_Ce 250um_Ce Media cv,89.24927872873354,43.65585078,1.6400424563162903,5.131642503009751,,6.479768604884181
0.62_186.1072m/z,186.1071563,0.62495,0.10715630000001396,True,True,0.10007980043364324,0.09956787626981624,True,False, Media insource,0.01,50.683597264444465,1.704867431323002,3.283842217030549,,-6.643856189774724
2.79_370.2031m/z,370.2030653,2.794716667,0.2030652999999916,True,True,0.8157259230886372,0.5741253283909339,False,True, 250um_Ce Media cv,0.01,45.62376493666667,1.6591911210053425,0.4517859067280061,,-6.643856189774724
1.46_257.0812m/z,257.0811927,1.4645166669999998,0.08119269999997414,True,True,0.4651698717477843,0.046931765105569366,True,False, Media insource,0.01,50.57245834333333,1.7039140653389828,8.862021611386512,,-6.643856189774724
2.64_159.0681m/z,159.0681167,2.638316667,0.06811669999999026,True,True,0.06088118276002116,0.0562527899917725,True,True, 0um_Ce 250um_Ce Media,0.6980142055374392,50.53882581333333,1.7036251475816433,3.351119384995447,2.8541991780040012,-0.5186716973494659
0.92_425.1605m/z,425.1605063,0.923466667,0.16050630000000865,True,True,0.16105580313776433,0.15452443298285634,True,True, 0um_Ce 250um_Ce Media,0.9702279274114556,44.30916712555555,1.646493586723671,0.07236562653717618,0.06809617616461916,-0.04360438767154119
1.46_618.2592m/z,618.2592452,1.4645166669999998,0.2592452000000094,True,True,0.1820018057913753,0.10870041243004262,True,True, 0um_Ce 250um_Ce Media,2.5578020127863947,42.80786127777778,1.6315235306032465,3.207884783693518,2.7368573453748004,1.3549045964221424
3.63_479.1476m/z,479.1475699,3.62725,0.1475699000000077,True,True,0.1166610367417388,0.0929565044888406,True,True, 250um_Ce,,45.270041992222225,1.6558108973444223,,9.41746610277938,
1.50_181.0956m/z,181.0955561,1.5002333330000002,0.09555610000001023,True,True,0.368722598087195,0.11640603049650153,True,True, 0um_Ce 250um_Ce,100.0,45.21500993666666,1.6552826306198547,2.983915711329141,2.5554220040263567,6.643856189774724
1.23_111.5315m/z,111.531457,1.229566667,0.5314570000000032,True,True,0.11280889020992095,0.1068538128097364,True,True, 0um_Ce 250um_Ce Media,1.0354968845971209,45.17564076222222,1.6549043212224281,0.110962708179645,0.10526072935517483,0.05032321306296821
0.62_242.6282m/z,242.62823390000003,0.62495,0.6282339000000263,True,True,0.5389620249862536,0.16369869700242334,True,False, Media insource,0.01,50.18363495555555,1.700562115407556,4.819626754631741,,-6.643856189774724
3.29_189.0576n,401.0877662,3.2859,0.08776619999997592,True,True,0.1436039761090466,0.13570912167137414,True,True, 0um_Ce 250um_Ce,100.0,43.29486701222223,1.6364364099697704,0.6010477993501663,0.5594662494436273,6.643856189774724
2.62_297.1306m/z,297.1305785,2.6240333330000003,0.1305785000000128,True,True,0.14201799213309196,0.09375980928886997,True,False, 250um_Ce Media insource,0.01,49.6532992988889,1.6959481112341366,3.1926317961744672,,-6.643856189774724
0.75_133.0607m/z,133.0607268,0.745633333,0.06072679999999764,True,True,0.17591279127946655,0.1511946442470223,True,False, 0um_Ce 250um_Ce Media insource,0.19264413783386447,49.79562071333334,1.6971911503166843,4.5048725502186535,,-2.3759898094696528
0.73_367.8655n,368.8727842,0.73135,0.8727842000000123,True,True,0.1954682052227321,0.19782915248214425,True,True, 0um_Ce 250um_Ce Media,1.3821603080760083,44.753685864444435,1.6508288091417502,0.9149451901530689,0.8287671938395724,0.46692495454936145
0.76_941.0526m/z,941.0525625,0.759916667,0.05256250000002183,True,True,0.06170937806678936,0.05534155786868703,True,False, 0um_Ce insource,100.0,42.32427839,1.6265895623175906,1.6780367718021751,,6.643856189774724
4.42_671.2081m/z,671.2080973999998,4.423883333,0.20809739999981505,True,True,0.1288704333574644,0.10955782640933004,True,True, 250um_Ce,,44.700843184444466,1.6503157152325572,,9.41746610277938,
0.94_209.5520m/z,209.551989,0.944883333,0.5519889999999918,True,True,0.08481727473593835,0.07869898664219736,True,True, 0um_Ce 250um_Ce Media,1.264612937822834,43.76063463666667,1.6410836117075445,1.3142311130349222,1.1771658058583592,0.33869588442002535
0.65_251.1569m/z,251.1569496,0.646366667,0.15694959999999014,True,True,0.08065932871324145,0.0809927287893761,True,True, Media,0.01,49.21498303666666,1.6920973397499006,2.507103539522458,2.179803608530268,-6.643856189774724
0.73_607.7743n,630.8016369,0.73135,0.8016368999999486,True,True,0.1484790146893314,0.14407162398583634,True,True, 0um_Ce 250um_Ce Media,3.0414867214202386,42.22856073777777,1.6256062797603819,3.3396071656629616,2.8448386808807,1.6047767056786038
0.71_1058.7819m/z,1058.781919,0.7099333329999999,0.7819190000000162,True,True,0.10583205416068332,0.09989708152341713,True,True, 0um_Ce 250um_Ce Media,1.6572112656579714,42.08703221222222,1.6241483023387144,2.515083054114708,2.1863252546075658,0.7287575328480803
2.50_513.7903m/z,513.7902718,2.4962,0.7902718000000277,True,True,0.7997151185880846,0.5724191048999708,False,True, Media cv,0.01,48.81032506888889,1.688511699997324,6.17747176540074,,-6.643856189774724
2.13_185.0790m/z,185.0790337,2.13315,0.07903369999999654,True,True,0.1468673898527004,0.07563622014572438,True,True, 0um_Ce 250um_Ce Media,9.454658064080203,44.02768355111112,1.6437258363240566,3.6626490518162,3.1019817456464627,3.241025282799451
0.84_708.1687m/z,708.1687141,0.838483333,0.16871409999998832,True,True,0.2604248249293705,0.2309107303724729,False,True, 0um_Ce 250um_Ce Media cv,2.34054022003454,44.064647484444436,1.6440903001321892,1.5862393643407644,,1.226841556652438
0.92_634.2324m/z,634.2323579,0.916316667,0.2323579000000109,True,True,0.09789957524618677,0.10331023165832673,True,True, 0um_Ce 250um_Ce Media,1.190210256082343,41.52307395888889,1.6182894969108874,1.0282019429584444,0.9265454949259264,0.2512164547205652
1.95_347.6811m/z,347.681083,1.948166667,0.681083000000001,True,True,0.076613150733761,0.053398155571138035,True,False, Media insource,0.01,48.49951952333333,1.685737436140436,3.6193745840971503,,-6.643856189774724
4.52_671.2077m/z,671.2076619,4.52385,0.20766189999994825,True,True,0.16691866813500242,0.19192505128159376,True,True, 250um_Ce,,43.75933591555556,1.6410707225941554,,9.41746610277938,
0.89_1255.4418m/z,1255.441769,0.88775,0.4417690000000221,True,True,0.2465130821243343,0.1625356824662233,True,True, 0um_Ce 250um_Ce,100.0,43.66316652555556,1.6401152282743643,1.1961592607246232,1.0737309038339231,6.643856189774724
0.62_281.1568m/z,281.1567615,0.62495,0.156761500000016,True,True,0.14215547324852573,0.1449786606438083,True,False, Media insource,0.01,48.53742685,1.686076749036148,2.45846896580649,,-6.643856189774724
0.94_300.0497m/z,300.0496944,0.93775,0.04969440000002123,True,True,0.0943251045671222,0.1044750137066257,True,True, 0um_Ce 250um_Ce Media,1.6238210795137378,117.35259336333333,2.0694926914713845,2.164355654486662,1.8969242158744384,0.6993926781397131
1.36_198.1604m/z,198.1603663,1.36455,0.16036629999999266,True,True,0.11280279676083915,0.08299156954408887,True,True, 0um_Ce 250um_Ce,100.0,43.53165570333334,1.6388051856307864,2.714709315726336,2.3408710897064884,6.643856189774724
2.35_610.3177m/z,610.3176505,2.346683333,0.3176505000000134,True,True,0.2055440422448381,0.12274407075565068,True,True, 250um_Ce Media,0.01,43.45469248222222,1.638036680879014,1.724242109430963,1.526867129197807,-6.643856189774724
2.05_174.0557m/z,174.05570780000005,2.054583333,0.05570780000005016,True,True,0.08193779446647803,0.058364099982198464,True,True, 0um_Ce 250um_Ce Media,2.063701908643318,41.085449777777775,1.6136880457197134,5.031461494096411,4.196161365426286,1.0452345957707811
3.73_181.0640m/z,181.0639697,3.726533333,0.06396970000000124,True,True,0.352995835040861,0.1294677993206912,True,False, 0um_Ce 250um_Ce insource,100.0,43.19218539666666,1.6354051786180408,2.4767037564733307,,6.643856189774724
