,,,,average
2.67_736.3245m/z,736.3244587,2.674033333,250um_Ce,0.0
2.67_736.3245m/z,736.3244587,2.674033333,Blanks,0.0
2.67_736.3245m/z,736.3244587,2.674033333,Media,0.0
2.67_749.3272m/z,749.3271624,2.674033333,0um_Ce,9.467170953555554
2.67_749.3272m/z,749.3271624,2.674033333,250um_Ce,0.0
2.67_749.3272m/z,749.3271624,2.674033333,Blanks,0.0
2.67_749.3272m/z,749.3271624,2.674033333,Media,0.15457259355555555
2.67_787.3068m/z,787.3067742000003,2.666883333,0um_Ce,200.88934675555558
2.67_787.3068m/z,787.3067742000003,2.666883333,250um_Ce,13.539008916555554
2.67_787.3068m/z,787.3067742000003,2.666883333,Blanks,0.0
2.67_787.3068m/z,787.3067742000003,2.666883333,Media,0.0
2.68_185.1290m/z,185.1289958,2.681166667,0um_Ce,74.31063452777778
2.68_185.1290m/z,185.1289958,2.681166667,250um_Ce,81.5475338222222
2.68_185.1290m/z,185.1289958,2.681166667,Blanks,0.0
2.68_185.1290m/z,185.1289958,2.681166667,Media,83.64927285888889
2.68_211.0789n,234.0385621,2.681166667,0um_Ce,51.309144229999994
2.68_211.0789n,234.0385621,2.681166667,250um_Ce,125.61195080222222
2.68_211.0789n,234.0385621,2.681166667,Blanks,7.020817760666667
2.68_211.0789n,234.0385621,2.681166667,Media,13.348359634333333
2.68_329.1532m/z,329.1532319,2.681166667,0um_Ce,0.0
2.68_329.1532m/z,329.1532319,2.681166667,250um_Ce,1.0386580864444444
2.68_329.1532m/z,329.1532319,2.681166667,Blanks,0.0
2.68_329.1532m/z,329.1532319,2.681166667,Media,95.09866640777778
2.68_344.5952n,345.6024864,2.681166667,0um_Ce,0.5142369865555555
2.68_344.5952n,345.6024864,2.681166667,250um_Ce,191.63009984999997
2.68_344.5952n,345.6024864,2.681166667,Blanks,0.0
2.68_344.5952n,345.6024864,2.681166667,Media,0.03511681255555556
2.68_352.1821m/z,352.1820587,2.681166667,0um_Ce,1.2702415576666668
2.68_352.1821m/z,352.1820587,2.681166667,250um_Ce,5.076916564555556
2.68_352.1821m/z,352.1820587,2.681166667,Blanks,0.0
2.68_352.1821m/z,352.1820587,2.681166667,Media,97.34731245111111
2.68_436.7448m/z,436.7447891,2.681166667,0um_Ce,0.0
2.68_436.7448m/z,436.7447891,2.681166667,250um_Ce,0.0
2.68_436.7448m/z,436.7447891,2.681166667,Blanks,0.0
2.68_436.7448m/z,436.7447891,2.681166667,Media,15.106074726666668
2.68_496.5414m/z,496.5414274,2.681166667,0um_Ce,209.58204613555554
2.68_496.5414m/z,496.5414274,2.681166667,250um_Ce,0.2795003701111111
2.68_496.5414m/z,496.5414274,2.681166667,Blanks,0.0
2.68_496.5414m/z,496.5414274,2.681166667,Media,21.031076996666666
2.68_501.8654m/z,501.8653694,2.681166667,0um_Ce,5.5028887511111115
2.68_501.8654m/z,501.8653694,2.681166667,250um_Ce,0.0
2.68_501.8654m/z,501.8653694,2.681166667,Blanks,0.0
2.68_501.8654m/z,501.8653694,2.681166667,Media,0.0
2.68_725.3339m/z,725.3339419,2.681166667,0um_Ce,1021.1551106888888
2.68_725.3339m/z,725.3339419,2.681166667,250um_Ce,0.2740128348888889
2.68_725.3339m/z,725.3339419,2.681166667,Blanks,0.0
2.68_725.3339m/z,725.3339419,2.681166667,Media,0.7702898356666666
2.68_744.3057m/z,744.3057397000001,2.681166667,0um_Ce,79.8259784151111
2.68_744.3057m/z,744.3057397000001,2.681166667,250um_Ce,0.0
2.68_744.3057m/z,744.3057397000001,2.681166667,Blanks,0.0
2.68_744.3057m/z,744.3057397000001,2.681166667,Media,0.0
2.69_154.0513m/z,154.0513256,2.688316667,0um_Ce,10.484741795444444
2.69_154.0513m/z,154.0513256,2.688316667,250um_Ce,12.144880416777779
2.69_154.0513m/z,154.0513256,2.688316667,Blanks,0.0
2.69_154.0513m/z,154.0513256,2.688316667,Media,0.0
2.69_194.5872m/z,194.5871861,2.688316667,0um_Ce,30.12043805
2.69_194.5872m/z,194.5871861,2.688316667,250um_Ce,30.207358335555558
2.69_194.5872m/z,194.5871861,2.688316667,Blanks,0.0
2.69_194.5872m/z,194.5871861,2.688316667,Media,33.258608225555555
2.69_211.0749m/z,211.0749395,2.688316667,0um_Ce,0.19903226033333335
2.69_211.0749m/z,211.0749395,2.688316667,250um_Ce,18.447296630777778
2.69_211.0749m/z,211.0749395,2.688316667,Blanks,0.0
2.69_211.0749m/z,211.0749395,2.688316667,Media,0.10919613311111111
2.69_227.1394m/z,227.1394156,2.688316667,0um_Ce,240.0617736222222
2.69_227.1394m/z,227.1394156,2.688316667,250um_Ce,258.10013894444444
2.69_227.1394m/z,227.1394156,2.688316667,Blanks,0.0
2.69_227.1394m/z,227.1394156,2.688316667,Media,287.29124775555556
2.69_300.1597m/z,300.1597376,2.688316667,0um_Ce,0.7653101047777778
2.69_300.1597m/z,300.1597376,2.688316667,250um_Ce,1.913103333222222
2.69_300.1597m/z,300.1597376,2.688316667,Blanks,0.0
2.69_300.1597m/z,300.1597376,2.688316667,Media,22.981817352222222
2.69_522.2617m/z,522.26174,2.688316667,0um_Ce,17.46886943666667
2.69_522.2617m/z,522.26174,2.688316667,250um_Ce,0.5668162901111111
2.69_522.2617m/z,522.26174,2.688316667,Blanks,0.0
2.69_522.2617m/z,522.26174,2.688316667,Media,66.47749458888889
2.69_589.3147m/z,589.3146632,2.688316667,0um_Ce,0.0
2.69_589.3147m/z,589.3146632,2.688316667,250um_Ce,0.0
2.69_589.3147m/z,589.3146632,2.688316667,Blanks,0.0
2.69_589.3147m/z,589.3146632,2.688316667,Media,35.20923192
2.69_657.3147m/z,657.3147046,2.688316667,0um_Ce,0.31325615777777777
2.69_657.3147m/z,657.3147046,2.688316667,250um_Ce,0.0
2.69_657.3147m/z,657.3147046,2.688316667,Blanks,0.0
2.69_657.3147m/z,657.3147046,2.688316667,Media,107.75410784777779
2.70_343.1985m/z,343.1985062,2.701883333,0um_Ce,30.261745917777777
2.70_343.1985m/z,343.1985062,2.701883333,250um_Ce,22.038142537777777
2.70_343.1985m/z,343.1985062,2.701883333,Blanks,15.471135436666666
2.70_343.1985m/z,343.1985062,2.701883333,Media,193.6557256
2.70_380.1844m/z,380.1843769,2.701883333,0um_Ce,4.037730735444445
2.70_380.1844m/z,380.1843769,2.701883333,250um_Ce,6.442225063666668
2.70_380.1844m/z,380.1843769,2.701883333,Blanks,0.0
2.70_380.1844m/z,380.1843769,2.701883333,Media,111.94154657777779
2.70_388.8401m/z,388.8401472,2.701883333,0um_Ce,5.890126452222222
2.70_388.8401m/z,388.8401472,2.701883333,250um_Ce,235.30501545555555
2.70_388.8401m/z,388.8401472,2.701883333,Blanks,0.0
2.70_388.8401m/z,388.8401472,2.701883333,Media,44.72594037111111
2.70_395.1798m/z,395.1797723,2.701883333,0um_Ce,69.58628241666666
2.70_395.1798m/z,395.1797723,2.701883333,250um_Ce,374.1139370222222
2.70_395.1798m/z,395.1797723,2.701883333,Blanks,0.0
2.70_395.1798m/z,395.1797723,2.701883333,Media,38.048316307777775
2.70_826.2725m/z,826.2724722,2.701883333,0um_Ce,9.004801117444444
2.70_826.2725m/z,826.2724722,2.701883333,250um_Ce,3.4370252623333335
2.70_826.2725m/z,826.2724722,2.701883333,Blanks,0.0
2.70_826.2725m/z,826.2724722,2.701883333,Media,0.0
2.70_835.2553m/z,835.2552584,2.701883333,0um_Ce,7.692999977555556
2.70_835.2553m/z,835.2552584,2.701883333,250um_Ce,6.193396703444445
2.70_835.2553m/z,835.2552584,2.701883333,Blanks,0.0
2.70_835.2553m/z,835.2552584,2.701883333,Media,0.0
2.71_354.6479m/z,354.6478754,2.7090333330000003,0um_Ce,0.0
2.71_354.6479m/z,354.6478754,2.7090333330000003,250um_Ce,78.10889770333334
2.71_354.6479m/z,354.6478754,2.7090333330000003,Blanks,0.0
2.71_354.6479m/z,354.6478754,2.7090333330000003,Media,1.9617098331111114
2.71_432.1304m/z,432.1304446,2.7090333330000003,0um_Ce,35.79143597555556
2.71_432.1304m/z,432.1304446,2.7090333330000003,250um_Ce,104.29133657666667
2.71_432.1304m/z,432.1304446,2.7090333330000003,Blanks,0.0
2.71_432.1304m/z,432.1304446,2.7090333330000003,Media,3.7019606284444446
2.71_813.7766m/z,813.7766257000003,2.7090333330000003,0um_Ce,565.2596981316666
2.71_813.7766m/z,813.7766257000003,2.7090333330000003,250um_Ce,340.9606575628889
2.71_813.7766m/z,813.7766257000003,2.7090333330000003,Blanks,0.0
2.71_813.7766m/z,813.7766257000003,2.7090333330000003,Media,0.0
2.71_826.7704m/z,826.7703683,2.7090333330000003,0um_Ce,76.19647359122223
2.71_826.7704m/z,826.7703683,2.7090333330000003,250um_Ce,35.19921527333333
2.71_826.7704m/z,826.7703683,2.7090333330000003,Blanks,0.0
2.71_826.7704m/z,826.7703683,2.7090333330000003,Media,0.0
2.72_158.5571m/z,158.55708069999997,2.716166667,0um_Ce,14.908488886555553
2.72_158.5571m/z,158.55708069999997,2.716166667,250um_Ce,8.737010158333334
2.72_158.5571m/z,158.55708069999997,2.716166667,Blanks,0.0
2.72_158.5571m/z,158.55708069999997,2.716166667,Media,20.43510022
2.72_259.1166m/z,259.11658880000005,2.716166667,0um_Ce,135.51880020000002
2.72_259.1166m/z,259.11658880000005,2.716166667,250um_Ce,133.55086647777776
2.72_259.1166m/z,259.11658880000005,2.716166667,Blanks,0.6710917153333332
2.72_259.1166m/z,259.11658880000005,2.716166667,Media,195.39653292222218
2.72_304.1665m/z,304.1664572,2.723316667,0um_Ce,40.049612763333336
2.72_304.1665m/z,304.1664572,2.723316667,250um_Ce,41.76655384555556
2.72_304.1665m/z,304.1664572,2.723316667,Blanks,0.0
2.72_304.1665m/z,304.1664572,2.723316667,Media,481.8006852111111
2.72_308.1041m/z,308.1040698000001,2.716166667,0um_Ce,14.07448567111111
2.72_308.1041m/z,308.1040698000001,2.716166667,250um_Ce,16.238208242777777
2.72_308.1041m/z,308.1040698000001,2.716166667,Blanks,0.0
2.72_308.1041m/z,308.1040698000001,2.716166667,Media,9.368947294444444
2.72_378.5104m/z,378.5103982,2.723316667,0um_Ce,0.0
2.72_378.5104m/z,378.5103982,2.723316667,250um_Ce,13.161044500333333
2.72_378.5104m/z,378.5103982,2.723316667,Blanks,0.0
2.72_378.5104m/z,378.5103982,2.723316667,Media,0.0
2.72_396.7307m/z,396.7307258,2.716166667,0um_Ce,0.0
2.72_396.7307m/z,396.7307258,2.716166667,250um_Ce,0.004500023333333334
2.72_396.7307m/z,396.7307258,2.716166667,Blanks,0.0
2.72_396.7307m/z,396.7307258,2.716166667,Media,6.099547320888888
2.72_600.2968m/z,600.2967609,2.723316667,0um_Ce,0.0
2.72_600.2968m/z,600.2967609,2.723316667,250um_Ce,0.8402454335555555
2.72_600.2968m/z,600.2967609,2.723316667,Blanks,0.0
2.72_600.2968m/z,600.2967609,2.723316667,Media,214.9072046777778
2.72_834.7547m/z,834.7547218,2.716166667,0um_Ce,42.32519857933334
2.72_834.7547m/z,834.7547218,2.716166667,250um_Ce,24.234359536555555
2.72_834.7547m/z,834.7547218,2.716166667,Blanks,0.0
2.72_834.7547m/z,834.7547218,2.716166667,Media,0.0
2.73_161.5580m/z,161.557972,2.73045,0um_Ce,0.0
2.73_161.5580m/z,161.557972,2.73045,250um_Ce,0.0
2.73_161.5580m/z,161.557972,2.73045,Blanks,0.0
2.73_161.5580m/z,161.557972,2.73045,Media,12.450225749111112
2.73_173.0793m/z,173.0792803,2.73045,0um_Ce,72.59166857888889
2.73_173.0793m/z,173.0792803,2.73045,250um_Ce,54.48509334444444
2.73_173.0793m/z,173.0792803,2.73045,Blanks,85.41198297999999
2.73_173.0793m/z,173.0792803,2.73045,Media,153.53912505555553
2.73_243.1349m/z,243.1348885,2.73045,0um_Ce,0.6342486714444444
2.73_243.1349m/z,243.1348885,2.73045,250um_Ce,0.5306926137777778
2.73_243.1349m/z,243.1348885,2.73045,Blanks,0.0
2.73_243.1349m/z,243.1348885,2.73045,Media,200.87416231111115
2.74_182.0715m/z,182.0715146,2.7376,0um_Ce,0.0
2.74_182.0715m/z,182.0715146,2.7376,250um_Ce,0.0
2.74_182.0715m/z,182.0715146,2.7376,Blanks,0.0
2.74_182.0715m/z,182.0715146,2.7376,Media,28.660548987777776
2.74_266.1213m/z,266.1213116,2.7376,0um_Ce,0.0
2.74_266.1213m/z,266.1213116,2.7376,250um_Ce,0.3607974582222222
2.74_266.1213m/z,266.1213116,2.7376,Blanks,0.0
2.74_266.1213m/z,266.1213116,2.7376,Media,11.895169568111113
2.74_291.1349m/z,291.1348813,2.744733333,0um_Ce,78.40569224777778
2.74_291.1349m/z,291.1348813,2.744733333,250um_Ce,53.76644221777778
2.74_291.1349m/z,291.1348813,2.744733333,Blanks,0.0
2.74_291.1349m/z,291.1348813,2.744733333,Media,0.0
2.74_302.1514m/z,302.1513986,2.744733333,0um_Ce,13.788845307222223
2.74_302.1514m/z,302.1513986,2.744733333,250um_Ce,53.55481091777778
2.74_302.1514m/z,302.1513986,2.744733333,Blanks,0.0
2.74_302.1514m/z,302.1513986,2.744733333,Media,331.2414376
2.74_415.1266m/z,415.1266341,2.744733333,0um_Ce,34.01181167777777
2.74_415.1266m/z,415.1266341,2.744733333,250um_Ce,26.397987588888892
2.74_415.1266m/z,415.1266341,2.744733333,Blanks,0.0
2.74_415.1266m/z,415.1266341,2.744733333,Media,1.241310475
2.74_457.2597m/z,457.2596729,2.744733333,0um_Ce,0.0
2.74_457.2597m/z,457.2596729,2.744733333,250um_Ce,1.0748381813333334
2.74_457.2597m/z,457.2596729,2.744733333,Blanks,0.0
2.74_457.2597m/z,457.2596729,2.744733333,Media,184.59111582222224
2.74_462.1405m/z,462.1404647,2.744733333,0um_Ce,8.074992256333333
2.74_462.1405m/z,462.1404647,2.744733333,250um_Ce,328.19975714444445
2.74_462.1405m/z,462.1404647,2.744733333,Blanks,0.0
2.74_462.1405m/z,462.1404647,2.744733333,Media,3.2443486565555553
2.74_479.7842m/z,479.7841799,2.7376,0um_Ce,0.005793588888888889
2.74_479.7842m/z,479.7841799,2.7376,250um_Ce,61.985724336666664
2.74_479.7842m/z,479.7841799,2.7376,Blanks,0.0
2.74_479.7842m/z,479.7841799,2.7376,Media,4.413281034111111
2.74_493.1993m/z,493.1993163,2.744733333,0um_Ce,30.81170935666667
2.74_493.1993m/z,493.1993163,2.744733333,250um_Ce,47.17895850666667
2.74_493.1993m/z,493.1993163,2.744733333,Blanks,0.0
2.74_493.1993m/z,493.1993163,2.744733333,Media,104.30981208444445
2.75_146.0367m/z,146.03666909999995,2.7518833330000003,0um_Ce,0.21245998811111114
2.75_146.0367m/z,146.03666909999995,2.7518833330000003,250um_Ce,1.808910162
2.75_146.0367m/z,146.03666909999995,2.7518833330000003,Blanks,0.0
2.75_146.0367m/z,146.03666909999995,2.7518833330000003,Media,0.0
2.75_287.1713m/z,287.1712889,2.7518833330000003,0um_Ce,103.98735222888888
2.75_287.1713m/z,287.1712889,2.7518833330000003,250um_Ce,121.559633
2.75_287.1713m/z,287.1712889,2.7518833330000003,Blanks,0.0
2.75_287.1713m/z,287.1712889,2.7518833330000003,Media,144.96043743333334
2.75_310.1087m/z,310.1087223,2.7518833330000003,0um_Ce,4.553319647666666
2.75_310.1087m/z,310.1087223,2.7518833330000003,250um_Ce,8.111427251333334
2.75_310.1087m/z,310.1087223,2.7518833330000003,Blanks,0.0
2.75_310.1087m/z,310.1087223,2.7518833330000003,Media,9.671729337222223
2.75_520.2190m/z,520.2190412,2.7518833330000003,0um_Ce,208.42930778888888
2.75_520.2190m/z,520.2190412,2.7518833330000003,250um_Ce,9.197940699999998
2.75_520.2190m/z,520.2190412,2.7518833330000003,Blanks,0.0
2.75_520.2190m/z,520.2190412,2.7518833330000003,Media,10.915794253666666
2.76_148.0585m/z,148.0584701,2.759016667,0um_Ce,10.190143573333332
2.76_148.0585m/z,148.0584701,2.759016667,250um_Ce,8.108019180333333
2.76_148.0585m/z,148.0584701,2.759016667,Blanks,0.0
2.76_148.0585m/z,148.0584701,2.759016667,Media,8.218790059222222
2.76_437.2356m/z,437.2356321,2.759016667,0um_Ce,126.9807533
2.76_437.2356m/z,437.2356321,2.759016667,250um_Ce,127.49634910000002
2.76_437.2356m/z,437.2356321,2.759016667,Blanks,79.1523287
2.76_437.2356m/z,437.2356321,2.759016667,Media,239.62818576666666
2.76_525.2522m/z,525.25215,2.759016667,0um_Ce,0.0
2.76_525.2522m/z,525.25215,2.759016667,250um_Ce,0.0
2.76_525.2522m/z,525.25215,2.759016667,Blanks,0.0
2.76_525.2522m/z,525.25215,2.759016667,Media,32.52566784555555
2.77_229.1012m/z,229.1012286,2.7733,0um_Ce,11.238052668444444
2.77_229.1012m/z,229.1012286,2.7733,250um_Ce,11.546084294666665
2.77_229.1012m/z,229.1012286,2.7733,Blanks,0.0
2.77_229.1012m/z,229.1012286,2.7733,Media,25.186747639999997
2.77_311.1208m/z,311.12075130000005,2.7733,0um_Ce,21.87325344555556
2.77_311.1208m/z,311.12075130000005,2.7733,250um_Ce,33.63378630222223
2.77_311.1208m/z,311.12075130000005,2.7733,Blanks,0.0
2.77_311.1208m/z,311.12075130000005,2.7733,Media,0.9781159541111112
2.77_322.1768m/z,322.17683460000006,2.76615,0um_Ce,0.0
2.77_322.1768m/z,322.17683460000006,2.76615,250um_Ce,0.1249118381111111
2.77_322.1768m/z,322.17683460000006,2.76615,Blanks,0.0
2.77_322.1768m/z,322.17683460000006,2.76615,Media,92.38190204333334
2.77_325.1376m/z,325.1376299,2.7733,0um_Ce,0.42547098466666666
2.77_325.1376m/z,325.1376299,2.7733,250um_Ce,23.445020814444447
2.77_325.1376m/z,325.1376299,2.7733,Blanks,0.0
2.77_325.1376m/z,325.1376299,2.7733,Media,2.306212252222222
2.77_336.1908m/z,336.1908423,2.7733,0um_Ce,1.5791388963333333
2.77_336.1908m/z,336.1908423,2.7733,250um_Ce,6.224566884666667
2.77_336.1908m/z,336.1908423,2.7733,Blanks,0.0
2.77_336.1908m/z,336.1908423,2.7733,Media,55.785198165555556
2.77_375.1312m/z,375.1312064,2.7733,0um_Ce,61.05788280111111
2.77_375.1312m/z,375.1312064,2.7733,250um_Ce,0.8732840016666666
2.77_375.1312m/z,375.1312064,2.7733,Blanks,0.0
2.77_375.1312m/z,375.1312064,2.7733,Media,7.842119816888887
2.77_474.2124m/z,474.21236280000005,2.76615,0um_Ce,2.1767951051111107
2.77_474.2124m/z,474.21236280000005,2.76615,250um_Ce,9.638066848333333
2.77_474.2124m/z,474.21236280000005,2.76615,Blanks,0.0
2.77_474.2124m/z,474.21236280000005,2.76615,Media,211.16294008888886
2.78_284.1974m/z,284.197386,2.780433333,0um_Ce,81.19031419666668
2.78_284.1974m/z,284.197386,2.780433333,250um_Ce,95.65050175333334
2.78_284.1974m/z,284.197386,2.780433333,Blanks,0.0
2.78_284.1974m/z,284.197386,2.780433333,Media,2.289567046888889
2.78_364.2362m/z,364.2362465,2.780433333,0um_Ce,0.0
2.78_364.2362m/z,364.2362465,2.780433333,250um_Ce,0.0
2.78_364.2362m/z,364.2362465,2.780433333,Blanks,0.0
2.78_364.2362m/z,364.2362465,2.780433333,Media,80.69428016
2.78_419.1338m/z,419.1338191,2.780433333,0um_Ce,3.4295320502222224
2.78_419.1338m/z,419.1338191,2.780433333,250um_Ce,30.26831371
2.78_419.1338m/z,419.1338191,2.780433333,Blanks,0.0
2.78_419.1338m/z,419.1338191,2.780433333,Media,0.6861944816666666
2.79_235.0968m/z,235.0968275,2.787583333,0um_Ce,2.8047963827777784
2.79_235.0968m/z,235.0968275,2.787583333,250um_Ce,27.530951024444445
2.79_235.0968m/z,235.0968275,2.787583333,Blanks,0.0
2.79_235.0968m/z,235.0968275,2.787583333,Media,0.0009965364444444445
2.79_243.6865m/z,243.6864619,2.794716667,0um_Ce,0.0
2.79_243.6865m/z,243.6864619,2.794716667,250um_Ce,0.0
2.79_243.6865m/z,243.6864619,2.794716667,Blanks,0.0
2.79_243.6865m/z,243.6864619,2.794716667,Media,12.71888282511111
2.79_318.1820m/z,318.1820444,2.787583333,0um_Ce,42.584511209999995
2.79_318.1820m/z,318.1820444,2.787583333,250um_Ce,52.02371711555556
2.79_318.1820m/z,318.1820444,2.787583333,Blanks,0.255785539
2.79_318.1820m/z,318.1820444,2.787583333,Media,7.534208707000001
2.79_330.2394m/z,330.2394174,2.787583333,0um_Ce,6.192332225222223
2.79_330.2394m/z,330.2394174,2.787583333,250um_Ce,15.181442365333332
2.79_330.2394m/z,330.2394174,2.787583333,Blanks,0.0
2.79_330.2394m/z,330.2394174,2.787583333,Media,105.51655243444445
2.79_370.2031m/z,370.2030653,2.794716667,0um_Ce,0.0
2.79_370.2031m/z,370.2030653,2.794716667,250um_Ce,45.62376493666667
2.79_370.2031m/z,370.2030653,2.794716667,Blanks,0.0
2.79_370.2031m/z,370.2030653,2.794716667,Media,1.0951670222222223
2.79_373.2422m/z,373.2421593,2.787583333,0um_Ce,1.8215059434444445
2.79_373.2422m/z,373.2421593,2.787583333,250um_Ce,36.29805454777778
2.79_373.2422m/z,373.2421593,2.787583333,Blanks,0.0
2.79_373.2422m/z,373.2421593,2.787583333,Media,264.1812398888889
2.79_380.1838m/z,380.1837834,2.794716667,0um_Ce,20.179691456666664
2.79_380.1838m/z,380.1837834,2.794716667,250um_Ce,32.33592261555555
2.79_380.1838m/z,380.1837834,2.794716667,Blanks,0.0
2.79_380.1838m/z,380.1837834,2.794716667,Media,75.77380841222222
2.79_552.2903m/z,552.2903153,2.787583333,0um_Ce,0.0
2.79_552.2903m/z,552.2903153,2.787583333,250um_Ce,0.6397126784444443
2.79_552.2903m/z,552.2903153,2.787583333,Blanks,0.0
2.79_552.2903m/z,552.2903153,2.787583333,Media,381.5762910555556
2.79_64.0169m/z,64.01689393,2.794716667,0um_Ce,3.291501741222223
2.79_64.0169m/z,64.01689393,2.794716667,250um_Ce,3.8444246282222223
2.79_64.0169m/z,64.01689393,2.794716667,Blanks,2.405903010333333
2.79_64.0169m/z,64.01689393,2.794716667,Media,3.2886632008888887
2.79_739.3937m/z,739.3936653,2.787583333,0um_Ce,0.0
2.79_739.3937m/z,739.3936653,2.787583333,250um_Ce,36.995411366666666
2.79_739.3937m/z,739.3936653,2.787583333,Blanks,0.0
2.79_739.3937m/z,739.3936653,2.787583333,Media,2.6827559111111117
2.80_115.0395m/z,115.0394902,2.80215,0um_Ce,7.1554042886666664
2.80_115.0395m/z,115.0394902,2.80215,250um_Ce,3.6058136307777775
2.80_115.0395m/z,115.0394902,2.80215,Blanks,0.0
2.80_115.0395m/z,115.0394902,2.80215,Media,0.0
2.80_749.3437m/z,749.3437269,2.80215,0um_Ce,34.19308984966667
2.80_749.3437m/z,749.3437269,2.80215,250um_Ce,0.21542625799999995
2.80_749.3437m/z,749.3437269,2.80215,Blanks,0.0
2.80_749.3437m/z,749.3437269,2.80215,Media,0.0
2.80_786.3000m/z,786.2999937999997,2.80215,0um_Ce,17.473147327555555
2.80_786.3000m/z,786.2999937999997,2.80215,250um_Ce,29.73506421111111
2.80_786.3000m/z,786.2999937999997,2.80215,Blanks,0.0
2.80_786.3000m/z,786.2999937999997,2.80215,Media,0.0
2.81_183.0274m/z,183.0274421,2.8093,0um_Ce,6.979078498777778
2.81_183.0274m/z,183.0274421,2.8093,250um_Ce,6.247989388666666
2.81_183.0274m/z,183.0274421,2.8093,Blanks,0.0
2.81_183.0274m/z,183.0274421,2.8093,Media,0.0
2.81_252.6630m/z,252.6630149,2.8093,0um_Ce,0.22809011499999998
2.81_252.6630m/z,252.6630149,2.8093,250um_Ce,0.0
2.81_252.6630m/z,252.6630149,2.8093,Blanks,0.0
2.81_252.6630m/z,252.6630149,2.8093,Media,28.401998261111107
2.81_360.2138m/z,360.2138122,2.8093,0um_Ce,29.426558672222225
2.81_360.2138m/z,360.2138122,2.8093,250um_Ce,46.36369380888889
2.81_360.2138m/z,360.2138122,2.8093,Blanks,9.154027322
2.81_360.2138m/z,360.2138122,2.8093,Media,368.5024612111112
2.81_377.1774m/z,377.1774066,2.8093,0um_Ce,2.962642444333333
2.81_377.1774m/z,377.1774066,2.8093,250um_Ce,3.194383769888889
2.81_377.1774m/z,377.1774066,2.8093,Blanks,0.0
2.81_377.1774m/z,377.1774066,2.8093,Media,25.477473614444445
2.81_424.6532m/z,424.6532172,2.8093,0um_Ce,15.904243677666665
2.81_424.6532m/z,424.6532172,2.8093,250um_Ce,111.63443368333333
2.81_424.6532m/z,424.6532172,2.8093,Blanks,0.0
2.81_424.6532m/z,424.6532172,2.8093,Media,0.20138614533333335
2.81_425.2741m/z,425.2741439,2.8093,0um_Ce,0.11474277866666667
2.81_425.2741m/z,425.2741439,2.8093,250um_Ce,1.6963537803333335
2.81_425.2741m/z,425.2741439,2.8093,Blanks,0.0
2.81_425.2741m/z,425.2741439,2.8093,Media,125.13753023333334
2.81_532.7818m/z,532.7817739,2.8093,0um_Ce,0.0
2.81_532.7818m/z,532.7817739,2.8093,250um_Ce,0.0
2.81_532.7818m/z,532.7817739,2.8093,Blanks,0.0
2.81_532.7818m/z,532.7817739,2.8093,Media,10.671133330999998
2.81_744.1338m/z,744.1338053,2.8093,0um_Ce,117.33038824866664
2.81_744.1338m/z,744.1338053,2.8093,250um_Ce,0.0
2.81_744.1338m/z,744.1338053,2.8093,Blanks,0.0
2.81_744.1338m/z,744.1338053,2.8093,Media,0.0
2.82_141.0267m/z,141.02672959999995,2.816433333,0um_Ce,13.519232460555557
2.82_141.0267m/z,141.02672959999995,2.816433333,250um_Ce,8.698403460666666
2.82_141.0267m/z,141.02672959999995,2.816433333,Blanks,0.0
2.82_141.0267m/z,141.02672959999995,2.816433333,Media,0.0
2.82_161.5577m/z,161.55774619999997,2.816433333,0um_Ce,0.0
2.82_161.5577m/z,161.55774619999997,2.816433333,250um_Ce,0.0
2.82_161.5577m/z,161.55774619999997,2.816433333,Blanks,0.0
2.82_161.5577m/z,161.55774619999997,2.816433333,Media,93.1506946211111
2.82_182.0716m/z,182.0716272,2.823583333,0um_Ce,0.0
2.82_182.0716m/z,182.0716272,2.823583333,250um_Ce,0.056009288111111104
2.82_182.0716m/z,182.0716272,2.823583333,Blanks,0.0
2.82_182.0716m/z,182.0716272,2.823583333,Media,140.22473382222222
2.82_242.1276n,243.1348669,2.816433333,0um_Ce,2.1627680450000004
2.82_242.1276n,243.1348669,2.816433333,250um_Ce,6.284759390777777
2.82_242.1276n,243.1348669,2.816433333,Blanks,0.0
2.82_242.1276n,243.1348669,2.816433333,Media,1305.3317646666667
2.82_279.1712m/z,279.1711725,2.823583333,0um_Ce,1.4241321026666667
2.82_279.1712m/z,279.1711725,2.823583333,250um_Ce,23.434634929444442
2.82_279.1712m/z,279.1711725,2.823583333,Blanks,0.0
2.82_279.1712m/z,279.1711725,2.823583333,Media,1978.7762582222222
2.82_282.6463m/z,282.6462956000001,2.816433333,0um_Ce,11.653459629111111
2.82_282.6463m/z,282.6462956000001,2.816433333,250um_Ce,18.745854784333332
2.82_282.6463m/z,282.6462956000001,2.816433333,Blanks,0.0
2.82_282.6463m/z,282.6462956000001,2.816433333,Media,0.28269392344444444
2.82_291.6520m/z,291.6519861999999,2.816433333,0um_Ce,140.3439426888889
2.82_291.6520m/z,291.6519861999999,2.816433333,250um_Ce,165.95624395555555
2.82_291.6520m/z,291.6519861999999,2.816433333,Blanks,0.0
2.82_291.6520m/z,291.6519861999999,2.816433333,Media,0.0
2.82_332.2187m/z,332.2187185,2.816433333,0um_Ce,0.13688150755555553
2.82_332.2187m/z,332.2187185,2.816433333,250um_Ce,0.21485750233333334
