,,,,average
0.85_505.1778m/z,505.1778034,0.845616667,0um_Ce,7.079199411666667
0.85_505.1778m/z,505.1778034,0.845616667,250um_Ce,0.8345736626666667
0.85_505.1778m/z,505.1778034,0.845616667,Blanks,0.0
0.85_505.1778m/z,505.1778034,0.845616667,Media,23.274691894444445
0.85_552.2016m/z,552.2015985,0.85275,0um_Ce,106.12526413888888
0.85_552.2016m/z,552.2015985,0.85275,250um_Ce,24.550204387777782
0.85_552.2016m/z,552.2015985,0.85275,Blanks,0.0
0.85_552.2016m/z,552.2015985,0.85275,Media,135.4313030111111
0.85_575.1818m/z,575.1818208,0.845616667,0um_Ce,221.6793065222222
0.85_575.1818m/z,575.1818208,0.845616667,250um_Ce,31.066866531111113
0.85_575.1818m/z,575.1818208,0.845616667,Blanks,0.0
0.85_575.1818m/z,575.1818208,0.845616667,Media,287.9807467888889
0.85_707.2244m/z,707.2244454,0.845616667,0um_Ce,8.988521953888887
0.85_707.2244m/z,707.2244454,0.845616667,250um_Ce,0.0
0.85_707.2244m/z,707.2244454,0.845616667,Blanks,0.0
0.85_707.2244m/z,707.2244454,0.845616667,Media,16.517898131111114
0.85_714.2486m/z,714.2485771,0.85275,0um_Ce,158.4028286333333
0.85_714.2486m/z,714.2485771,0.85275,250um_Ce,76.98911931777778
0.85_714.2486m/z,714.2485771,0.85275,Blanks,0.0
0.85_714.2486m/z,714.2485771,0.85275,Media,305.7545523111111
0.85_829.2813m/z,829.2812557999997,0.845616667,0um_Ce,11.529099059555556
0.85_829.2813m/z,829.2812557999997,0.845616667,250um_Ce,8.246366351111112
0.85_829.2813m/z,829.2812557999997,0.845616667,Blanks,0.0
0.85_829.2813m/z,829.2812557999997,0.845616667,Media,108.2662289322222
0.85_991.3351m/z,991.3351302,0.845616667,0um_Ce,6.50037980888889
0.85_991.3351m/z,991.3351302,0.845616667,250um_Ce,0.8487209677777777
0.85_991.3351m/z,991.3351302,0.845616667,Blanks,0.0
0.85_991.3351m/z,991.3351302,0.845616667,Media,83.70832064111111
0.87_102.1550m/z,102.1549852,0.8663333329999999,0um_Ce,0.0
0.87_102.1550m/z,102.1549852,0.8663333329999999,250um_Ce,0.0
0.87_102.1550m/z,102.1549852,0.8663333329999999,Blanks,6.785053886666667
0.87_102.1550m/z,102.1549852,0.8663333329999999,Media,0.0
0.87_419.2516m/z,419.2515554,0.8734833329999999,0um_Ce,322.8157692222222
0.87_419.2516m/z,419.2515554,0.8734833329999999,250um_Ce,270.32339021111113
0.87_419.2516m/z,419.2515554,0.8734833329999999,Blanks,0.0
0.87_419.2516m/z,419.2515554,0.8734833329999999,Media,263.1088424111111
0.87_493.0767m/z,493.0767081,0.8734833329999999,0um_Ce,70.71834530888889
0.87_493.0767m/z,493.0767081,0.8734833329999999,250um_Ce,83.47415859444445
0.87_493.0767m/z,493.0767081,0.8734833329999999,Blanks,0.0
0.87_493.0767m/z,493.0767081,0.8734833329999999,Media,40.26514927888889
0.87_504.6479m/z,504.6479277,0.8734833329999999,0um_Ce,38.32412791666667
0.87_504.6479m/z,504.6479277,0.8734833329999999,250um_Ce,0.0
0.87_504.6479m/z,504.6479277,0.8734833329999999,Blanks,0.0
0.87_504.6479m/z,504.6479277,0.8734833329999999,Media,88.30057929555556
0.87_609.1867m/z,609.1867107,0.8734833329999999,0um_Ce,8.513023446777778
0.87_609.1867m/z,609.1867107,0.8734833329999999,250um_Ce,0.0021817037777777776
0.87_609.1867m/z,609.1867107,0.8734833329999999,Blanks,0.0
0.87_609.1867m/z,609.1867107,0.8734833329999999,Media,28.30258538444444
0.87_837.2958m/z,837.2957781,0.8734833329999999,0um_Ce,82.32771969444444
0.87_837.2958m/z,837.2957781,0.8734833329999999,250um_Ce,80.14576494111111
0.87_837.2958m/z,837.2957781,0.8734833329999999,Blanks,0.0
0.87_837.2958m/z,837.2957781,0.8734833329999999,Media,25.529728742222222
0.87_85.0293m/z,85.02928726,0.8734833329999999,0um_Ce,0.4892069432222222
0.87_85.0293m/z,85.02928726,0.8734833329999999,250um_Ce,0.0
0.87_85.0293m/z,85.02928726,0.8734833329999999,Blanks,0.0
0.87_85.0293m/z,85.02928726,0.8734833329999999,Media,7.519610472222222
0.87_97.0294m/z,97.02938454,0.8734833329999999,0um_Ce,0.8323375774444445
0.87_97.0294m/z,97.02938454,0.8734833329999999,250um_Ce,0.0
0.87_97.0294m/z,97.02938454,0.8734833329999999,Blanks,0.0
0.87_97.0294m/z,97.02938454,0.8734833329999999,Media,14.471739217111113
0.88_1046.3673m/z,1046.367293,0.8806166670000001,0um_Ce,53.243235692222214
0.88_1046.3673m/z,1046.367293,0.8806166670000001,250um_Ce,51.47173816
0.88_1046.3673m/z,1046.367293,0.8806166670000001,Blanks,0.0
0.88_1046.3673m/z,1046.367293,0.8806166670000001,Media,1.156358507
0.88_130.0506m/z,130.05058200000002,0.8806166670000001,0um_Ce,134.80250166666667
0.88_130.0506m/z,130.05058200000002,0.8806166670000001,250um_Ce,141.56788798888886
0.88_130.0506m/z,130.05058200000002,0.8806166670000001,Blanks,0.0
0.88_130.0506m/z,130.05058200000002,0.8806166670000001,Media,140.96564058888887
0.88_304.5814m/z,304.5814419,0.8806166670000001,0um_Ce,0.0
0.88_304.5814m/z,304.5814419,0.8806166670000001,250um_Ce,0.0
0.88_304.5814m/z,304.5814419,0.8806166670000001,Blanks,0.0
0.88_304.5814m/z,304.5814419,0.8806166670000001,Media,63.21806524555556
0.88_400.1130m/z,400.113004,0.8806166670000001,0um_Ce,44.8828069788889
0.88_400.1130m/z,400.113004,0.8806166670000001,250um_Ce,3.4957408549999998
0.88_400.1130m/z,400.113004,0.8806166670000001,Blanks,0.0
0.88_400.1130m/z,400.113004,0.8806166670000001,Media,83.1796177288889
0.89_1255.4418m/z,1255.441769,0.88775,0um_Ce,33.66893104044444
0.89_1255.4418m/z,1255.441769,0.88775,250um_Ce,43.66316652555556
0.89_1255.4418m/z,1255.441769,0.88775,Blanks,0.0
0.89_1255.4418m/z,1255.441769,0.88775,Media,0.0
0.89_419.3218m/z,419.32183310000005,0.88775,0um_Ce,14.92700340222222
0.89_419.3218m/z,419.32183310000005,0.88775,250um_Ce,12.028550634444445
0.89_419.3218m/z,419.32183310000005,0.88775,Blanks,0.0
0.89_419.3218m/z,419.32183310000005,0.88775,Media,6.424771087777778
0.89_696.6653m/z,696.6653299999997,0.8949,0um_Ce,0.0
0.89_696.6653m/z,696.6653299999997,0.8949,250um_Ce,61.40185894444445
0.89_696.6653m/z,696.6653299999997,0.8949,Blanks,0.0
0.89_696.6653m/z,696.6653299999997,0.8949,Media,0.0
0.89_759.7198m/z,759.7197903,0.8949,0um_Ce,91.9627195411111
0.89_759.7198m/z,759.7197903,0.8949,250um_Ce,81.88993037888889
0.89_759.7198m/z,759.7197903,0.8949,Blanks,0.0
0.89_759.7198m/z,759.7197903,0.8949,Media,28.636740172222222
0.89_801.2013m/z,801.201315,0.8949,0um_Ce,0.0
0.89_801.2013m/z,801.201315,0.8949,250um_Ce,42.06416401777778
0.89_801.2013m/z,801.201315,0.8949,Blanks,0.0
0.89_801.2013m/z,801.201315,0.8949,Media,0.0
0.90_423.6218m/z,423.6218138,0.902033333,0um_Ce,0.3049367268888889
0.90_423.6218m/z,423.6218138,0.902033333,250um_Ce,0.0
0.90_423.6218m/z,423.6218138,0.902033333,Blanks,0.0
0.90_423.6218m/z,423.6218138,0.902033333,Media,87.9300456088889
0.90_655.6852m/z,655.6851519999999,0.902033333,0um_Ce,96.75385649555557
0.90_655.6852m/z,655.6851519999999,0.902033333,250um_Ce,86.91281568777778
0.90_655.6852m/z,655.6851519999999,0.902033333,Blanks,0.0
0.90_655.6852m/z,655.6851519999999,0.902033333,Media,51.73134933666666
0.90_745.3029m/z,745.302859,0.902033333,0um_Ce,0.0
0.90_745.3029m/z,745.302859,0.902033333,250um_Ce,0.0
0.90_745.3029m/z,745.302859,0.902033333,Blanks,0.0
0.90_745.3029m/z,745.302859,0.902033333,Media,100.3000304488889
0.90_764.1556m/z,764.1555807,0.902033333,0um_Ce,0.0
0.90_764.1556m/z,764.1555807,0.902033333,250um_Ce,41.03153640022222
0.90_764.1556m/z,764.1555807,0.902033333,Blanks,0.0
0.90_764.1556m/z,764.1555807,0.902033333,Media,0.5631884823333333
0.90_954.3743m/z,954.3742615,0.902033333,0um_Ce,0.0
0.90_954.3743m/z,954.3742615,0.902033333,250um_Ce,0.0
0.90_954.3743m/z,954.3742615,0.902033333,Blanks,0.0
0.90_954.3743m/z,954.3742615,0.902033333,Media,117.29828217777778
0.91_319.0852m/z,319.0851817,0.909183333,0um_Ce,34.97301996266666
0.91_319.0852m/z,319.0851817,0.909183333,250um_Ce,3.863740517
0.91_319.0852m/z,319.0851817,0.909183333,Blanks,0.0
0.91_319.0852m/z,319.0851817,0.909183333,Media,444.55545476666674
0.91_327.0715m/z,327.0715370000001,0.909183333,0um_Ce,0.06088211733333334
0.91_327.0715m/z,327.0715370000001,0.909183333,250um_Ce,0.0
0.91_327.0715m/z,327.0715370000001,0.909183333,Blanks,0.0
0.91_327.0715m/z,327.0715370000001,0.909183333,Media,28.09835773111111
0.91_545.6700m/z,545.6699948,0.909183333,0um_Ce,159.88249331111112
0.91_545.6700m/z,545.6699948,0.909183333,250um_Ce,140.21176505555556
0.91_545.6700m/z,545.6699948,0.909183333,Blanks,0.0
0.91_545.6700m/z,545.6699948,0.909183333,Media,139.05396313333333
0.91_650.7073m/z,650.7072816000001,0.909183333,0um_Ce,29.69903023888889
0.91_650.7073m/z,650.7072816000001,0.909183333,250um_Ce,27.449014073333334
0.91_650.7073m/z,650.7072816000001,0.909183333,Blanks,0.0
0.91_650.7073m/z,650.7072816000001,0.909183333,Media,19.703792195555554
0.91_751.7341m/z,751.7340606,0.909183333,0um_Ce,1460.7690592222223
0.91_751.7341m/z,751.7340606,0.909183333,250um_Ce,1451.5209667777779
0.91_751.7341m/z,751.7340606,0.909183333,Blanks,0.0
0.91_751.7341m/z,751.7340606,0.909183333,Media,935.3607599555556
0.91_856.2793m/z,856.2792947999999,0.909183333,0um_Ce,108.60145560666666
0.91_856.2793m/z,856.2792947999999,0.909183333,250um_Ce,138.25868961111112
0.91_856.2793m/z,856.2792947999999,0.909183333,Blanks,0.0
0.91_856.2793m/z,856.2792947999999,0.909183333,Media,27.334505437777775
0.92_335.5907n,336.5980485,0.923466667,0um_Ce,166.66244785555554
0.92_335.5907n,336.5980485,0.923466667,250um_Ce,152.65662157777777
0.92_335.5907n,336.5980485,0.923466667,Blanks,0.0
0.92_335.5907n,336.5980485,0.923466667,Media,127.49273899999999
0.92_341.5760m/z,341.5759566,0.923466667,0um_Ce,392.19464145555554
0.92_341.5760m/z,341.5759566,0.923466667,250um_Ce,376.0029468444445
0.92_341.5760m/z,341.5759566,0.923466667,Blanks,0.0
0.92_341.5760m/z,341.5759566,0.923466667,Media,298.5405288555556
0.92_425.1605m/z,425.1605063,0.923466667,0um_Ce,42.989991385555555
0.92_425.1605m/z,425.1605063,0.923466667,250um_Ce,32.65161894888889
0.92_425.1605m/z,425.1605063,0.923466667,Blanks,0.0
0.92_425.1605m/z,425.1605063,0.923466667,Media,44.309167125555554
0.92_430.1359m/z,430.1358999,0.916316667,0um_Ce,10.822086421333331
0.92_430.1359m/z,430.1358999,0.916316667,250um_Ce,7.731587728111111
0.92_430.1359m/z,430.1358999,0.916316667,Blanks,0.0
0.92_430.1359m/z,430.1358999,0.916316667,Media,7.8839230788888885
0.92_438.1258m/z,438.12579360000007,0.923466667,0um_Ce,1903.5370192222224
0.92_438.1258m/z,438.12579360000007,0.923466667,250um_Ce,1771.0367586666664
0.92_438.1258m/z,438.12579360000007,0.923466667,Blanks,0.0
0.92_438.1258m/z,438.12579360000007,0.923466667,Media,1888.6427427777778
0.92_446.1123m/z,446.11230639999985,0.923466667,0um_Ce,401.8554340888889
0.92_446.1123m/z,446.11230639999985,0.923466667,250um_Ce,388.58375122222225
0.92_446.1123m/z,446.11230639999985,0.923466667,Blanks,0.0
0.92_446.1123m/z,446.11230639999985,0.923466667,Media,340.88812248888894
0.92_483.1231m/z,483.1231368,0.923466667,0um_Ce,163.05542246666667
0.92_483.1231m/z,483.1231368,0.923466667,250um_Ce,154.0944063333333
0.92_483.1231m/z,483.1231368,0.923466667,Blanks,0.0
0.92_483.1231m/z,483.1231368,0.923466667,Media,145.2966115
0.92_542.6624m/z,542.6624271000002,0.916316667,0um_Ce,1662.167681777778
0.92_542.6624m/z,542.6624271000002,0.916316667,250um_Ce,1505.753897111111
0.92_542.6624m/z,542.6624271000002,0.916316667,Blanks,0.0
0.92_542.6624m/z,542.6624271000002,0.916316667,Media,1627.6911521111113
0.92_550.6485m/z,550.6484726,0.916316667,0um_Ce,420.70238386666665
0.92_550.6485m/z,550.6484726,0.916316667,250um_Ce,356.92316132222214
0.92_550.6485m/z,550.6484726,0.916316667,Blanks,0.0
0.92_550.6485m/z,550.6484726,0.916316667,Media,324.46702778888886
0.92_592.1306m/z,592.1305947000002,0.916316667,0um_Ce,0.2665960072222222
0.92_592.1306m/z,592.1305947000002,0.916316667,250um_Ce,22.96186968111111
0.92_592.1306m/z,592.1305947000002,0.916316667,Blanks,0.0
0.92_592.1306m/z,592.1305947000002,0.916316667,Media,0.0
0.92_634.2324m/z,634.2323579,0.916316667,0um_Ce,41.52307395888889
0.92_634.2324m/z,634.2323579,0.916316667,250um_Ce,37.49887479555556
0.92_634.2324m/z,634.2323579,0.916316667,Blanks,0.0
0.92_634.2324m/z,634.2323579,0.916316667,Media,34.88717539333334
0.92_647.1981m/z,647.1980698,0.916316667,0um_Ce,3519.5236910000003
0.92_647.1981m/z,647.1980698,0.916316667,250um_Ce,3371.034921333334
0.92_647.1981m/z,647.1980698,0.916316667,Blanks,0.0
0.92_647.1981m/z,647.1980698,0.916316667,Media,2805.0546817777777
0.92_702.1469m/z,702.1468906,0.923466667,0um_Ce,56.77187796222222
0.92_702.1469m/z,702.1468906,0.923466667,250um_Ce,57.781695496666664
0.92_702.1469m/z,702.1468906,0.923466667,Blanks,0.0
0.92_702.1469m/z,702.1468906,0.923466667,Media,57.161731089999996
0.92_704.1458m/z,704.1457554,0.923466667,0um_Ce,14.954585161555556
0.92_704.1458m/z,704.1457554,0.923466667,250um_Ce,17.78019109888889
0.92_704.1458m/z,704.1457554,0.923466667,Blanks,0.0
0.92_704.1458m/z,704.1457554,0.923466667,Media,19.515203308444445
0.92_718.1237m/z,718.1236987000003,0.916316667,0um_Ce,194.92976894444442
0.92_718.1237m/z,718.1236987000003,0.916316667,250um_Ce,182.44813372222222
0.92_718.1237m/z,718.1236987000003,0.916316667,Blanks,0.0
0.92_718.1237m/z,718.1236987000003,0.916316667,Media,138.17584518888887
0.93_102.1550m/z,102.1549763,0.9306,0um_Ce,0.0
0.93_102.1550m/z,102.1549763,0.9306,250um_Ce,0.0
0.93_102.1550m/z,102.1549763,0.9306,Blanks,18.858573993333334
0.93_102.1550m/z,102.1549763,0.9306,Media,0.0
0.93_229.0530m/z,229.0529852,0.9306,0um_Ce,753.6437831333333
0.93_229.0530m/z,229.0529852,0.9306,250um_Ce,772.5081164888888
0.93_229.0530m/z,229.0529852,0.9306,Blanks,0.0
0.93_229.0530m/z,229.0529852,0.9306,Media,557.1396799888889
0.93_236.0318n,237.0390679,0.9306,0um_Ce,213.87693694444445
0.93_236.0318n,237.0390679,0.9306,250um_Ce,207.17011276666665
0.93_236.0318n,237.0390679,0.9306,Blanks,0.0
0.93_236.0318n,237.0390679,0.9306,Media,154.8497945888889
0.93_238.0188m/z,238.0188445,0.9306,0um_Ce,25.57657238222222
0.93_238.0188m/z,238.0188445,0.9306,250um_Ce,153.70658973333335
0.93_238.0188m/z,238.0188445,0.9306,Blanks,0.0
0.93_238.0188m/z,238.0188445,0.9306,Media,19.23405552555555
0.93_249.5669m/z,249.5669007,0.9306,0um_Ce,362.01916685555557
0.93_249.5669m/z,249.5669007,0.9306,250um_Ce,355.3836101888889
0.93_249.5669m/z,249.5669007,0.9306,Blanks,0.0
0.93_249.5669m/z,249.5669007,0.9306,Media,277.0905422
0.93_257.5530m/z,257.5530496,0.9306,0um_Ce,134.22829046666666
0.93_257.5530m/z,257.5530496,0.9306,250um_Ce,136.69234634444442
0.93_257.5530m/z,257.5530496,0.9306,Blanks,0.0
0.93_257.5530m/z,257.5530496,0.9306,Media,77.49034844777778
0.93_269.1085m/z,269.10846150000003,0.9306,0um_Ce,0.0
0.93_269.1085m/z,269.10846150000003,0.9306,250um_Ce,0.08188974711111112
0.93_269.1085m/z,269.10846150000003,0.9306,Blanks,0.0
0.93_269.1085m/z,269.10846150000003,0.9306,Media,6.845854304111111
0.93_301.5265m/z,301.5265479,0.9306,0um_Ce,13.994948871888889
0.93_301.5265m/z,301.5265479,0.9306,250um_Ce,112.49960445222223
0.93_301.5265m/z,301.5265479,0.9306,Blanks,0.0
0.93_301.5265m/z,301.5265479,0.9306,Media,3.071096512
0.93_325.5999m/z,325.599939,0.9306,0um_Ce,6.5494134967777775
0.93_325.5999m/z,325.599939,0.9306,250um_Ce,5.350385739111111
0.93_325.5999m/z,325.599939,0.9306,Blanks,0.0
0.93_325.5999m/z,325.599939,0.9306,Media,5.416472575666667
0.93_332.5823n,333.5895974,0.9306,0um_Ce,1693.3608106666668
0.93_332.5823n,333.5895974,0.9306,250um_Ce,1619.524497333333
0.93_332.5823n,333.5895974,0.9306,Blanks,0.0
0.93_332.5823n,333.5895974,0.9306,Media,1391.9527122222223
0.94_123.0553m/z,123.0553302,0.944883333,0um_Ce,0.0
0.94_123.0553m/z,123.0553302,0.944883333,250um_Ce,0.0
0.94_123.0553m/z,123.0553302,0.944883333,Blanks,0.0
0.94_123.0553m/z,123.0553302,0.944883333,Media,25.539515494444444
0.94_124.0401m/z,124.0401216,0.944883333,0um_Ce,187.97937473333332
0.94_124.0401m/z,124.0401216,0.944883333,250um_Ce,227.17617414444445
0.94_124.0401m/z,124.0401216,0.944883333,Blanks,0.0
0.94_124.0401m/z,124.0401216,0.944883333,Media,54.84505849999999
0.94_130.0864m/z,130.0863682,0.944883333,0um_Ce,3.4857142727777783
0.94_130.0864m/z,130.0863682,0.944883333,250um_Ce,1.2477605047777778
0.94_130.0864m/z,130.0863682,0.944883333,Blanks,0.0
0.94_130.0864m/z,130.0863682,0.944883333,Media,6.075143156666666
0.94_133.0326m/z,133.0325689,0.944883333,0um_Ce,7.269956307111112
0.94_133.0326m/z,133.0325689,0.944883333,250um_Ce,52.90445579777778
0.94_133.0326m/z,133.0325689,0.944883333,Blanks,7.1134295366666676
0.94_133.0326m/z,133.0325689,0.944883333,Media,47.26427394555555
0.94_136.0392n,137.04646699999998,0.93775,0um_Ce,7.514728849444444
0.94_136.0392n,137.04646699999998,0.93775,250um_Ce,10.150617181444446
0.94_136.0392n,137.04646699999998,0.93775,Blanks,0.0
0.94_136.0392n,137.04646699999998,0.93775,Media,40.15164026666667
0.94_145.0309m/z,145.03089509999995,0.93775,0um_Ce,343.68489464444434
0.94_145.0309m/z,145.03089509999995,0.93775,250um_Ce,367.26127141111107
0.94_145.0309m/z,145.03089509999995,0.93775,Blanks,94.32810461000001
0.94_145.0309m/z,145.03089509999995,0.93775,Media,318.10250217777775
0.94_154.0501m/z,154.0501272,0.944883333,0um_Ce,26.141261257666667
0.94_154.0501m/z,154.0501272,0.944883333,250um_Ce,31.03229496555556
0.94_154.0501m/z,154.0501272,0.944883333,Blanks,0.019380309666666668
0.94_154.0501m/z,154.0501272,0.944883333,Media,5.344790143
0.94_165.5441m/z,165.5440594,0.93775,0um_Ce,1708.9323991111112
0.94_165.5441m/z,165.5440594,0.93775,250um_Ce,1819.8455296666664
0.94_165.5441m/z,165.5440594,0.93775,Blanks,0.0
0.94_165.5441m/z,165.5440594,0.93775,Media,1645.679533222222
0.94_169.5334m/z,169.5334045,0.93775,0um_Ce,85.47534495444444
0.94_169.5334m/z,169.5334045,0.93775,250um_Ce,0.23770311811111114
0.94_169.5334m/z,169.5334045,0.93775,Blanks,0.0
0.94_169.5334m/z,169.5334045,0.93775,Media,11.956351720888888
0.94_172.5325m/z,172.5325414,0.944883333,0um_Ce,1.8860956827777777
0.94_172.5325m/z,172.5325414,0.944883333,250um_Ce,2.9975736422222226
0.94_172.5325m/z,172.5325414,0.944883333,Blanks,0.0
0.94_172.5325m/z,172.5325414,0.944883333,Media,1.800743103
0.94_173.5303m/z,173.5303112,0.93775,0um_Ce,607.6646323333333
0.94_173.5303m/z,173.5303112,0.93775,250um_Ce,607.5608845333333
0.94_173.5303m/z,173.5303112,0.93775,Blanks,0.0
0.94_173.5303m/z,173.5303112,0.93775,Media,471.37716673333335
0.94_182.0821m/z,182.0820962,0.944883333,0um_Ce,0.24427953233333335
0.94_182.0821m/z,182.0820962,0.944883333,250um_Ce,0.0
0.94_182.0821m/z,182.0820962,0.944883333,Blanks,0.0
0.94_182.0821m/z,182.0820962,0.944883333,Media,33.63598079333333
0.94_186.0565m/z,186.0564996,0.93775,0um_Ce,71.8242215298889
0.94_186.0565m/z,186.0564996,0.93775,250um_Ce,75.18483960277779
0.94_186.0565m/z,186.0564996,0.93775,Blanks,0.0
0.94_186.0565m/z,186.0564996,0.93775,Media,77.84751158722223
0.94_189.0374m/z,189.0373989,0.944883333,0um_Ce,157.716233975
0.94_189.0374m/z,189.0373989,0.944883333,250um_Ce,10.847209121111112
0.94_189.0374m/z,189.0373989,0.944883333,Blanks,0.0
0.94_189.0374m/z,189.0373989,0.944883333,Media,37.95443382177777
0.94_197.5458m/z,197.5458106,0.93775,0um_Ce,1.9850868228888892
0.94_197.5458m/z,197.5458106,0.93775,250um_Ce,32.688219212222215
0.94_197.5458m/z,197.5458106,0.93775,Blanks,0.0
0.94_197.5458m/z,197.5458106,0.93775,Media,0.0
0.94_202.6007m/z,202.6007051,0.93775,0um_Ce,68.16820377222223
0.94_202.6007m/z,202.6007051,0.93775,250um_Ce,83.83175768222223
0.94_202.6007m/z,202.6007051,0.93775,Blanks,0.0
0.94_202.6007m/z,202.6007051,0.93775,Media,0.0
0.94_205.5431m/z,205.5430552,0.944883333,0um_Ce,17.649785163333334
0.94_205.5431m/z,205.5430552,0.944883333,250um_Ce,31.682817306666664
0.94_205.5431m/z,205.5430552,0.944883333,Blanks,0.0
0.94_205.5431m/z,205.5430552,0.944883333,Media,13.373187557888889
0.94_209.5520m/z,209.551989,0.944883333,0um_Ce,42.211569322222225
0.94_209.5520m/z,209.551989,0.944883333,250um_Ce,43.76063463666667
0.94_209.5520m/z,209.551989,0.944883333,Blanks,0.0
0.94_209.5520m/z,209.551989,0.944883333,Media,33.37904275666667
0.94_214.5493m/z,214.5492699,0.93775,0um_Ce,24.427017168777777
0.94_214.5493m/z,214.5492699,0.93775,250um_Ce,1.0233884443333334
0.94_214.5493m/z,214.5492699,0.93775,Blanks,1.8315743203333332
0.94_214.5493m/z,214.5492699,0.93775,Media,193.86885146666668
0.94_216.0886m/z,216.08855840000004,0.93775,0um_Ce,38.54805026333333
0.94_216.0886m/z,216.08855840000004,0.93775,250um_Ce,31.529074245555552
0.94_216.0886m/z,216.08855840000004,0.93775,Blanks,0.0
0.94_216.0886m/z,216.08855840000004,0.93775,Media,28.033261085555555
0.94_219.1349m/z,219.1348661,0.944883333,0um_Ce,0.0
0.94_219.1349m/z,219.1348661,0.944883333,250um_Ce,0.0
0.94_219.1349m/z,219.1348661,0.944883333,Blanks,0.0
0.94_219.1349m/z,219.1348661,0.944883333,Media,25.443353554444442
0.94_235.0609m/z,235.060855,0.93775,0um_Ce,39.353214924444444
0.94_235.0609m/z,235.060855,0.93775,250um_Ce,28.782421357777775
0.94_235.0609m/z,235.060855,0.93775,Blanks,5.372864991
0.94_235.0609m/z,235.060855,0.93775,Media,78.66864267777778
0.94_247.1297m/z,247.1297312,0.944883333,0um_Ce,0.0
0.94_247.1297m/z,247.1297312,0.944883333,250um_Ce,0.0
0.94_247.1297m/z,247.1297312,0.944883333,Blanks,0.0
0.94_247.1297m/z,247.1297312,0.944883333,Media,42.848170796666665
0.94_249.0435m/z,249.043493,0.93775,0um_Ce,4.113306479
0.94_249.0435m/z,249.043493,0.93775,250um_Ce,2.181917340333333
0.94_249.0435m/z,249.043493,0.93775,Blanks,0.0
0.94_249.0435m/z,249.043493,0.93775,Media,0.2602005004444445
0.94_261.1363m/z,261.1363088,0.944883333,0um_Ce,14.627464415
0.94_261.1363m/z,261.1363088,0.944883333,250um_Ce,11.880777931888888
0.94_261.1363m/z,261.1363088,0.944883333,Blanks,22.710891783333334
0.94_261.1363m/z,261.1363088,0.944883333,Media,74.32467851111112
0.94_274.0716m/z,274.0716023,0.93775,0um_Ce,110.74001775111111
0.94_274.0716m/z,274.0716023,0.93775,250um_Ce,22.77997376888889
0.94_274.0716m/z,274.0716023,0.93775,Blanks,0.0
0.94_274.0716m/z,274.0716023,0.93775,Media,42.256999773333334
0.94_288.0635n,289.0707569,0.93775,0um_Ce,37.09744812666667
0.94_288.0635n,289.0707569,0.93775,250um_Ce,42.57840228111112
0.94_288.0635n,289.0707569,0.93775,Blanks,0.0
0.94_288.0635n,289.0707569,0.93775,Media,23.041744992222224
0.94_293.5748m/z,293.5747812,0.93775,0um_Ce,81.43519039888889
0.94_293.5748m/z,293.5747812,0.93775,250um_Ce,66.77489507333334
0.94_293.5748m/z,293.5747812,0.93775,Blanks,0.0
0.94_293.5748m/z,293.5747812,0.93775,Media,42.69590802111111
0.94_295.5751m/z,295.5750626,0.944883333,0um_Ce,21.35590510333333
0.94_295.5751m/z,295.5750626,0.944883333,250um_Ce,6.1060078648888885
0.94_295.5751m/z,295.5750626,0.944883333,Blanks,0.0
0.94_295.5751m/z,295.5750626,0.944883333,Media,38.68268332222222
0.94_300.0497m/z,300.0496944,0.93775,0um_Ce,74.86676404222224
0.94_300.0497m/z,300.0496944,0.93775,250um_Ce,117.35259336333333
0.94_300.0497m/z,300.0496944,0.93775,Blanks,0.0
0.94_300.0497m/z,300.0496944,0.93775,Media,46.10530371033334
0.94_306.0763m/z,306.076277,0.944883333,0um_Ce,37.65063638555555
0.94_306.0763m/z,306.076277,0.944883333,250um_Ce,28.22973327111111
0.94_306.0763m/z,306.076277,0.944883333,Blanks,0.0
0.94_306.0763m/z,306.076277,0.944883333,Media,31.27907816777778
0.94_310.0786m/z,310.0786248,0.93775,0um_Ce,49.17924529444445
0.94_310.0786m/z,310.0786248,0.93775,250um_Ce,55.837399928888885
0.94_310.0786m/z,310.0786248,0.93775,Blanks,0.0
0.94_310.0786m/z,310.0786248,0.93775,Media,21.867056257777776
0.94_315.0791m/z,315.0791469,0.944883333,0um_Ce,9.535904895111111
0.94_315.0791m/z,315.0791469,0.944883333,250um_Ce,12.231333975333333
0.94_315.0791m/z,315.0791469,0.944883333,Blanks,0.0
0.94_315.0791m/z,315.0791469,0.944883333,Media,1.8230515895555552
0.94_318.0701m/z,318.0701392,0.93775,0um_Ce,6.813261798222222
0.94_318.0701m/z,318.0701392,0.93775,250um_Ce,6.167509048444444
0.94_318.0701m/z,318.0701392,0.93775,Blanks,0.0
0.94_318.0701m/z,318.0701392,0.93775,Media,0.0
0.94_345.1345m/z,345.13454210000015,0.93775,0um_Ce,0.21675370866666666
0.94_345.1345m/z,345.13454210000015,0.93775,250um_Ce,0.0
0.94_345.1345m/z,345.13454210000015,0.93775,Blanks,0.0
0.94_345.1345m/z,345.13454210000015,0.93775,Media,13.577251180666666
0.95_226.0589m/z,226.0588748,0.952183333,0um_Ce,35.56206433666667
0.95_226.0589m/z,226.0588748,0.952183333,250um_Ce,37.81732434777777
0.95_226.0589m/z,226.0588748,0.952183333,Blanks,0.0
