,,,0um_Ce,0um_Ce,0um_Ce,250um_Ce,250um_Ce,250um_Ce,Media,Media,Media
,,,,,,,,,,,
Compound,m/z,Retention time (min),MB1112,MB1113,MB1114,MB1115,MB1116,MB1117,MB1109,MB1110,MB1111
0.72_663.8583m/z,663.8582815000002,0.7170833329999999,46.469453363333336,44.53145887333333,46.613364319999995,42.50740005333333,36.516357883333335,45.65284148999999,26.92943750666667,27.98403358,26.038010446666664
0.72_694.8327m/z,694.8326873999997,0.724216667,75.81198005333333,73.97942551333334,78.45800939666667,77.39849481333334,71.82250332,68.40353563333333,36.329328860000004,32.95022887333334,33.04893657666667
0.72_697.8506m/z,697.8506085,0.7170833329999999,56.94061983666666,48.19829253999999,55.40324464333333,52.54932819666667,49.65695606333333,50.06543481333333,31.451327516666666,25.987874849999997,25.78137065
0.72_705.8379m/z,705.8379062000001,0.724216667,32.78766644666667,34.552703036666664,33.61391092,40.919194716666674,37.790452333333334,37.88508092666667,23.30508463,22.96393679,16.92150351333333
0.72_708.8088m/z,708.8088325,0.724216667,47.820567306666675,44.194634863333334,41.14081050666667,44.370979223333336,48.498393236666665,45.36362384,40.42642681333333,39.14567535,40.057491909999996
0.72_731.8440m/z,731.8440287000003,0.7170833329999999,44.06672401666666,40.75018072666667,53.05989823666666,44.34358826333334,42.80807398333334,38.97853677,25.062688249999997,25.898462613333333,26.478934256666665
0.72_750.7937m/z,750.7937122000003,0.724216667,111.16686567333333,105.87357179333333,106.83380084999999,109.85277306,99.55654497333335,100.79239552999998,40.716105586999994,46.11942404533334,48.12907571666667
0.72_760.8231m/z,760.8231268,0.724216667,174.16826083333333,156.65960313333332,153.65637626666668,161.35602933333334,148.50154203333335,153.13049376666666,91.76987695000001,87.42207279333333,83.78492139333333
0.72_765.8368m/z,765.8367935,0.7170833329999999,39.29740328333333,35.23689143,35.400597186666666,34.346786306666665,28.574429236666663,41.44844864666667,12.021407005999999,10.306365484999999,11.833459540333335
0.72_799.8317m/z,799.831735,0.7170833329999999,31.10799044,29.475245846666667,29.448926356666664,32.509203013333334,33.68567512333334,33.971284286666666,15.493839553333332,14.559130084000001,17.616038066666665
0.72_820.8032m/z,820.8032078,0.724216667,55.55152455333333,63.74151500666667,58.51491911666667,55.020113220000006,60.485304453333335,58.80748907,33.47460781666666,37.71933538666667,38.11825565333333
0.72_828.8099m/z,828.8099351,0.724216667,90.44924925666668,85.18670393333333,95.51154328666667,91.70479948999998,89.29012161666667,93.94893321,51.560594970000004,55.705967326666666,49.192319903333335
0.72_833.8249m/z,833.8249224,0.7170833329999999,30.694494023333334,26.093880023333337,23.073011193333333,27.714875799999998,25.76588925,22.486696173333332,7.814030910333333,6.540117848333334,7.499097250333334
0.72_867.8182m/z,867.8181968,0.7170833329999999,41.233145009999994,31.45856317666666,36.81054335,36.46644595666667,28.733368076666665,37.64376746333334,9.335263914666667,15.688613456666666,11.253591640333333
0.72_886.7663m/z,886.7663341,0.724216667,63.288410353333326,59.53566903000001,63.27245877666667,54.070991283333335,57.08507778,58.98334044,14.61786952,31.04474243,27.652137733333333
0.72_896.7985m/z,896.7985302999997,0.724216667,52.11028615666667,51.62154983,48.773009910000006,47.90249850666667,45.08858795333333,48.42962205,24.97914139,37.01769442333333,31.753804093333333
0.72_956.7922m/z,956.7921544,0.7170833329999999,43.79924132666667,40.96081383,47.158665140000004,45.866975636666666,44.138968623333334,48.38116226,23.894356903333335,23.918035963333335,22.584441136666666
0.72_964.7807m/z,964.7807069,0.724216667,47.72157171,50.39879023666666,58.90510065,49.39355316,49.809199176666674,44.85087499333334,20.044567620000002,22.988101540000002,18.399087326666667
0.73_232.8975m/z,232.8975266,0.73135,54.099179266666674,61.03564185333334,58.70552555333334,65.12347431666666,63.88050505333334,56.24678007666666,39.34599290333333,52.45491889666667,51.51459844333334
0.73_234.8950m/z,234.8949534,0.73135,19.887287463333333,21.478383276666666,21.237900933333332,22.32340757333333,21.881171803333334,21.84519001,13.051787556666667,16.452938649999997,17.539748536666664
0.73_265.1126m/z,265.1126109,0.73135,50.58005443,44.02777896,44.33080360333333,39.92195135333333,34.76775308,44.78288455,68.61656814666667,71.84751042333333,66.65679381666666
0.73_285.9896m/z,285.9896248,0.73135,0.0,0.0,0.0,0.0,0.0,0.0,28.03073465,31.630283556666665,30.310116053333335
0.73_367.8655n,368.8727842,0.73135,36.109743306666665,45.03294483,42.34423022000001,45.624664630000005,45.89123662666666,42.74515633666667,23.6514227,34.61923762333333,31.07275204
0.73_504.8518m/z,504.8518268,0.73135,34.41172430666666,33.44444596,32.23187586,37.57528355,36.145071163333334,31.839143636666666,41.962779356666665,42.12176708333333,41.34987455333333
0.73_536.8055m/z,536.8054972,0.73135,34.72890392666667,33.345346766666665,34.27329222666666,42.694426910000004,42.221306719999994,39.87183995666667,15.55040262,11.746892066666668,11.515559523333332
0.73_548.8301m/z,548.830099,0.73135,53.80220598666667,49.47588707333333,51.29910039999999,59.61476566666666,51.549486279999996,53.37959989666666,26.51788935,26.246225296666665,23.56842082
0.73_549.8175n,572.8358973999998,0.73135,74.97809089666667,72.18847233333334,72.07137416666667,75.46108536,77.21626296333332,69.80332614000001,54.55706479,52.299367499999995,49.864507720000006
0.73_554.7811m/z,554.7811282,0.73135,15.78873146,15.194623043333332,15.65181973,13.939013883333333,17.855013496666665,15.577588976666666,5.046944949666666,3.796298767666667,7.452515527
0.73_562.8078m/z,562.8078329,0.73135,50.632277359999996,54.30464382333333,49.663350656666665,58.972283303333334,60.253450699999995,51.08564984,39.59079784666667,40.190870430000004,34.67633448000001
0.73_587.8047n,610.7975538,0.73135,43.16889171,45.88668510666667,49.443162686666675,57.07185790333333,53.62904034666667,48.56365886333333,16.375434029999997,12.884117370666667,17.418612830333334
0.73_606.7903m/z,606.7902857,0.73135,42.17579534666667,38.59658356333333,38.98886717,44.00101616333333,41.348759083333334,37.90683345,13.005720436666666,11.567359610000002,13.164568563333333
0.73_607.7743n,630.8016369,0.73135,46.00909492,36.98261542,43.69397187333333,40.23058547,34.26962965333334,37.06351430666667,11.977738038,15.170122516666666,14.504690916666666
0.73_614.8188m/z,614.8188087,0.73135,75.36654162,70.11863415333333,78.23722034999999,83.11794064333334,74.28164740999999,78.30683871666666,38.453215916666664,37.81632707,33.250700253333335
0.73_616.8177m/z,616.8176655,0.73135,102.36578034666667,103.80445854,104.81239999333333,114.47740396666666,103.59473616666666,104.22545896666666,38.5520141,46.298705670000004,39.46411652333333
0.73_622.7709m/z,622.7708551,0.73135,23.04003752,17.56451463,19.74571266,26.122268753333334,25.64662626333333,22.124911273333336,8.846147732,6.804249603333332,7.750581857999999
0.73_672.7856m/z,672.7855894999999,0.73135,55.630011663333335,55.855008950000006,51.88168625,56.28386882333333,50.80548631333334,54.16760129333333,19.10216016,19.16559071,19.519178673333332
0.73_674.7776m/z,674.7775611000002,0.73135,46.2850341,40.25043178,42.75574418333334,50.80633854333333,47.36555997,45.122467416666666,19.029484423333333,22.654927883333333,21.497173916666668
0.73_689.7485n,690.7557687999997,0.73135,39.6801044,40.88673937,42.76203154,51.39513682999999,51.66271876,45.12751993,20.01787863,17.519007116666668,13.82042208
0.73_700.7955m/z,700.7954708999997,0.73135,37.375071613333326,36.52292238333333,32.55308519333333,38.43344634666667,41.1627597,36.33234659,24.336312683333333,23.638778529999996,24.688839
0.73_731.7251n,732.7323874,0.73135,58.957771576333336,59.333049573333334,58.770721933000004,69.012844945,65.79222485233333,66.09084529766666,12.442839730000001,11.943016320666667,10.739835436333331
0.73_740.7745m/z,740.7744984,0.73135,46.266770173333335,40.83514433,42.68322044666667,51.52550282333333,45.89357164333334,45.789586026666676,18.470940503333335,17.40699314,16.98369979
0.73_742.7641m/z,742.7641115,0.73135,40.253515086666674,33.74302196666667,32.89807853,46.66232736999999,37.41665586333334,39.94888748333333,15.894743146666665,20.224600606666666,11.663309499999999
0.73_766.7984m/z,766.7983611000003,0.73135,26.896778663333333,27.882513163333332,29.17329502,28.99114496,27.620393520000004,27.829305936666668,17.90713186666667,19.829133246666668,18.167127173333334
0.73_791.7287n,792.7359303999997,0.73135,26.43069853,23.79318539666666,30.854507233333337,34.27600927666666,33.183586076666664,17.2241136,5.7693345240000005,7.007849403333334,5.451240461333334
0.73_808.7698m/z,808.7698307,0.73135,31.56127733,22.457245893333333,25.183785723333333,29.36371421666667,29.170678569999996,25.39266348,10.653503600999999,13.629026396666667,7.366467522000001
0.73_810.7553m/z,810.7553257999997,0.73135,16.14597279,22.631663000000003,21.917212153333335,25.937918673333332,27.46756712333333,22.901183313333334,12.119950840000001,9.689281850999999,7.846136918666667
0.73_876.7529m/z,876.7528906,0.73135,21.495220309999997,21.326775650000002,23.176127036666667,23.070601926666665,23.73853278,24.695506716666667,9.210205705666667,8.307729782000001,4.885622929
0.74_264.8534m/z,264.853442,0.7385,10.420228418,10.448036356666668,9.891684219,13.558288196666666,12.58038005,9.162670655,1.636651196,1.9050535076666666,0.0
0.74_280.0931m/z,280.0931239,0.7385,0.0,0.0,0.0,0.0,0.0,0.0,184.85144960000002,190.14682243333334,179.5819382
0.74_80.9485m/z,80.94852991,0.7385,46.978336479999996,39.97078527666667,45.492908676666666,66.86556370333334,59.49872414666667,56.623643189999996,15.384812693333332,17.741844143333335,17.371458453333336
0.75_104.1076m/z,104.1075696,0.752783333,172.55417523333335,411.20200993333333,110.62647296666665,0.0,0.0,0.0,426.71014463333336,437.20338310000005,424.5244256666667
0.75_1071.2754m/z,1071.275356,0.752783333,12.973022462666668,6.722525123333334,12.91523745,41.73273144666666,22.136400343333335,32.91718956333333,126.68164013333335,126.12990746666667,115.09428253333334
0.75_1337.4173m/z,1337.417319,0.752783333,0.0,0.0,0.0,0.0,0.0,0.0,97.81441110000002,99.98690892,93.55398194666668
0.75_256.8217m/z,256.821728,0.752783333,43.52776198666667,27.728449803333334,56.30107106666666,96.99438174,94.64987443,87.66868106666665,0.0,0.7163238526666666,0.0
0.75_258.8183m/z,258.8182769,0.752783333,52.64638657333333,47.662563528,15.065626380333335,29.66309352,29.35686814666667,24.7656805,107.83597270000001,99.35293127333334,94.34514342
0.75_440.0684n,441.0756954,0.752783333,103.14224422000001,126.5438729,75.04833085666667,2.9097641473333327,2.370280737333333,5.297258514,258.80256576666665,248.3619298333333,228.53019199999997
0.75_747.1697m/z,747.1697457,0.752783333,360.97493553333334,317.48373100000003,371.8754417333333,338.5838417333333,277.63405229999995,343.82575290000005,209.0277106,218.97422129999998,204.86818786666666
0.75_863.0887m/z,863.0886957,0.752783333,25.73403290666667,18.671310153333334,39.29364589666667,43.01705960333334,30.606467876666667,39.86115175333333,1.1269260803333332,0.044211345333333325,0.0
0.75_865.0855m/z,865.0854763,0.752783333,37.65329747733333,40.817525286,56.44660876533334,52.90580276400001,43.263188789,53.240947104666674,44.76857341566667,49.504781989,45.95855440733334
0.75_909.2223m/z,909.2222969,0.752783333,129.18579516666668,108.43978722333333,120.68223543333333,194.26174320000004,156.46938883333328,179.351716,197.93080113333335,208.6515320333333,205.81647636666665
0.76_533.1347n,1089.285691,0.759916667,85.15580114666666,85.36059435333334,73.46236304666667,12.992675859666667,15.76110731,19.172119143333333,177.06838123333333,177.29668623333336,176.01584160000002
0.76_598.9380m/z,598.9380192000001,0.759916667,43.04304441333333,45.392898986666665,62.46909288666666,24.86082983,22.709750596666666,24.412925759999997,0.0,0.0,0.0
0.76_666.2218n,689.2110064,0.759916667,2099.1621123333334,2028.800203,1950.5936259999999,1441.545512,1151.893745333333,1533.1182173333334,2197.3171556666666,2250.5091503333333,2319.7485433333336
0.76_703.0325m/z,703.0324668,0.759916667,97.96292282,85.33216105000002,98.33808434999999,128.56582797666667,127.52427238,117.47579810666666,59.738674917000004,60.279559647666666,58.599835426666665
0.76_807.1261m/z,807.1261253,0.759916667,41.71521849333333,30.014350030000003,47.83979597333334,56.53455342,41.6156012,54.385142046666665,6.854276945000001,6.582563800999999,6.337705461333333
0.76_814.2822m/z,814.2821845999997,0.759916667,0.0,0.0,0.0,0.0,0.0,0.0,52.36214394,47.71387074,54.5089238
0.76_889.2466m/z,889.2466444,0.759916667,1.228515625,1.7352498373333332,0.0,0.0,0.0,0.0,43.26707226333334,42.73808346333333,25.19353717333333
0.77_117.0796n,118.0868361,0.7742,5398.5189620166675,5326.570163903333,5443.045321536668,6141.139839073333,6221.643856656668,5901.913457846668,5133.062435013333,5212.452673510001,5233.022179619999
