Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,p,qval,-logq
3.19_318.0748n,319.0820950000001,3.186616667,0.08209500000009484,True,True,0.04835946890329865,0.03640970532486685,True,True, 0um_Ce 250um_Ce,100.0,487.0156674111112,2.687542932797268,1.215239521169604,0.060920081943109924,0.08134466674551688,1.0896709157316746
0.73_234.8950m/z,234.8949534,0.73135,0.8949533999999915,True,True,0.14735035482361936,0.13933482991447452,True,True, 0um_Ce 250um_Ce Media,1.3307316537146567,22.016589795555557,1.3427500508906418,1.2320625352299053,0.05860537709802549,0.07836765542177827,1.1058631461198614
2.89_161.0420m/z,161.0420449,2.894283333,0.0420449000000076,True,True,0.2857330561853866,0.11918537698316292,True,True, 0um_Ce,100.0,53.62925213522222,1.7294017407294149,1.2425116694580456,0.05721215815845838,0.07661599054698938,1.1156805791720408
2.01_384.1170m/z,384.116989,2.0053,0.11698899999998955,True,True,0.03814181596061243,0.03333856614024206,True,True, 0um_Ce 250um_Ce Media,1.1204800254041989,180.93731892222215,2.2575281507761296,1.2437351560337866,0.05705120791863316,0.07651182403081999,1.116271444394983
0.80_854.3230m/z,854.3230101,0.802766667,0.3230101000000332,True,True,0.06427051699402597,0.06064198376955352,True,True, 0um_Ce 250um_Ce Media,2.7779368114716885,588.5207535555556,2.7697617823803644,1.2510312771803962,0.056100757172706364,0.07534700233414578,1.1229340213272665
0.83_620.7450m/z,620.7449502999998,0.831333333,0.7449502999998003,True,True,0.06303713144797106,0.06931116647061304,True,True, 0um_Ce 250um_Ce Media,1.3644733811728456,83.90227042,1.9237737131235315,1.2600261266321593,0.05495078151359387,0.07391040788378124,1.1312944010067203
4.19_327.5792m/z,327.5792414,4.189533333,0.5792414000000008,True,True,0.05741242939771631,0.04340637556742388,True,True, 0um_Ce 250um_Ce,100.0,116.16339888888888,2.065069310803449,1.2628328728915796,0.05459679224421988,0.0735417992162259,1.1334657492275568
4.16_748.1998n,749.207063,4.160966667,0.20706299999994826,True,True,0.13721044247176162,0.09362293844128354,True,True, 0um_Ce 250um_Ce,100.0,637.7972341444445,2.804682631560421,1.2700855539611162,0.05369260140632171,0.07242990219034601,1.14008210127204
2.55_423.7134m/z,423.7133592,2.552633333,0.7133592000000135,True,True,0.22452291583566994,0.1843810534204262,True,True, Media,0.01,30.60737360000001,1.485826064652405,1.2753905704499977,0.05304072229521492,0.07165560133861633,1.1447498550172277
2.15_366.1352m/z,366.1352174,2.154566667,0.13521739999998772,True,True,0.38192901166243903,0.1774834981368324,True,True, 0um_Ce 250um_Ce Media,0.455502776022869,18.125715468888885,1.2582951583082889,1.2786943631867087,0.05263875838421649,0.0712171436962929,1.1474154485473897
1.36_191.0928m/z,191.09278930000002,1.36455,0.09278929999999264,True,True,0.052792555378106204,0.04788237808756335,True,True, 0um_Ce 250um_Ce,100.0,84.85172889555554,1.9286606957067296,1.2817016323973809,0.0522755207265764,0.07082986608019189,1.1497835793323272
9.19_388.3553m/z,388.3553358,9.18985,0.35533579999997755,True,True,0.23953732237996386,0.06988333920677435,True,True, 0um_Ce 250um_Ce Media,2.116242311781272,28.35863691111112,1.452685352173593,1.2869521536010011,0.05164732662067895,0.07008191812835492,1.1543940201225091
2.57_205.0978m/z,205.0977799,2.566916667,0.09777990000000614,True,True,0.06185529424970718,0.061432615883209925,True,True, 0um_Ce 250um_Ce Media,0.8545892896670368,34.44540797333333,1.5371313329266965,1.2885693818991408,0.051455359653418214,0.06992456555560525,1.15537022323873
0.80_783.2505m/z,783.2504953,0.7956333329999999,0.2504953000000114,True,True,0.1867672557323139,0.17904621192610806,True,True, 0um_Ce 250um_Ce Media,0.7272101902839995,40.33286234111112,1.6056590440963547,1.2915770560130175,0.05110024048451245,0.06954470598483943,1.1577359246090981
3.32_566.1327m/z,566.1326514,3.3216,0.1326513999999861,True,True,0.2233778991208697,0.14220591761204093,True,True, 0um_Ce 250um_Ce,100.0,27.75368751333333,1.4433206941360963,1.3006252002780416,0.05004662551695181,0.06821169700088246,1.1661411457635114
0.84_556.1683m/z,556.1683131,0.838483333,0.16831309999997754,True,True,0.04632351195320991,0.043369711308407,True,True, 0um_Ce 250um_Ce Media,1.0781271524869702,291.81166636666666,2.4651026506053637,1.3051777028680047,0.04952475059596905,0.06760054977491324,1.1700497720577694
4.12_984.1633m/z,984.1632536000001,4.118116667,0.1632535999999618,True,True,0.077155844446259,0.0750362452584839,True,True, 0um_Ce 250um_Ce,100.0,438.7728033777778,2.642239700696193,1.3091684946822364,0.0490717453924272,0.06708173218578459,1.173395731560658
4.50_256.1067n,257.1139851,4.502433333,0.1139850999999794,True,True,0.06438034018901219,0.05089645690349974,True,True, 0um_Ce 250um_Ce,100.0,197.55951,2.2956979403253066,1.310449465986446,0.048927219298001035,0.06698369308654903,1.174030911694716
0.94_209.5520m/z,209.551989,0.9448833329999999,0.5519889999999918,True,True,0.08481727473593835,0.07869898664219736,True,True, 0um_Ce 250um_Ce Media,1.264612937822834,43.76063463666667,1.6410836117075445,1.3142311130349222,0.04850303189841562,0.0665019215298694,1.177165805858359
4.62_297.5686m/z,297.5686083,4.615983333,0.5686082999999941,True,True,0.08118317342919452,0.08066028208590495,True,True, 0um_Ce 250um_Ce,100.0,75.14844599999998,1.875920004209648,1.3359974781157713,0.046132025337151335,0.06334546762713318,1.1982844534710424
2.42_252.0185m/z,252.0184642,2.41765,0.01846420000001104,True,True,0.2694023937148459,0.04900449438182716,True,True, 0um_Ce 250um_Ce,100.0,50.55654712333333,1.7037774051380548,1.3398585873177136,0.04572370484982469,0.06287863746164232,1.2014968777399815
3.65_375.0718m/z,375.0718449,3.648683333,0.07184489999997368,True,True,0.2878516529973738,0.08053594975707176,True,True, 0um_Ce 250um_Ce,100.0,129.40681322222218,2.1119571423830683,1.3472745625752098,0.044949559227349674,0.06190657857658937,1.2082631977052003
8.82_185.1159m/z,185.11595,8.819933333,0.11594999999999801,True,True,0.45185707752099,0.13246098749818247,True,True, 0um_Ce 250um_Ce Media,3.0748679785038684,13.352688648888883,1.1255687224653803,1.3568875126494568,0.04396554766023764,0.06064213470377605,1.2172255192204506
0.80_875.2514m/z,875.2514369999999,0.802766667,0.2514369999998962,True,True,0.03974834437673394,0.04194819368295509,True,True, 0um_Ce 250um_Ce Media,1.0847296429952784,983.1129328555555,2.992603409285701,1.3630349938834665,0.04334759490512672,0.05987956052960448,1.2227213957082124
0.84_367.1650m/z,367.1650351,0.838483333,0.16503510000001145,True,True,0.12622644336139702,0.13602172895299508,True,True, 0um_Ce 250um_Ce Media,0.7228206871875322,26.50445846333333,1.423318935188036,1.3630841459812166,0.04334268923686113,0.05987956052960448,1.2227213957082124
3.40_1801.3592m/z,1801.359152,3.39945,0.3591519999999946,True,True,0.07215059656045826,0.06265825936905542,True,True, 0um_Ce 250um_Ce,100.0,624.2866550222221,2.7953840513942807,1.3658281557916023,0.04306969975141195,0.059674885197739454,1.2242084078140645
3.04_166.0762m/z,166.0761608,3.0364,0.0761607999999967,True,True,0.044997626890678016,0.04922880923553842,True,True, 0um_Ce 250um_Ce Media,0.9138954356209362,94.82618204444445,1.9769282650545537,1.3695742068889778,0.04269979530590763,0.05925160132946458,1.2272999079481957
2.65_759.8297m/z,759.8296548,2.645466667,0.8296547999999575,True,True,0.2307661243064417,0.16242983240626085,True,True, 0um_Ce 250um_Ce,100.0,64.84067639999999,1.8118475366400084,1.3722534212173123,0.04243718605524816,0.0589761498048766,1.229323583311457
2.60_505.6959m/z,505.6958573,2.5954833330000002,0.6958573000000001,True,True,0.3057347950764677,0.10183448500651393,True,True, 0um_Ce 250um_Ce Media,0.4481211086486364,62.73729807,1.7975258108463057,1.3751821342042625,0.04215196896369112,0.05866839855763363,1.2315957663443475
3.61_461.1087m/z,461.10869019999996,3.605833333,0.10869020000001227,True,True,0.08373894945702233,0.08711736620655193,True,True, 0um_Ce 250um_Ce,100.0,76.12096208777778,1.8815042686687469,1.3765488275381237,0.04201952826501576,0.05857267576335531,1.2323049357344371
2.61_761.7758m/z,761.7757642000001,2.60975,0.7757642000001397,True,True,0.20003873043627352,0.1809527526998514,True,True, 0um_Ce 250um_Ce,100.0,68.4498681888889,1.8353726161676962,1.3776098923803353,0.041916991795152285,0.05851841039687421,1.2327074796287898
0.92_446.1123m/z,446.1123063999999,0.923466667,0.11230639999985216,True,True,0.07756550108522157,0.0863340488587529,True,True, 0um_Ce 250um_Ce Media,1.1788484478569272,401.8554340888888,2.6040698454494122,1.3784939402485408,0.04183175254342685,0.05848816465038405,1.2329320065169411
3.15_186.5897m/z,186.5897169,3.1509166669999997,0.5897169000000133,True,True,0.03422668529926752,0.025676678320694042,True,True, 0um_Ce 250um_Ce Media,0.9044558361812066,135.30776315555556,2.1313227145495808,1.3811639834956535,0.0415753598134663,0.058218159860561634,1.234941525709879
3.43_341.0687m/z,341.06867589999996,3.428016667,0.06867590000001655,True,True,0.21742084262861397,0.08843844689692583,True,True, 0um_Ce 250um_Ce,100.0,43.465651037777775,1.6381461889651512,1.3812397782020158,0.041568104558432434,0.058218159860561634,1.234941525709879
3.91_599.1738m/z,599.1738472,3.9115,0.17384719999995468,True,True,0.03381235170436047,0.0264589382778754,True,True, 0um_Ce 250um_Ce,100.0,193.4847635777778,2.2866467711398,1.3864333300162377,0.04107396890447809,0.05769168151468679,1.2388868026624655
0.94_274.0716m/z,274.0716023,0.93775,0.07160229999999501,True,True,0.1178335256918577,0.11371374607305428,True,True, 0um_Ce 250um_Ce Media,2.620631335521237,110.74001775111113,2.0443045887913107,1.386858887345708,0.04103374097572731,0.05769168151468679,1.2388868026624655
4.72_429.1184m/z,429.1183881,4.71525,0.1183881000000042,True,True,0.1210948172829039,0.10290775819491504,True,True, 0um_Ce 250um_Ce,100.0,165.38234255555554,2.21848913919448,1.3887036059668492,0.04085981481907174,0.05756666100083614,1.2398289598963679
3.97_367.0818m/z,367.08182519999997,3.968616667,0.08182520000002569,True,True,0.057544695105369185,0.0646671272132825,True,True, 0um_Ce 250um_Ce,100.0,66.69720085222222,1.8241076078304488,1.3915429931999999,0.040593547547645784,0.05727923887091123,1.2420027615863647
4.18_597.1581m/z,597.1581094,4.182383333,0.1581093999999439,True,True,0.051125512068969016,0.04431490138928658,True,True, 0um_Ce 250um_Ce,100.0,191.75355761111112,2.2827434301779497,1.3918537598262068,0.04056451055099996,0.05727923887091123,1.2420027615863647
2.41_343.1151n,344.1223687,2.410366667,0.12236869999998135,True,True,0.14958333453711992,0.15285997804516954,True,True, 0um_Ce 250um_Ce Media,19.15158484327936,381.37279643888877,2.5813497113166166,1.394654698115782,0.040303735671773054,0.05704528741235571,1.2437802274130823
3.83_263.1284m/z,263.128357,3.83365,0.12835699999999406,True,True,0.06878298339984541,0.04943260128070608,True,True, 0um_Ce 250um_Ce,100.0,54.880789064444436,1.7394203469383187,1.403289938860009,0.03951027578831901,0.05600840327465869,1.251746808314823
3.97_293.0566m/z,293.05658999999997,3.968616667,0.05659000000002834,True,True,0.07679017384892302,0.07406011132502227,True,True, 0um_Ce 250um_Ce,100.0,56.38045228444444,1.7511285554634055,1.4070450330847164,0.03917012585154045,0.05561190707317471,1.2548322116097546
0.73_766.7984m/z,766.7983611000003,0.73135,0.7983611000001929,True,True,0.1589030546471314,0.1665965720107793,True,True, 0um_Ce 250um_Ce Media,1.5017440518844851,28.146948138888888,1.4494313129247804,1.41112952980288,0.03880346160891743,0.05517648327697687,1.258245983126025
0.96_124.5212n,272.0626396,0.9593166670000001,0.06263960000001134,True,True,0.18444761949520305,0.1729855461979908,True,True, 0um_Ce 250um_Ce Media,0.6070813511750974,21.901853293333332,1.3404808655713307,1.4280818476860992,0.03731798212280423,0.05314635224919488,1.2745265383356281
4.18_1004.2958n,1027.283599,4.17525,0.28359900000009475,True,True,0.12497321050985925,0.07996006360617616,True,True, 0um_Ce 250um_Ce,100.0,161.95100584444444,2.209383649668427,1.4344029054368237,0.036778760990933794,0.052459628080091615,1.2801747927265361
1.78_460.0924m/z,460.0924011,1.7775,0.09240110000001778,True,True,0.11861707077564244,0.14885587959838856,True,True, Media,0.01,41.16508665555555,1.614529033970544,1.4440011843014269,0.03597483541368996,0.05139262201955709,1.2890992243156836
2.21_594.2969m/z,594.296915,2.211,0.2969150000000127,True,True,0.1948502953272146,0.12983116765470298,True,True, 0um_Ce 250um_Ce Media,0.5172329735892862,38.26594892666667,1.5828124875205656,1.4484306545855632,0.03560978449634343,0.05095023598232652,1.29285380016423
2.45_259.1167m/z,259.1166718,2.45335,0.116671800000006,True,True,0.038045538220139126,0.02909891813674314,True,True, 0um_Ce 250um_Ce Media,0.8622144151663658,372.49118281111123,2.571115997079477,1.4520807007552947,0.035311754726675464,0.05060251456159101,1.2958279014785927
3.14_436.1016n,437.10882710000004,3.1366333330000002,0.10882709999998497,True,True,0.4420992950485069,0.09217167760152233,True,True, 0um_Ce 250um_Ce,100.0,509.4732386444445,2.7071213765381548,1.4582371880106428,0.03481471240926104,0.04996807397273035,1.301307390183905
7.25_1104.1907m/z,1104.1907130000004,7.254666667,0.19071300000041447,True,True,0.4360604899925714,0.1183861696425121,True,True, 0um_Ce 250um_Ce,75.36976917704864,4303.501082,3.6338219164934014,1.4641014399069443,0.03434777110607026,0.049374920964976005,1.3064935865452763
0.71_718.8389m/z,718.8389324,0.7099333329999999,0.838932399999976,True,True,0.05386963094445176,0.05423854086503359,True,True, 0um_Ce 250um_Ce Media,1.137467738059557,217.94234884444447,2.3383416271368462,1.465693024766443,0.03422212515486689,0.04927129130278175,1.307406055579288
4.38_166.0870m/z,166.0869993,4.381033333,0.08699930000000222,True,True,0.026427782090080367,0.022209688875264325,True,True, 0um_Ce 250um_Ce,100.0,235.54838022222214,2.3720801221044177,1.4679533704281709,0.03404447407992997,0.04909234506823758,1.3089862218037778
3.26_246.1015n,247.108752,3.2644666669999998,0.10875200000000973,True,True,0.047784775827740746,0.03799700136403639,True,True, 0um_Ce 250um_Ce,100.0,205.4432998111111,2.312691982042224,1.4690758701651816,0.03395659460827428,0.049042491427962846,1.3094274751549768
3.14_236.5312m/z,236.5312484,3.143783333,0.5312484000000097,True,True,0.07090576844647155,0.05038610336832059,True,True, 0um_Ce,100.0,50.499414207777775,1.7032863403403404,1.4718555420992945,0.033739951805339626,0.048806219592629645,1.3115248304021532
3.66_419.0977m/z,419.0976688,3.655816667,0.0976688000000081,True,True,0.4868283783078548,0.10732277314460822,True,True, 0um_Ce 250um_Ce,100.0,67.89437321333332,1.8318337833577003,1.4734423830236596,0.03361689649499212,0.04870479492187834,1.31242828097008
0.94_295.5751m/z,295.5750626,0.9448833329999999,0.5750626000000238,True,True,0.20955681029038425,0.1357808771347001,True,True, 0um_Ce 250um_Ce Media,0.5520792062288219,38.68268332222222,1.5875165923916916,1.4751472897641045,0.0334851855823781,0.0485904901195392,1.3134487203002818
3.34_165.0268m/z,165.0268028,3.335883333,0.02680280000001289,True,True,0.1866157605735946,0.17290793585576406,True,True, 0um_Ce 250um_Ce,100.0,24.00193036111111,1.380246171356009,1.4837349611564794,0.0328295582410354,0.047714365847950344,1.3213508438282793
3.63_168.0493m/z,168.0492553,3.6344,0.04925529999999867,True,True,0.14982171191108934,0.10552076830660638,True,True, 0um_Ce 250um_Ce,100.0,93.49739140888893,1.9707994941609783,1.4840423528805562,0.03280632984555876,0.047714365847950344,1.3213508438282793
2.47_228.1116n,229.11888280000002,2.474783333,0.1188827999999944,True,True,0.051910397446222285,0.056790448475974815,True,True, 0um_Ce 250um_Ce Media,0.8740206370232889,182.03174474444438,2.2601471317495987,1.4885807562382194,0.032465286796744326,0.04733449105072073,1.3248222881367984
4.18_248.5198m/z,248.51980189999998,4.17525,0.5198019000000045,True,True,0.1004758976385104,0.10456654076389414,True,True, 0um_Ce 250um_Ce,100.0,80.16704960555556,1.903995900516373,1.4983667695895413,0.03174192275283417,0.0463532840200118,1.3339194916975676
1.21_230.1147m/z,230.1147063,1.20815,0.1147062999999946,True,True,0.0359329155570969,0.032053499552252424,True,True, 0um_Ce 250um_Ce Media,1.1130923790711915,139.37335441333332,2.144179752690511,1.5118723364151074,0.030770011855950408,0.045005422746382154,1.3467351545148212
1.21_436.1450m/z,436.14501160000003,1.20815,0.14501159999997526,True,True,0.1744486730588423,0.15958487421245007,True,True, 0um_Ce 250um_Ce Media,1.675007261200636,31.745520125555554,1.5016824470445862,1.5173318873687354,0.030385620723731417,0.04451396666533902,1.351503703760376
0.81_419.2518m/z,419.25182889999996,0.809916667,0.2518289000000209,True,True,0.09710637037273792,0.10177731207859034,True,True, 0um_Ce 250um_Ce Media,1.2391700170461997,3246.1171219333337,3.5113641853890787,1.5180009960604182,0.030338842259307372,0.04451396666533902,1.351503703760376
0.83_228.1463m/z,228.14634269999996,0.831333333,0.14634269999999105,True,True,0.059309287465888164,0.05428129151852788,True,True, 0um_Ce 250um_Ce Media,1.1512477768125045,95.98274790222223,1.9821931792460044,1.5190912068200708,0.03026277808326094,0.04447564830127806,1.3518777126849453
3.91_463.1243m/z,463.12425930000006,3.9115,0.12425930000006248,True,True,0.16089108180672332,0.09052810006395633,True,True, 0um_Ce 250um_Ce,100.0,300.7206334666667,2.478163227546099,1.5286059547511899,0.029606975563935895,0.04358146803011364,1.3606981447497097
0.80_945.3026m/z,945.3026390000001,0.7956333329999999,0.3026389999999992,True,True,0.12011395691338893,0.10457316375225807,True,True, 0um_Ce 250um_Ce Media,0.7418233939226097,53.65172005666667,1.7295836498647714,1.534964756886982,0.029176637735877534,0.04301683768751175,1.3663615192238507
3.14_166.0762m/z,166.0761878,3.143783333,0.0761878000000138,True,True,0.03909719179824919,0.03213547816745699,True,True, 0um_Ce 250um_Ce Media,0.8824968146667097,155.8920681666667,2.192824018722636,1.5384637502860306,0.028942513845055196,0.04274014885626128,1.369163969599645
1.19_442.1912m/z,442.1911755,1.187133333,0.19117549999998573,True,True,0.07202304122706643,0.06646681357401846,True,True, 0um_Ce 250um_Ce Media,0.8379871128435953,72.00202966888891,1.857344738953136,1.5452067786420711,0.028496611483424396,0.042149328882235444,1.3752093359873345
4.64_542.0602m/z,542.0601554,4.637416667,0.060155399999985086,True,True,0.0753389959018431,0.06484556050540016,True,True, 0um_Ce 250um_Ce,100.0,111.53787975111106,2.047422384631563,1.5502072076633666,0.02817038564081997,0.041733904653066624,1.3795109804943915
3.15_336.1267m/z,336.12667860000005,3.1509166669999997,0.12667860000004794,True,True,0.07961855830649267,0.08634921458483014,True,True, 0um_Ce 250um_Ce Media,0.8162571744553432,60.070309088888884,1.7786598665944922,1.5533988948362354,0.027964116655119,0.04149514084307981,1.382002756988934
3.12_186.0387m/z,186.0387032,3.115216667,0.03870319999998628,True,True,0.07361447833786072,0.08279941415960318,True,True, 0um_Ce 250um_Ce,100.0,102.96833563333333,2.012703692919499,1.5561633875857446,0.027786676979054688,0.04129845366838499,1.3840662092603073
0.73_700.7955m/z,700.7954708999997,0.73135,0.7954708999998275,True,True,0.13299500850546686,0.10572670603981736,True,True, 0um_Ce 250um_Ce Media,1.4649782757066852,38.642850878888886,1.5870691590296273,1.5579400413325823,0.027673236755628043,0.041196404231679286,1.3851406890758429
1.95_373.6936m/z,373.693645,1.948166667,0.6936450000000036,True,True,0.1726255542254679,0.1671774056823347,True,True, Media,0.01,25.35742310222223,1.4041051171376049,1.5704220997989982,0.02688920116363258,0.04009410870428197,1.3969194364866846
4.62_336.0644n,695.1526435,4.623133333,0.15264349999995375,True,True,0.10330146795929324,0.1049454328905888,True,True, 0um_Ce 250um_Ce,100.0,149.19722974444446,2.1737607593439514,1.5924402248559282,0.025559936770656478,0.038173931540590844,1.4182331096747984
4.07_328.5869m/z,328.58693470000014,4.0681333330000005,0.5869347000000857,True,True,0.2644828858456265,0.18447649930687784,True,True, 0um_Ce 250um_Ce,100.0,26.77498631000001,1.427729257450001,1.5929191542839125,0.025531765428112845,0.038173931540590844,1.4182331096747984
4.37_387.1081m/z,387.10813360000003,4.3739,0.10813359999997374,True,True,0.06148171975400376,0.04317512959282159,True,True, 0um_Ce 250um_Ce,100.0,95.37072525888892,1.979415085294976,1.5994524407640365,0.025150554195917378,0.03768486947922474,1.423832984559649
3.00_350.2068m/z,350.2067667,3.0014,0.20676670000000288,True,True,0.07794137234739346,0.07220994271429829,True,True, Media,0.01,27.97399699444445,1.4467545238835977,1.6017899692109037,0.025015548555685777,0.03754372703300312,1.4254626163837634
3.11_235.0972m/z,235.09715719999997,3.1080666669999997,0.09715719999999806,True,True,0.031106668759099787,0.02543100980420656,True,True, 0um_Ce 250um_Ce,100.0,1968.201806333333,3.2940696260483926,1.608135459232679,0.024652702837006494,0.03705961864386597,1.4310990540326851
0.94_216.0886m/z,216.08855840000004,0.93775,0.08855840000003923,True,True,0.10672685249598654,0.09241443786872117,True,True, 0um_Ce 250um_Ce Media,1.3750826258025195,38.54805026333333,1.5860024165947726,1.6098303550030797,0.024556679663927376,0.03697568787367134,1.4320837379000786
0.71_922.8026m/z,922.802574,0.7099333329999999,0.8025740000000496,True,True,0.06652907525003017,0.0622498502728847,True,True, 0um_Ce 250um_Ce Media,1.2053641284724477,86.81938522333333,1.938616706231324,1.6116790652909847,0.024452368650570877,0.036878982227090504,1.4332210729561965
1.46_293.1483n,294.1555709,1.4573833330000001,0.15557089999998652,True,True,0.02787349444921331,0.0259319198101056,True,True, 0um_Ce 250um_Ce Media,0.8604440639864288,1915.6364933333327,3.2823131018631204,1.6164906130196717,0.024182956071829843,0.03653254447632751,1.4373200783069917
4.65_227.1647m/z,227.16469019999997,4.6517,0.16469019999999546,True,True,0.18916955857002235,0.12496280885629694,True,True, 0um_Ce 250um_Ce,100.0,15.457750118333333,1.1891462824478445,1.619803390655798,0.02399919139911644,0.03631456593287356,1.4399191425829776
2.05_227.1034m/z,227.10341430000003,2.054583333,0.1034143000000256,True,True,0.032494491567654736,0.03321662541207755,True,True, 0um_Ce 250um_Ce Media,1.0902686739593441,274.71594832222223,2.4388838726250923,1.621364623750335,0.023913072263110458,0.036243865703561154,1.4407654874800373
3.28_302.0800n,303.08727189999996,3.27875,0.08727190000001883,True,True,0.07405686733900653,0.04825053531857448,True,True, 0um_Ce 250um_Ce,100.0,167.10301,2.2229842728414293,1.6231385961728642,0.023815593222805916,0.03615568608082746,1.441823392993595
2.46_403.1782m/z,403.178218,2.4605,0.1782180000000153,True,True,0.055338542001595575,0.0657147042509263,True,True, 0um_Ce 250um_Ce Media,3.6956654498418575,688.0465239888889,2.8376178051374383,1.6286552310081548,0.023514988408024348,0.03575832947997091,1.4466227783150685
4.63_643.1340m/z,643.1339598999998,4.630266667,0.13395989999980884,True,True,0.0635313689178488,0.05787954006963492,True,True, 0um_Ce 250um_Ce,100.0,128.43971560000003,2.108699335250994,1.63183711018543,0.023343334310844007,0.03555607212910014,1.4490862214610067
0.84_611.2775n,634.2384891,0.838483333,0.238489100000038,True,True,0.12760247843139,0.101830529371426,True,True, 0um_Ce 250um_Ce Media,0.6945932298613194,46.73996505333334,1.6696883833418272,1.6344288306573125,0.023204444136864608,0.03540313201644352,1.4509583154519086
3.36_213.1603m/z,213.160307,3.3573,0.16030699999998888,True,True,0.054920169109677966,0.05684055571358593,True,True, 0um_Ce 250um_Ce Media,0.8950836187700707,65.58870322777777,1.816829044431723,1.6456144050267776,0.022614427355227337,0.03456025442991553,1.4614230689390468
1.18_293.1013m/z,293.10128189999995,1.179983333,0.10128189999994676,True,True,0.19686440706111885,0.1807745942025434,True,True, 0um_Ce 250um_Ce Media,0.5760936067568809,39.238268572222225,1.593709835453076,1.6458375828878349,0.022602809102735034,0.03456025442991553,1.4614230689390468
2.63_197.1291m/z,197.1291318,2.631183333,0.12913180000001034,True,True,0.030073579583250725,0.028339635608653338,True,True, 0um_Ce 250um_Ce Media,0.9261864112255664,368.62071328888885,2.566579735154141,1.6526795245015249,0.022249511256443154,0.0341159172598795,1.4670429475396132
2.47_271.1762m/z,271.1761917,2.474783333,0.17619170000000395,True,True,0.08303822254970056,0.05520200669720225,True,True, 0um_Ce 250um_Ce Media,0.8240186175575688,73.61326075888887,1.8669560555828484,1.6599427242746307,0.021880501698609677,0.033606112792522375,1.4735817193183869
0.80_709.1674m/z,709.1673507999999,0.7956333329999999,0.16735079999989466,True,True,0.17717475832443666,0.14739353288290474,True,True, 0um_Ce 250um_Ce Media,1.6443329118944894,33.90629469777777,1.5302803323840286,1.6628380445984787,0.02173511565192876,0.03343863946450579,1.4757514012413342
0.75_1337.4173m/z,1337.417319,0.752783333,0.4173189999999067,True,True,0.12251269276902155,0.10362599539905908,True,True, Media,0.01,97.11843398888894,1.987301670894821,1.6629003179217567,0.021731999285259828,0.03343863946450579,1.4757514012413342
8.37_700.3138m/z,700.3138029,8.37205,0.3138029000000415,True,True,0.5140089952260241,0.14157598623062348,True,True, 0um_Ce 250um_Ce Media,5.830684352580272,58.12710001444444,1.7643786563618409,1.6634768169246807,0.021703170541787834,0.03343863946450579,1.4757514012413342
0.77_282.6359n,283.6431809,0.767066667,0.6431809000000044,True,True,0.06660879869066468,0.04769716065158508,True,True, 0um_Ce 250um_Ce,100.0,337.5192075333334,2.528298492688163,1.6740178441071671,0.021182740987142117,0.03275314572801807,1.4847469824901613
0.68_220.9353m/z,220.93532919999998,0.6820666670000001,0.9353292000000124,True,True,0.18348542808726345,0.17502468532340731,True,True, 0um_Ce 250um_Ce Media,1.7133135976300673,26.81078359111111,1.4283095071690983,1.683708069056853,0.020715333569881533,0.03208435502405894,1.4937066866924915
2.08_502.7566m/z,502.7565881,2.076,0.7565880999999877,True,True,0.18607873633252334,0.12419405338102946,True,True, Media,0.01,11.792378047888887,1.0716013936391493,1.6947527675709726,0.020195156936912765,0.03133144077902149,1.50401963358968
3.28_297.1680m/z,297.16796339999996,3.27875,0.1679634000000192,True,True,0.03986741050353814,0.026865074775114163,True,True, 0um_Ce 250um_Ce,100.0,276.13210212222225,2.4411168990843803,1.69732139126232,0.020076065721883248,0.031199291324548295,1.5058552706396844
1.81_235.0681m/z,235.06810980000003,1.80605,0.06810980000003042,True,True,0.17627377543526618,0.14241805813110067,True,True, 0um_Ce 250um_Ce Media,0.7199766717494509,24.944163201111113,1.396968939294018,1.7024309274796583,0.01984125197640952,0.030886551299994517,1.5102305810153585
2.44_771.8092m/z,771.8091892000001,2.439083333,0.8091892000001053,True,True,0.5421080958242167,0.09369683184844428,True,True, 0um_Ce 250um_Ce,100.0,1003.3696343444444,3.0014609535422427,1.7024569633164568,0.01984006253437043,0.030886551299994517,1.5102305810153585
1.84_229.0243m/z,229.0242685,1.841766667,0.02426850000000513,True,True,0.12950134073498895,0.13355109019377698,True,True, 0um_Ce 250um_Ce,100.0,49.06446913444444,1.6907671042460115,1.7074796595567665,0.019611930269799002,0.030633235735509478,1.5138071269983129
4.45_367.0825m/z,367.082464,4.45245,0.08246400000001586,True,True,0.11771924251523835,0.13309455806130432,True,True, 0um_Ce 250um_Ce,100.0,19.100826866666665,1.2810521680779772,1.7078946343721255,0.01959319972978203,0.030633235735509478,1.5138071269983129
0.90_954.3743m/z,954.3742615,0.902033333,0.3742614999999887,True,True,0.09148824717285424,0.0962020135813221,True,True, Media,0.01,117.2982821777778,2.069291651960586,1.7128811635357817,0.01936951901662941,0.03035767886763042,1.517731437437841
1.17_566.2784m/z,566.2783919,1.17285,0.27839189999997416,True,True,0.12543252498457044,0.09669243608163433,True,True, 0um_Ce 250um_Ce,100.0,105.55192171888888,2.023466144648049,1.7199055575014628,0.019058751281084918,0.029921589041976324,1.5240153461739983
