Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,p,qval,-logq
2.03_421.7249m/z,421.72489180000014,2.0331666669999997,0.7248918000001368,True,True,0.18279261111885334,0.19004972156849625,True,True, 250um_Ce Media,0.01,29.93226697333333,1.4761396101487658,2.4011352016248417,0.003970679177240258,0.008190638661571832,2.0866822329914285
2.88_494.1462n,495.15343160000003,2.88,0.15343159999997624,True,True,0.2097860401385561,0.16263910338249768,True,True, 0um_Ce 250um_Ce,51.39487699336277,124.76064798888888,2.096077621754134,2.4030504426240675,0.003953207015209958,0.008172922368523957,2.087622626259444
1.20_266.6509m/z,266.650942,1.200716667,0.6509419999999864,True,True,0.10993800927951017,0.10555777223299556,True,True, 0um_Ce 250um_Ce Media,1.500918712765284,43.83584976777777,1.641829429867879,2.4133278514843526,0.0038607541639212885,0.007999760880197266,2.096922994253417
1.21_117.0593n,235.1195914,1.20815,0.11959139999999024,True,True,0.03692218775914577,0.036586113889521,True,True, 0um_Ce 250um_Ce Media,1.143536017447818,368.54839194444435,2.5664945206200707,2.415731145371232,0.0038394485709347614,0.007973572652957067,2.0983470442487464
0.70_472.9037m/z,472.9037067,0.69565,0.9037066999999864,True,True,0.16308222727623964,0.1553068077380652,True,True, 0um_Ce 250um_Ce Media,2.0153564639022257,33.504919288888885,1.5251085760868148,2.41596369256184,0.003837393251295397,0.007973572652957067,2.0983470442487464
3.93_118.0655m/z,118.0654665,3.925783333,0.06546649999999943,True,True,0.08681512794395259,0.07777162007205805,True,True, 0um_Ce 250um_Ce,100.0,14.188119337777774,1.151924832712254,2.4162129466945013,0.003835191492485677,0.007973572652957067,2.0983470442487464
2.19_201.1241m/z,201.12410780000002,2.190283333,0.12410779999999022,True,True,0.052423638091008654,0.03989065648178915,True,True, 0um_Ce 250um_Ce Media,0.8113129720208355,93.63569942777777,1.971441458872564,2.4178306492329207,0.0038209323696991584,0.007973572652957067,2.0983470442487464
0.72_658.8353m/z,658.8353102000002,0.724216667,0.8353102000002082,True,True,0.16800635976279416,0.15391160117374195,True,True, 0um_Ce 250um_Ce Media,1.961572430207693,39.625353408888884,1.5979731486099304,2.4182017137053466,0.0038176691306051097,0.007973572652957067,2.0983470442487464
4.17_563.1568m/z,563.1567857999999,4.1681,0.15678579999985232,True,True,0.23697941429750466,0.18468022302370546,True,True, 0um_Ce 250um_Ce,100.0,92.26453691888894,1.9650348063354752,2.421237946514413,0.003791072182132149,0.007962982665665702,2.0989242296729573
1.21_321.0701m/z,321.0701385,1.20815,0.07013849999998456,True,True,0.2017446710068012,0.1676791124733378,True,True, 0um_Ce 250um_Ce Media,2.6359286626612697,36.873204631111115,1.5667108835548025,2.43524181726323,0.0036707785286482766,0.007727954797154267,2.1119354268880963
2.17_339.1114m/z,339.1114178,2.16885,0.11141780000002656,True,True,0.20995897481639084,0.18159511839395628,True,True, 0um_Ce 250um_Ce Media,6.192082702589575,42.95354144777777,1.6329989764983912,2.436270175826289,0.0036620968368874475,0.007727360298019384,2.1119688377493198
1.21_277.1288n,577.2255689,1.20815,0.22556889999998475,True,True,0.09111151461348473,0.06211503488166072,True,True, 0um_Ce 250um_Ce Media,1.858243649543724,126.17597039444445,2.1009766534915717,2.4470685979867484,0.0035721641039847553,0.0075549217831401725,2.12177002759583
1.31_306.1640m/z,306.16400419999997,1.308116667,0.16400420000002214,True,True,0.1851303522810053,0.13873827184988527,True,True, Media,0.01,22.45020390777778,1.3512202899104129,2.501974843892301,0.003147930649802791,0.006673032713867668,2.1756767460592563
0.65_251.1569m/z,251.1569496,0.646366667,0.15694959999999014,True,True,0.08065932871324145,0.0809927287893761,True,True, Media,0.01,49.21498303666666,1.6920973397499006,2.507103539522458,0.0031109745657178487,0.006609922864804667,2.179803608530268
1.21_272.6866m/z,272.68658769999996,1.20815,0.6865877000000182,True,True,0.03261430025604533,0.025292959939989184,True,True, 0um_Ce 250um_Ce Media,0.8439725591486059,296.95567478,2.472691628997083,2.514629335138209,0.003057529562829676,0.006511405550470606,2.1863252546075658
0.71_1058.7819m/z,1058.781919,0.7099333329999999,0.7819190000000162,True,True,0.10583205416068332,0.09989708152341713,True,True, 0um_Ce 250um_Ce Media,1.6572112656579714,42.08703221222222,1.6241483023387144,2.515083054114708,0.003054336948507653,0.006511405550470606,2.1863252546075658
2.44_432.5829m/z,432.58293679999997,2.439083333,0.5829368000000272,True,True,0.09362426430051572,0.10060868742248427,True,True, Media,0.01,67.89995032333333,1.8318694565439757,2.519291432833854,0.003024882902545656,0.00647184248916745,2.188972061067885
1.21_256.0778m/z,256.0777631,1.20815,0.07776310000002695,True,True,0.0864876423630601,0.07952193919998095,True,True, 0um_Ce 250um_Ce Media,1.6246508860429762,56.93984325333333,1.7554162672663969,2.522751713046574,0.0030008776359324867,0.00643544854325848,2.191421177885743
1.49_176.0666m/z,176.0666032,1.48595,0.06660320000000297,True,True,0.09963922115345364,0.11869298535186446,True,True, Media,0.01,26.553537591111112,1.4241223880899485,2.5251650777480386,0.0029842480740174255,0.006414738850691663,2.192821019415655
9.02_807.3878m/z,807.3877771000001,9.019183332999999,0.3877771000001076,True,True,0.3746010393607984,0.1914840508038239,True,True, 0um_Ce 250um_Ce Media,5.070621590784826,105.42824263111108,2.022956967383287,2.5258808472892675,0.002979333725090517,0.006414738850691663,2.192821019415655
0.72_626.8466m/z,626.8466034,0.724216667,0.8466034000000491,True,True,0.12591419044125196,0.09242271855293964,True,True, 0um_Ce 250um_Ce Media,2.1092437938027517,63.88961601,1.8054302779390072,2.5301153108852765,0.0029504257458974324,0.006371811470013234,2.1957370826424403
2.74_182.0715m/z,182.0715146,2.7376,0.07151460000000043,True,True,0.1663730053407638,0.1383667049622686,True,True, Media,0.01,28.660548987777766,1.4572845049754581,2.5319425583703263,0.0029380382236572364,0.006359988625328606,2.1965436610750824
0.92_550.6485m/z,550.6484726,0.916316667,0.648472599999991,True,True,0.07212446210162439,0.06290696009329241,True,True, 0um_Ce 250um_Ce Media,1.2965951786644785,420.70238386666665,2.6239749729088566,2.5321584892668567,0.0029365777963081805,0.006359988625328606,2.1965436610750824
2.60_816.7695m/z,816.7694862000003,2.602616667,0.7694862000001876,True,True,0.10451326770036548,0.09190375022283412,True,True, 0um_Ce 250um_Ce,100.0,198.62525458888888,2.298034466874863,2.54416969363594,0.0028564742035974713,0.006212662570472042,2.206722233665427
2.61_396.1909m/z,396.1908716,2.60975,0.19087159999998,True,True,0.0996636314300997,0.08890711411389154,True,True, 0um_Ce 250um_Ce Media,0.3081703632193656,110.23480043888887,2.042318720220716,2.54680183963057,0.002839214212755126,0.006189756103636768,2.2083264632466886
1.20_343.1619m/z,343.1618941,1.200716667,0.1618940999999836,True,True,0.18798933391032946,0.10809458627177317,True,True, 0um_Ce 250um_Ce Media,3.769217391634351,30.396007715555548,1.4828165460771112,2.550794520884999,0.002813231548666862,0.006147679393761314,2.211288789375112
0.75_863.0887m/z,863.0886957,0.752783333,0.08869570000001659,True,True,0.5289587820244871,0.15307243439801116,True,True, 0um_Ce 250um_Ce Media,71.46811904591067,37.82822641111111,1.5778159797298503,2.5566921172996824,0.0027752868807695563,0.006079199834066647,2.2161535803520276
0.64_177.7884m/z,177.7884113,0.639233333,0.7884113000000071,True,True,0.23679009629161604,0.19541217187559665,True,True, 0um_Ce 250um_Ce Media,3.3940075126821743,18.761581122222225,1.2732694355207124,2.5569577729677317,0.0027735897713778756,0.006079199834066647,2.2161535803520276
0.75_258.8183m/z,258.8182769,0.752783333,0.8182769000000008,True,True,0.16789272710697936,0.12649815055766656,True,True, 0um_Ce 250um_Ce Media,0.3826253701001377,100.51134913111113,2.0022151024205552,2.5643354900065005,0.0027268704771048467,0.0060017244950632985,2.2217239444359804
0.62_247.8076m/z,247.8075924,0.6178,0.8075924000000043,True,True,0.1755326011959839,0.1741337548158682,True,True, Media,0.01,23.780464771111113,1.37622033832121,2.5649090809825084,0.002723271361927624,0.0060017244950632985,2.2217239444359804
0.80_457.1067m/z,457.1066851,0.802766667,0.10668509999999287,True,True,0.035453745133317616,0.035004810955430066,True,True, 0um_Ce 250um_Ce Media,0.8891870046012142,1633.613208888889,3.2131492363272893,2.5713247604546363,0.002683337126363038,0.0059343032602259494,2.226630263735824
2.27_682.3605m/z,682.3605388,2.2681166669999997,0.3605387999999721,True,True,0.5397556344380727,0.1898365327800101,True,True, Media,0.01,30.005094525555553,1.4771949992695044,2.5736129285786467,0.0026692366015301783,0.00591734379134401,2.227873197945184
1.17_828.2751n,829.2823718,1.1657,0.2823717999999644,True,True,0.10010907419100973,0.07804500924479185,True,True, 0um_Ce 250um_Ce Media,0.6137824930189515,89.4064970422222,1.9513690795013023,2.5771659496714863,0.0026474883049680815,0.005883307344373514,2.23037846344683
0.76_814.2822m/z,814.2821845999997,0.759916667,0.28218459999982315,True,True,0.11514864005842584,0.06866758385821345,True,True, Media,0.01,51.52831282666667,1.7120459227431568,2.580436977681579,0.0026276228043187197,0.005853300193639764,2.2325992019924246
1.96_470.2347m/z,470.23472369999996,1.955316667,0.2347237000000177,True,True,0.4659148123894369,0.06139166808080604,True,True, Media,0.01,84.93584169333333,1.929090994895228,2.5883161733145643,0.0025803809481428357,0.005762015709445167,2.2394255620021437
3.96_583.1018m/z,583.101796,3.9614833330000003,0.10179600000003576,True,True,0.06529639724871159,0.059847296330272276,True,True, 0um_Ce 250um_Ce,100.0,312.2754542111111,2.494537848720704,2.5886752322574518,0.002578248464315317,0.005762015709445167,2.2394255620021437
1.17_227.0533m/z,227.0532797,1.1657,0.05327969999999027,True,True,0.1845091524453864,0.195858527216252,True,True, 0um_Ce 250um_Ce Media,2.072318554295447,45.37402858777778,1.6568073403365384,2.594717599237493,0.002542625514902141,0.0057054035944145605,2.2437136286116734
0.83_725.2806m/z,725.2806451,0.831333333,0.2806451000000152,True,True,0.2245178028964354,0.1624554356071336,True,True, 0um_Ce 250um_Ce Media,6.2189513266720216,46.34835835777778,1.6660343561982172,2.595371132275264,0.0025388022101986408,0.0057054035944145605,2.2437136286116734
0.73_554.7811m/z,554.7811282,0.73135,0.7811282000000119,True,True,0.25524984125900196,0.15687053762708608,True,True, 0um_Ce 250um_Ce Media,2.8617981852886163,15.790538785555556,1.1983969487291095,2.605052419949351,0.002482833405755835,0.0055985459149396274,2.251924755693676
4.18_507.1055m/z,507.1055135,4.182383333,0.10551349999997227,True,True,0.13691593426903936,0.1357748450282754,True,True, 0um_Ce 250um_Ce,100.0,91.21585936111113,1.9600703540545,2.617239201825675,0.0024141308070593235,0.005457003298512476,2.2630457837053397
1.33_311.1249m/z,311.1248611,1.32955,0.12486109999997552,True,True,0.056191228804561295,0.05281681023749669,True,True, Media,0.01,79.22100319333333,1.898840337671536,2.6230974872357806,0.0023817847637959168,0.005397147740621289,2.2678356934674193
2.19_274.6537n,550.2716048,2.190283333,0.2716047999999773,True,True,0.12488980988656667,0.124237653156966,True,True, 0um_Ce 250um_Ce Media,0.4288875783607445,163.16482761111112,2.2126265464480084,2.6239158902018818,0.0023773006537837235,0.005397147740621289,2.2678356934674193
2.63_231.0552m/z,231.055237,2.631183333,0.05523700000000531,True,True,0.1711068935191099,0.05203633106239667,True,True, 0um_Ce 250um_Ce Media,26.951688255356068,209.5534145333333,2.3212947417668723,2.6372991833067685,0.002305158629302361,0.005249371136035079,2.279892721071818
2.00_254.0996m/z,254.0995779,1.9981666669999998,0.0995779000000141,True,True,0.18045820716740524,0.12576909422200075,True,True, 0um_Ce 250um_Ce Media,6.154649931411388,78.31925733266668,1.8938685605895915,2.639747504893814,0.0022921999309244443,0.005232813738090543,2.281264723689368
0.72_258.9007m/z,258.9007185,0.724216667,0.9007184999999822,True,True,0.15888316432991398,0.10981967229873496,True,True, 0um_Ce 250um_Ce Media,0.5733358977639351,22.228675737777767,1.3469135905934304,2.647444033803359,0.0022519355980741285,0.0051536834582791,2.2878822595422736
0.72_598.8419m/z,598.841864,0.724216667,0.8418639999999868,True,True,0.09915382516271463,0.08456793907480223,True,True, 0um_Ce 250um_Ce Media,1.4391502348212224,31.124555477777786,1.4931031575358642,2.6553057469794714,0.0022115372205648845,0.00507385097984961,2.2946622922540985
2.22_584.2782m/z,584.2782046,2.218133333,0.2782045999999809,True,True,0.2470847682282915,0.14246353484982555,True,True, 250um_Ce Media,0.01,86.19948855444444,1.9355046890423289,2.6602939857254366,0.0021862811698472044,0.00502844669064857,2.2985661497078436
0.71_854.8144m/z,854.8144114,0.7099333329999999,0.8144114000000401,True,True,0.050396401769270335,0.0476434576881099,True,True, 0um_Ce 250um_Ce Media,1.222270075238907,121.12699638888887,2.0832409480652867,2.6615481910356733,0.0021799764849401685,0.005026512195852018,2.298733259376866
0.84_440.1763m/z,440.17628550000006,0.838483333,0.1762855000000627,True,True,0.1943871673121388,0.1952170852903415,True,True, 0um_Ce 250um_Ce Media,0.455928476434253,25.97496696888889,1.4145550039582464,2.6620581988537486,0.0021774179617819476,0.005026512195852018,2.298733259376866
0.77_439.0387m/z,439.0387182,0.767066667,0.03871820000000525,True,True,0.10254333485340432,0.09273035357974918,True,True, 0um_Ce 250um_Ce Media,1.5288268204777629,69.51505582555555,1.842078875868164,2.6680383444990845,0.0021476408473877226,0.004976900704273816,2.303041023916644
2.82_291.6520m/z,291.6519861999999,2.816433333,0.6519861999998966,True,True,0.04058385407639132,0.033599730046438084,True,True, 0um_Ce 250um_Ce,100.0,165.95624395555555,2.219993596994273,2.669652808593964,0.002139671940486032,0.004970955013250377,2.303560167173921
0.65_123.0410m/z,123.04103490000001,0.646366667,0.04103489999999965,True,True,0.09929256006127347,0.10069461980633344,True,True, 0um_Ce 250um_Ce Media,0.5667707554469185,257.3893876222224,2.4105906366160688,2.682328069479314,0.0020781262610429794,0.004840192810530484,2.315137337760219
0.75_256.8217m/z,256.821728,0.752783333,0.8217280000000073,True,True,0.2853092554456392,0.04010308744384263,True,True, 0um_Ce 250um_Ce,100.0,93.1043124122222,1.9689697971301887,2.693209328292314,0.0020267056196428017,0.004732409061094867,2.3249177227723328
0.64_53.0186m/z,53.01860788,0.639233333,0.018607879999997586,True,True,0.08210219262855277,0.08917721821226074,True,True, 0um_Ce 250um_Ce Media,0.6515190116967228,29.67232765555555,1.4723516160274177,2.6986108825111623,0.002001654501087247,0.004685806974555388,2.329215605541034
0.92_718.1237m/z,718.1236987000003,0.916316667,0.12369870000020455,True,True,0.09393861231283213,0.10550676963690526,True,True, 0um_Ce 250um_Ce Media,1.4107369394265104,194.9297689444444,2.289878168009664,2.707982514089477,0.0019589235436590084,0.004597473622873183,2.337480753764379
1.21_158.0931m/z,158.0931033,1.20815,0.09310329999999567,True,True,0.02485159678821696,0.02397989925295246,True,True, 0um_Ce 250um_Ce Media,1.4434604223412189,388.5532653,2.5894505630087443,2.7105190013319667,0.0019475158400075181,0.004582390211782395,2.3389079313822783
2.00_593.2684m/z,593.2683534,1.9981666669999998,0.2683534000000236,True,True,0.37965217217601216,0.06880656923228369,True,True, 0um_Ce 250um_Ce Media,13.409185787773426,57.042899311111114,1.7562015912269946,2.713317260395565,0.001935007887366558,0.004564633990710855,2.340594040076509
1.36_198.1604m/z,198.16036630000002,1.36455,0.16036629999999266,True,True,0.11280279676083915,0.08299156954408887,True,True, 0um_Ce 250um_Ce,100.0,43.53165570333334,1.6388051856307864,2.714709315726336,0.0019288154861925024,0.004561723000763759,2.3408710897064884
2.29_711.3687m/z,711.3687319000003,2.28955,0.3687319000001708,True,True,0.11032197209679784,0.10865308432408237,True,True, Media,0.01,99.39298048111112,1.9973557139147544,2.7154536766069515,0.0019255124161228197,0.004561723000763759,2.3408710897064884
1.21_237.0637n,238.0709971,1.20815,0.07099709999999959,True,True,0.1545085506678458,0.16215037517192835,True,True, 0um_Ce 250um_Ce Media,3.0424058798764104,60.14728283888889,1.7792160128108427,2.7213742988949234,0.0018994405318484293,0.004515465863825723,2.3452974365682797
0.95_254.0447m/z,254.0446863,0.952183333,0.04468629999999507,True,True,0.13790422495113275,0.0997263320536919,True,True, 0um_Ce 250um_Ce Media,1.8617998254448256,71.58801683777777,1.854840331570796,2.7289350568854034,0.0018666588046116733,0.004449031347779117,2.351734534211603
0.73_742.7641m/z,742.7641115,0.73135,0.7641115000000127,True,True,0.1465721806036112,0.17933639879700267,True,True, 0um_Ce 250um_Ce Media,2.237100878777098,41.342623572222216,1.6163980331714192,2.729822659661452,0.0018628476588615761,0.004449031347779117,2.351734534211603
2.29_195.1142m/z,195.1141878,2.28955,0.11418779999999627,True,True,0.06252867830161705,0.060323252865404416,True,True, 0um_Ce 250um_Ce Media,1.3419974802280648,47.6984752988889,1.6785044968627083,2.730427898039112,0.0018602533785276884,0.004449031347779117,2.351734534211603
2.55_715.3596m/z,715.3595847,2.552633333,0.3595847000000276,True,True,0.7588904950215741,0.15358229254415692,True,True, Media,0.01,57.10679802222222,1.7566878099587684,2.7590952842083913,0.0017414247628864097,0.004183056871685371,2.3785062308314586
0.90_655.6852m/z,655.6851519999999,0.902033333,0.6851519999999027,True,True,0.13017025360008372,0.12981469905692242,True,True, 0um_Ce 250um_Ce Media,1.8703137988124616,96.75385649555555,1.985668284506039,2.8005554007557856,0.0015828676353892841,0.003812141949105082,2.418830936321939
1.20_289.1182m/z,289.1182453,1.200716667,0.11824530000001232,True,True,0.04718841299146203,0.03789470836366665,True,True, 0um_Ce 250um_Ce Media,0.6849441625879827,270.95578126888887,2.4328984218049183,2.8074403194282342,0.0015579721160188223,0.003762032406134689,2.424577467758298
2.66_806.2545m/z,806.2545422000003,2.65975,0.2545422000001736,True,True,0.07832824440805349,0.08292596265604749,True,True, 0um_Ce 250um_Ce,100.0,563.1471580888889,2.7506218967962326,2.8119190152334435,0.001541987967293546,0.0037332340260791113,2.4279147845046984
2.67_253.0956n,254.1028704,2.674033333,0.10287040000000047,True,True,0.4634748995336636,0.05228948872943575,True,True, 0um_Ce 250um_Ce,100.0,279.72346621111114,2.4467289011892217,2.817209901843175,0.0015233163313903564,0.0036977599601032396,2.432061284465692
0.81_984.3495m/z,984.3495140000001,0.809916667,0.3495139999999992,True,True,0.5392898066662279,0.15714664185642255,True,True, Media,0.01,47.20946580333333,1.6740290862186482,2.82606900825809,0.0014925572272932452,0.0036326789658989037,2.43977298074976
1.41_198.1007m/z,198.100728,1.414533333,0.1007280000000037,True,True,0.6492789060413089,0.14050353847070382,True,True, 0um_Ce 250um_Ce,100.0,38.97866114555556,1.5908269177194363,2.8430756662928456,0.001435239352574947,0.003502440860395096,2.455629189153083
2.90_720.3311m/z,720.3310576,2.901433333,0.3310576000000083,True,True,0.12134518624083385,0.09854337429996844,True,True, Media,0.01,95.01574368333333,1.9777955719025568,2.850181592202554,0.001411947041644936,0.0034547640380673964,2.46158160978466
1.49_292.1656m/z,292.165631,1.4930833330000002,0.16563100000001896,True,True,0.060015988112423986,0.0621392466538542,True,True, 0um_Ce 250um_Ce Media,0.7471641725394058,74.41007044444444,1.8716317156868485,2.8508520371951658,0.0014097690206158477,0.0034547640380673964,2.46158160978466
0.93_236.0318n,237.0390679,0.9306,0.03906789999999205,True,True,0.07161446897651277,0.06679382366300092,True,True, 0um_Ce 250um_Ce Media,1.381189671657407,213.8769369444444,2.3301639556898923,2.852747627293536,0.0014036291300201225,0.003452777539086932,2.461831402148461
2.95_165.5581m/z,165.5580584,2.9514166669999997,0.5580583999999931,True,True,0.10805716827958473,0.07036342540330734,True,True, 0um_Ce 250um_Ce Media,1.6963337727077927,74.67933972888889,1.8732004695158224,2.8534383730757003,0.0014013984310026187,0.003452777539086932,2.461831402148461
0.84_468.2000m/z,468.19998539999995,0.838483333,0.1999854000000028,True,True,0.123320517656887,0.0919717427204244,True,True, 0um_Ce 250um_Ce Media,0.4954188503320533,37.04580098666667,1.5687389893284092,2.8549405321008767,0.0013965595787246426,0.003452777539086932,2.461831402148461
2.33_368.8847m/z,368.8847108,2.32525,0.8847107999999935,True,True,0.20551524321346806,0.1771491468499285,True,True, 250um_Ce Media,0.01,33.632824682222235,1.52676334344863,2.8597776977221434,0.00138109102264239,0.0034248079267681906,2.465363779991634
0.81_1254.9360n,1277.923657,0.809916667,0.9236570000000484,True,True,0.18076023723256196,0.08318953334990947,True,True, 0um_Ce 250um_Ce Media,5.975980600744367,58.98181255333333,1.7707181146012552,2.8599973220653396,0.0013803927763165209,0.0034248079267681906,2.465363779991634
3.42_355.0807m/z,355.0807066,3.420866667,0.08070659999998497,True,True,0.0718814409671868,0.060560975311088276,True,True, 0um_Ce 250um_Ce,100.0,176.15707495333336,2.245900090330144,2.8621717660785677,0.0013734986406037635,0.003424441055163855,2.465410304892073
0.72_886.7663m/z,886.7663341,0.724216667,0.7663340999999946,True,True,0.17073708099192966,0.13162794626157615,True,True, 0um_Ce 250um_Ce Media,2.5383233109817924,62.03217938666666,1.792617039571808,2.86832217520038,0.0013541844571125507,0.0033854611427813768,2.4703821665283425
2.21_587.2923m/z,587.2922509,2.211,0.2922508999999991,True,True,0.16449947093179249,0.16114943735139886,True,True, 250um_Ce Media,0.01,98.22162798777777,1.9922071281284,2.8703134137865485,0.001347989738640142,0.0033791568380079854,2.4711916506930827
0.60_308.2184m/z,308.2183833,0.596383333,0.2183833000000277,True,True,0.08342232519506539,0.07865782001816064,True,True, Media,0.01,40.03556284777777,1.6024459384998833,2.8709565873813285,0.0013459948946616934,0.0033791568380079854,2.4711916506930827
4.18_565.1141m/z,565.1141392999998,4.17525,0.1141392999998061,True,True,0.043726863205537266,0.04353754849182501,True,True, 0um_Ce 250um_Ce,100.0,270.35230422222224,2.431930075434601,2.8746344774620254,0.0013346442585842051,0.003364034843554709,2.473139514572945
0.77_846.2824n,869.2740707,0.767066667,0.2740707000000384,True,True,0.0937193230499146,0.04908350680347962,True,True, 0um_Ce 250um_Ce Media,0.4714632642550503,692.2918113111112,2.8402891946427364,2.874980046815068,0.0013335827007543433,0.003364034843554709,2.473139514572945
0.93_257.5530m/z,257.5530496,0.9306,0.5530496000000085,True,True,0.10732564663160786,0.11535066391596838,True,True, 0um_Ce 250um_Ce Media,1.7321936622484757,136.69234634444442,2.1357441983027954,2.880587147456833,0.0013164757163592893,0.003336522476723268,2.4767059451473905
0.80_1222.3971m/z,1222.39706,0.7956333329999999,0.3970600000000104,True,True,0.4902963491943732,0.1783054792371028,True,True, 0um_Ce Media,0.15573261207985134,16.49985240666667,1.2174800594104571,2.8928960930567236,0.0012796874386129544,0.0032522443191268452,2.487816836244334
2.61_383.5082m/z,383.508177,2.60975,0.5081769999999892,True,True,0.5620464145187912,0.16580398320795692,True,True, 250um_Ce Media,0.018311196774399224,378.2795946111111,2.577812914946433,2.894608600351108,0.001274651318804,0.0032484188734063155,2.4883279749112104
1.19_194.6320m/z,194.6320466,1.187133333,0.6320465999999954,True,True,0.10481564173392732,0.08382611875622134,True,True, 0um_Ce 250um_Ce Media,6.349504478973595,135.74640413333336,2.132728334130242,2.895081343320685,0.0012732645763311446,0.0032484188734063155,2.4883279749112104
2.57_163.0406m/z,163.04055209999999,2.57405,0.040552100000013525,True,True,0.3572358736723077,0.15327337806394994,True,True, 0um_Ce 250um_Ce Media,46.62418765621366,19.671194816666667,1.2938307395088635,2.89897146149354,0.0012619104549544949,0.0032338652327524656,2.4902780827263036
3.68_295.1520m/z,295.152035,3.684383333,0.15203500000001213,True,True,0.06177625023415579,0.06906763991725226,True,True, 0um_Ce 250um_Ce,100.0,73.65403936,1.867196569558193,2.9004177648722784,0.0012577149844039668,0.0032321167196973453,2.4905129641705974
2.22_209.1262m/z,209.1262277,2.218133333,0.12622769999998695,True,True,0.09141712407943572,0.08709008859413893,True,True, 0um_Ce 250um_Ce,100.0,29.84522427111111,1.4748748467338098,2.9056064690314902,0.0012427779265100618,0.0032026770094937167,2.4944868577981283
5.55_429.1194m/z,429.1194128000001,5.5476666670000006,0.1194128000001342,True,True,0.3148896069212958,0.18042715948187896,True,True, 0um_Ce 250um_Ce,100.0,46.18047277777779,1.664458374742462,2.9059518035830623,0.0012417901092811605,0.0032026770094937167,2.4944868577981283
2.67_674.8197m/z,674.8197058,2.666883333,0.8197057999999515,True,True,0.05640792999172689,0.05834161153693832,True,True, Media,0.01,92.20259240444445,1.9647431320201945,2.909309364869773,0.0012322267574231835,0.003193376385434729,2.4957498905793116
2.00_401.7108m/z,401.710847,1.9981666669999998,0.7108470000000011,True,True,0.09995787590950056,0.1038598948674706,True,True, 250um_Ce Media,0.01,99.49978053222223,1.9978221228185904,2.9093130624365613,0.00123221626633585,0.003193376385434729,2.4957498905793116
2.23_242.1862m/z,242.1861898,2.225283333,0.186189799999994,True,True,0.09320074165455457,0.07134410472976216,True,True, 0um_Ce 250um_Ce Media,0.6056800783872159,77.07349060666667,1.8869050283370543,2.9096506075380053,0.0012312589275058623,0.003193376385434729,2.4957498905793116
3.33_392.2554m/z,392.2554295,3.328733333,0.2554294999999911,True,True,0.10757068422932843,0.0854392744708109,True,True, Media,0.01,78.84422979555556,1.896769915044162,2.9122717417236728,0.001223850186246267,0.003193376385434729,2.4957498905793116
2.42_338.1393m/z,338.1392746,2.41765,0.13927460000002154,True,True,0.0689007614372593,0.0674706602313748,True,True, 0um_Ce 250um_Ce Media,0.6263211434546836,153.4906717888889,2.1860819868899988,2.9134594384425534,0.0012205078065024026,0.003193376385434729,2.4957498905793116
3.35_255.1595m/z,255.15947290000003,3.350166667,0.15947290000002567,True,True,0.09932483421288024,0.08521426701027082,True,True, 0um_Ce 250um_Ce,100.0,30.852251587777786,1.489286864202806,2.915177932872128,0.001215687824516643,0.003193376385434729,2.4957498905793116
0.77_603.1288m/z,603.1287832,0.7742,0.1287832000000435,True,True,0.7208610169135322,0.07592924652988015,True,True, 0um_Ce Media,0.258046139978082,132.60457390000002,2.122558504349839,2.930265628013065,0.001174179170767343,0.0030952574129110475,2.5093032276266896
3.69_232.0622m/z,232.0621523,3.691533333,0.06215230000000816,True,True,0.08822688915695814,0.07434322648648017,True,True, 0um_Ce 250um_Ce Media,1.7276526401082066,27.071081898888888,1.4325056127460605,2.9322195601819354,0.0011689082930126386,0.0030902173263552516,2.510010976782961
2.72_259.1166m/z,259.11658880000005,2.716166667,0.116588800000045,True,True,0.04582505368952385,0.0455113527254778,True,True, 0um_Ce 250um_Ce Media,0.6935578547544825,195.39653292222215,2.290916853414965,2.9356580813050877,0.0011596900171841912,0.003074682466309671,2.512199728750406
0.72_765.8368m/z,765.8367935,0.7170833329999999,0.8367934999999989,True,True,0.17702853591939435,0.17513892341217324,True,True, 0um_Ce 250um_Ce Media,3.2181184741570688,36.644963966666666,1.5640142989835313,2.9415957402816217,0.001143942669690424,0.00304169727200922,2.516884011728843
2.03_416.6773m/z,416.677296,2.0331666669999997,0.6772960000000126,True,True,0.35056060186556365,0.12671287257662794,True,True, 0um_Ce 250um_Ce Media,0.12875413728214807,39.451597138888886,1.5960645896637111,2.9613053351564886,0.0010931875194171148,0.0029151667184456396,2.5353366028842075
2.75_287.1713m/z,287.1712889,2.7518833330000003,0.1712888999999791,True,True,0.047500559875357534,0.03927844951836328,True,True, 0um_Ce 250um_Ce Media,0.7173498788365079,144.96043743333334,2.161249490863893,2.964297442413121,0.0010856818001570027,0.002903567605071054,2.537068057639096
1.50_181.0956m/z,181.0955561,1.5002333330000002,0.09555610000001023,True,True,0.368722598087195,0.11640603049650153,True,True, 0um_Ce 250um_Ce,100.0,45.21500993666666,1.6552826306198547,2.9839157113291415,0.001037729800780872,0.002783415209091552,2.5554220040263567
