Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_insource,groups,fc,-logp,logfc,hits
1.51_233.1138m/z,233.1138393,1.507366667,0.11383930000002353,True,True,0.09267591319530286,0.0851992711696373,True, 0um_Ce 250um_Ce Media,0.8353180152668673,1.2853433134342112,-0.25960254196858995,0
3.07_376.2251m/z,376.2250622,3.072366667,0.2250622000000249,True,True,0.29472002741951225,0.09548267033462901,True, Media,100.0,0.3713991197785291,6.6438561897747235,0
2.47_387.7253m/z,387.7253306,2.474783333,0.7253306000000066,True,True,0.08833738539799019,0.059669150304106834,False, Media insource,,,,
3.46_599.0968m/z,599.0968286,3.463716667,0.09682859999998072,True,True,0.10130212336932956,0.07110169902562145,True, 0um_Ce 250um_Ce,0.6288692246210026,0.9493012541536221,-0.6691680596692082,0
1.46_132.1331m/z,132.13305640000002,1.4645166669999998,0.13305640000001515,False,True,,,True, relfil,,,,
3.55_393.0827m/z,393.0827387,3.5487,0.08273869999999306,True,True,0.4818455205552417,0.08850503586993301,True, 0um_Ce cv,0.01,2.5216309333047624,-6.6438561897747235,
4.17_259.5658m/z,259.5658335,4.1681,0.5658334999999965,True,True,0.09549506460976016,0.06916415880107325,False, 0um_Ce 250um_Ce insource,1.8116804691080457,2.2268514713965484,0.8573285258678824,
0.64_161.5051m/z,161.5051274,0.639233333,0.5051273999999921,True,True,0.08144472465576988,0.08904442847547472,False, 250um_Ce insource,100.0,2.5787779138584797,6.6438561897747235,
4.58_747.1925m/z,747.1925043,4.580283333,0.192504299999996,True,True,0.11919349499120654,0.12134560736016098,True, 250um_Ce,100.0,2.3474760644428487,6.6438561897747235,0
0.73_689.7485n,690.7557687999997,0.73135,0.7557687999999416,True,True,0.12401573078342835,0.1489031146474053,False, 0um_Ce 250um_Ce Media insource,1.20154647601805,0.8502434445438112,0.26489245323180577,
1.20_251.1628m/z,251.1627732,1.200716667,0.1627731999999753,True,True,1.0625601055903218,1.5106254193891069,False, Media cv insource,0.12109302189452276,0.34073984242654937,-3.0458123641922774,
1.23_391.1564m/z,391.156364,1.229566667,0.1563639999999964,True,True,0.6101572385846542,0.3841692681914596,True, 0um_Ce Media cv,0.04744670584809,0.5858950526056235,-4.3975482631521245,
1.21_222.6549m/z,222.6548958,1.20815,0.6548958000000198,True,True,0.12755492448171227,0.0870132851499742,False, 0um_Ce 250um_Ce Media insource,1.3910641430739892,0.7618042265360786,0.4761889452296832,
3.34_278.5600m/z,278.5600357,3.343016667,0.5600356999999576,True,True,0.2547167495692806,0.16151773899510047,False, 0um_Ce 250um_Ce insource,5.456938764432134,2.4169670186583323,2.4480918544589954,
5.01_757.0132m/z,757.0132044,5.014483333,0.0132043999999496,True,True,0.2835605001322567,0.29296186043391503,True, 0um_Ce 250um_Ce,0.5087789421928206,0.8062859417010967,-0.9748891346084086,0
1.97_351.6926m/z,351.69262810000015,1.9696,0.6926281000000358,True,True,0.1222093310358089,0.11497845703954115,False, Media insource,,,,
2.33_469.2389m/z,469.238878,2.32525,0.2388779999999997,True,True,0.8284291702049628,0.6797427260761382,True, Media cv,3.2422986875033253,0.1965265545578079,1.6970170011363943,
1.20_289.6186m/z,289.6186352,1.200716667,0.6186351999999715,False,True,,,True, relfil,,,,
1.17_254.0891m/z,254.0891098,1.17285,0.089109800000017,True,True,0.07923332071112342,0.07431963217327263,True, 0um_Ce 250um_Ce Media,1.0092883317440582,0.053655887840815285,0.013338379948876185,1
0.72_731.8440m/z,731.8440287000003,0.7170833329999999,0.8440287000000808,True,True,0.14329275659480942,0.133569111652092,True, 0um_Ce 250um_Ce Media,0.914803623891415,0.2460673380921435,-0.12846601405271152,0
1.92_234.1403m/z,234.1403422,1.919616667,0.1403421999999921,False,True,,,True, relfil,,,,
0.72_663.8583m/z,663.8582815000002,0.7170833329999999,0.8582815000000892,True,True,0.11062191236722684,0.1039703969651858,True, 0um_Ce 250um_Ce Media,0.9059859379875274,0.3500186020690462,-0.14243943683781604,0
0.80_323.1401m/z,323.1400595,0.7956333329999999,0.14005950000000664,True,True,0.038553757930817056,0.03776363295455894,False, 0um_Ce 250um_Ce Media insource,0.6423546750190083,1.984665235859356,-0.6385579959801994,
1.21_267.0620m/z,267.0619949,1.20815,0.06199490000000196,True,True,0.0948193132138015,0.0858697032834254,False, 0um_Ce 250um_Ce Media insource,0.7629889478549706,1.095023072278006,-0.3902659355868067,
2.58_441.2287m/z,441.2287216,2.5812,0.2287216000000285,True,True,0.3271230519048423,0.08418366401333942,True, 250um_Ce Media cv,100.0,3.3358178767022206,6.6438561897747235,
0.80_945.3026m/z,945.302639,0.7956333329999999,0.3026390000001129,True,True,0.12011395691338887,0.10457316375225807,True, 0um_Ce 250um_Ce Media,0.7314026070782935,0.8580497874460133,-0.4512623257248684,0
3.82_441.5813m/z,441.5813325,3.819366667,0.5813325000000304,True,True,0.18421141202671704,0.10765810295947437,False, 0um_Ce 250um_Ce insource,2.891506837487417,1.4640830423293194,1.5318215136370597,
1.17_227.0533m/z,227.0532797,1.1657,0.05327969999999027,True,True,0.1845091524453864,0.195858527216252,False, 0um_Ce 250um_Ce Media insource,0.4393834599624591,1.896391768911208,-1.1864475325437027,
2.48_175.0634m/z,175.06335990000005,2.481916667,0.06335990000002313,True,True,0.09741317465385953,0.09360165295169276,True, 0um_Ce 250um_Ce Media,0.9878049559418132,0.04435773371648349,-0.01770188797021479,0
0.73_674.7776m/z,674.7775611000002,0.73135,0.7775611000000708,True,True,0.13517673686736742,0.10909445070993634,True, 0um_Ce 250um_Ce Media,1.1083070988337658,0.4030640486540172,0.14835769057203355,0
4.12_235.0616m/z,235.0615707,4.118116667,0.06157070000000432,False,True,,,True, relfil,,,,
0.73_740.7745m/z,740.7744984,0.73135,0.7744983999999704,True,True,0.14179491026193558,0.14849729282478702,True, 0um_Ce 250um_Ce Media,1.103428836811741,0.3546823755099402,0.14199358921031666,0
2.60_769.7606m/z,769.7605732999997,2.595483333,0.7605732999999191,True,True,0.4306913168155244,0.336336993930064,True, 0um_Ce 250um_Ce cv,0.2484754946599169,1.6974787695091464,-2.0088245186567315,
5.89_254.0820m/z,254.082021,5.889016667000001,0.08202099999999746,True,True,0.4356316970279964,0.3819530142052359,True, 0um_Ce 250um_Ce cv,22.401844166904567,3.5452603367723667,4.485545597747604,
0.84_348.0754m/z,348.0754127,0.838483333,0.07541269999995848,True,True,0.12535579679276687,0.1128103430151703,True, 0um_Ce 250um_Ce Media,2.8878189212558527,2.7226125985346683,1.5299802818384831,0
1.88_460.1690m/z,460.1689962,1.8839,0.1689962000000378,True,True,0.185706647282357,0.1175526884681228,True, 0um_Ce 250um_Ce Media,0.9831953415897956,0.06475897802293559,-0.02445001469471049,0
1.88_565.2471m/z,565.2470969999998,1.876766667,0.2470969999999397,True,True,0.090443660616424,0.0775846113893833,True, 0um_Ce 250um_Ce,1.3571553468907012,1.0599023758329422,0.4405858684070912,1
2.48_191.6270m/z,191.6269884,2.481916667,0.6269884000000161,True,True,0.05577614767347445,0.04898023668572734,False, Media insource,,,,
2.48_211.1082m/z,211.108234,2.481916667,0.10823399999998172,True,True,0.10037171299035688,0.11263027600224565,True, 0um_Ce 250um_Ce Media,1.0792675791928454,0.3091281202568245,0.11005259171787107,1
0.61_209.1333m/z,209.1332831,0.610666667,0.13328309999999988,True,True,0.4699601636451175,0.061784599846068475,False, Media cv insource,0.01,,-6.6438561897747235,
0.72_708.8088m/z,708.8088325,0.724216667,0.8088324999999941,True,True,0.08166522222264604,0.07337172348082895,True, 0um_Ce 250um_Ce Media,1.0381280839015614,0.16720670333503818,0.05398445391709721,0
2.57_558.2823m/z,558.2823235000002,2.566916667,0.282323500000075,True,True,0.1255980932928444,0.1593502902080026,True, Media,,,,0
0.72_956.7922m/z,956.7921544,0.7170833329999999,0.7921543999999585,True,True,0.1332513200151545,0.12410255714472207,True, 0um_Ce 250um_Ce Media,1.0490331183382224,0.15405346410558182,0.06906022501536914,0
3.60_362.5997m/z,362.5997214,3.5987,0.5997213999999644,True,True,0.055700918692244736,0.040996757307832296,False, 250um_Ce insource,100.0,3.7899114880489098,6.6438561897747235,
0.68_424.8982m/z,424.8981988,0.6820666670000001,0.8981987999999888,True,True,0.1006481917835596,0.09284954434362068,True, 0um_Ce 250um_Ce Media,0.7488773997459396,1.4467714354833692,-0.41719854343433854,0
3.04_378.1773m/z,378.177258,3.0364,0.1772579999999948,True,True,0.9349509624382136,0.9467638448103278,True, 250um_Ce cv,100.0,2.7996649159549456,6.6438561897747235,
0.76_814.2822m/z,814.2821845999997,0.759916667,0.28218459999993684,True,True,0.11514864005842584,0.06866758385821345,True, Media,,,,0
1.93_403.5007m/z,403.50066160000006,1.9339,0.5006616000000577,False,True,,,True, relfil,,,,
4.76_717.1458m/z,717.1458493,4.7581,0.14584930000000895,True,True,0.1286771373973532,0.0940583010090948,True, 250um_Ce,100.0,2.936958666158544,6.6438561897747235,0
0.83_725.2806m/z,725.2806451,0.831333333,0.2806451000000152,True,True,0.2245178028964354,0.16245543560713366,True, 0um_Ce 250um_Ce Media,1.3600801871296515,0.7853915237526303,0.4436917118902836,0
2.96_178.5502m/z,178.55023490000005,2.958566667,0.5502349000000208,True,True,0.4798185513937926,0.08107534931220962,False, Media cv insource,0.01,,-6.6438561897747235,
1.20_270.0728m/z,270.0727662,1.200716667,0.07276619999998958,False,True,,,True, relfil,,,,
2.19_491.7346m/z,491.7345685,2.190283333,0.7345684999999662,True,True,0.09882504122037056,0.06833004887026757,False, Media insource,,,,
2.33_227.0816m/z,227.0816378,2.32525,0.08163780000000997,True,True,0.9474301507477796,1.073651772747119,False, 250um_Ce Media cv insource,4.08230859973351,0.32191657777973903,2.0293852461817137,
2.42_368.6862m/z,368.6861902,2.41765,0.6861901999999986,True,True,0.1412725286494028,0.09083791592228288,False, 250um_Ce Media insource,100.0,2.1478405606170416,6.6438561897747235,
1.96_262.6488m/z,262.6488351,1.955316667,0.6488350999999852,True,True,0.2380856801636169,0.18673597731448666,False, 0um_Ce 250um_Ce Media insource,0.5784876093787071,0.6430077054175444,-0.789642036296746,
0.97_216.0191m/z,216.0190606,0.9736,0.019060600000017303,True,True,1.05084791695394,1.4278700457047608,True, 0um_Ce Media cv,0.01,1.3583593251293609,-6.6438561897747235,
2.33_203.1395m/z,203.1394823,2.3324,0.1394822999999974,True,True,0.34419692014268555,0.2438781656566391,True, 0um_Ce 250um_Ce Media cv,0.28566060245371866,2.5351423536423807,-1.8076260175349537,
0.62_186.1072m/z,186.1071563,0.62495,0.10715630000001396,True,True,0.10007980043364324,0.09956787626981624,False, Media insource,,,,
2.79_370.2031m/z,370.2030653,2.794716667,0.2030652999999916,True,True,0.8157259230886372,0.5741253283909339,True, 250um_Ce Media cv,100.0,2.122601185222626,6.6438561897747235,
1.46_257.0812m/z,257.0811927,1.4645166669999998,0.08119269999997414,True,True,0.4651698717477843,0.046931765105569366,False, Media cv insource,0.01,,-6.6438561897747235,
2.64_159.0681m/z,159.0681167,2.638316667,0.06811669999999026,True,True,0.06088118276002116,0.0562527899917725,True, 0um_Ce 250um_Ce Media,1.1551118079960516,0.7645143475064359,0.20803250275345914,0
0.92_425.1605m/z,425.1605063,0.923466667,0.16050630000000865,True,True,0.16105580313776433,0.15452443298285634,True, 0um_Ce 250um_Ce Media,0.7595167595185813,0.7306001382188099,-0.3968462952586512,9
1.46_618.2592m/z,618.2592452,1.4645166669999998,0.2592452000000094,True,True,0.1820018057913753,0.10870041243004262,True, 0um_Ce 250um_Ce Media,0.8740550445080958,0.6124576108602355,-0.19420395710855295,1
3.63_479.1476m/z,479.1475699,3.62725,0.1475699000000077,True,True,0.11666103674173882,0.0929565044888406,True, 250um_Ce,100.0,2.039477679856344,6.6438561897747235,0
1.50_181.0956m/z,181.0955561,1.5002333330000002,0.09555610000001023,True,True,0.368722598087195,0.11640603049650153,False, 0um_Ce 250um_Ce cv insource,1.4201415732599107,0.7968547902204641,0.5060347585039086,
1.23_111.5315m/z,111.531457,1.229566667,0.5314570000000032,True,True,0.11280889020992095,0.1068538128097364,True, 0um_Ce 250um_Ce Media,1.6827418967401315,2.0405273285889507,0.7508139093780914,0
0.62_242.6282m/z,242.62823390000003,0.62495,0.6282339000000263,True,True,0.5389620249862536,0.16369869700242334,False, Media cv insource,0.01,,-6.6438561897747235,
3.29_189.0576n,401.0877662,3.2859,0.08776619999997592,True,True,0.1436039761090466,0.13570912167137414,True, 0um_Ce 250um_Ce,0.4967593706646216,0.4507641770956332,-1.0093809127493671,5
2.62_297.1306m/z,297.1305785,2.6240333330000003,0.1305785000000128,True,True,0.14201799213309196,0.09375980928886997,False, 250um_Ce Media insource,100.0,0.4200115368185387,6.6438561897747235,
0.75_133.0607m/z,133.0607268,0.745633333,0.06072679999999764,True,True,0.17591279127946655,0.1511946442470223,False, 0um_Ce 250um_Ce Media insource,0.6662408690959316,0.8389579999471906,-0.5858842391735787,
0.73_367.8655n,368.8727842,0.73135,0.8727841999999555,True,True,0.1954682052227321,0.19782915248214425,True, 0um_Ce 250um_Ce Media,1.0872492356279209,0.2017800196960328,0.12068269454013195,0
0.76_941.0526m/z,941.0525625,0.759916667,0.05256250000002183,True,True,0.06170937806678936,0.05534155786868703,False, 0um_Ce insource,0.01,,-6.6438561897747235,
4.42_671.2081m/z,671.2080973999998,4.423883333,0.2080973999999287,True,True,0.1288704333574644,0.10955782640933004,True, 250um_Ce,100.0,2.7816414359157293,6.6438561897747235,0
0.94_209.5520m/z,209.551989,0.944883333,0.5519889999999918,True,True,0.08481727473593835,0.07869898664219736,True, 0um_Ce 250um_Ce Media,1.0366976480457206,0.11576941151259135,0.05199519476080655,0
0.65_251.1569m/z,251.1569496,0.646366667,0.15694959999999014,True,True,0.08065932871324145,0.0809927287893761,True, Media,,,,0
0.73_607.7743n,630.8016369,0.73135,0.8016368999999486,True,True,0.1484790146893314,0.14407162398583634,True, 0um_Ce 250um_Ce Media,0.8806340817751716,0.3951049767973164,-0.18338541520880186,0
0.71_1058.7819m/z,1058.781919,0.7099333329999999,0.7819190000000162,True,True,0.10583205416068332,0.09989708152341713,True, 0um_Ce 250um_Ce Media,0.9226085988984224,0.4217897610702047,-0.11620935621206188,0
2.50_513.7903m/z,513.7902718,2.4962,0.7902718000000277,True,True,0.7997151185880846,0.5724191048999709,True, Media cv,47.39624619008146,0.3532019746008707,5.56670089625968,
2.13_185.0790m/z,185.0790337,2.13315,0.07903369999999654,True,True,0.1468673898527004,0.07563622014572438,True, 0um_Ce 250um_Ce Media,1.5922407984779834,2.150339764798252,0.6710585346879263,0
0.84_708.1687m/z,708.1687141,0.838483333,0.16871409999998832,True,True,0.2604248249293705,0.2309107303724729,True, 0um_Ce 250um_Ce Media,1.2018612173556098,0.3132626738776701,0.2652703131934825,0
0.92_634.2324m/z,634.2323579,0.916316667,0.2323579000000109,True,True,0.09789957524618677,0.10331023165832673,True, 0um_Ce 250um_Ce Media,0.9030852299779734,0.4549069450282887,-0.14706594431957914,0
1.95_347.6811m/z,347.681083,1.948166667,0.681083000000001,True,True,0.076613150733761,0.053398155571138035,False, Media insource,,,,
4.52_671.2077m/z,671.2076619,4.52385,0.20766189999994825,True,True,0.16691866813500242,0.19192505128159376,True, 250um_Ce,100.0,2.339735738657036,6.6438561897747235,0
0.89_1255.4418m/z,1255.441769,0.88775,0.4417690000000221,True,True,0.2465130821243343,0.1625356824662233,True, 0um_Ce 250um_Ce,1.2968385148048107,0.2917692216741283,0.37499884320188215,0
0.62_281.1568m/z,281.1567615,0.62495,0.156761500000016,True,True,0.14215547324852573,0.1449786606438083,False, Media insource,,,,
0.94_300.0497m/z,300.0496944,0.93775,0.04969439999996439,True,True,0.0943251045671222,0.1044750137066257,True, 0um_Ce 250um_Ce Media,1.5674858512269956,2.3068525069132835,0.6484524207263426,0
1.36_198.1604m/z,198.1603663,1.36455,0.16036630000002106,True,True,0.11280279676083915,0.08299156954408887,True, 0um_Ce 250um_Ce,1.1640019363146563,0.5252753728234112,0.21909345816821466,0
2.35_610.3177m/z,610.3176505,2.346683333,0.3176505000000134,True,True,0.2055440422448381,0.12274407075565068,True, 250um_Ce Media,100.0,3.3961059288561524,6.6438561897747235,1
2.05_174.0557m/z,174.05570780000005,2.054583333,0.05570780000002173,True,True,0.08193779446647803,0.058364099982198464,True, 0um_Ce 250um_Ce Media,0.8360239298341703,1.4252362836636383,-0.2583838571757103,1
3.73_181.0640m/z,181.0639697,3.726533333,0.06396970000000124,True,True,0.352995835040861,0.1294677993206912,False, 0um_Ce 250um_Ce cv insource,4.422384194103485,3.0371978228562364,2.1448243645595793,
3.01_313.1551m/z,313.1551112,3.00855,0.1551111999999648,True,True,0.06768679729956116,0.04799666993519846,True, Media,,,,0
2.63_97.5278m/z,97.52779432,2.631183333,0.5277943199999982,True,True,0.10094172967838057,0.09848888160540648,False, 0um_Ce 250um_Ce insource,3.261596915618118,2.2330111629646168,1.7055784976318407,
0.77_97.0292m/z,97.02915229,0.767066667,0.02915228999999897,True,True,0.19737900501881486,0.09011637630459887,False, 0um_Ce 250um_Ce Media insource,0.07392090145596478,2.305647773190908,-3.7578738394314684,
3.21_209.5445m/z,209.5445157,3.20735,0.5445156999999767,True,True,0.1995456399280238,0.12519633146224335,False, 0um_Ce 250um_Ce insource,4.235127379109252,3.0660733391589527,2.0824053618704856,
2.17_339.1114m/z,339.1114178,2.16885,0.11141780000002656,True,True,0.20995897481639084,0.18159511839395628,True, 0um_Ce 250um_Ce Media,2.944741221446522,2.3961878516687776,1.5581408581849483,0
0.70_802.9613m/z,802.9612852999999,0.7028,0.9612852999998722,True,True,0.6627894875616674,0.7119917010603817,True, 0um_Ce 250um_Ce Media cv,1.8045717768692493,0.23478369643138194,0.8516565275930815,
1.96_225.1458m/z,225.1457856,1.96245,0.14578560000001062,True,True,0.0965887748542148,0.10177357803686524,False, Media insource,,,,
3.86_292.0662m/z,292.0661919,3.862216667,0.06619189999997843,True,True,0.5505252429239544,0.20854844827916644,True, 250um_Ce cv,100.0,2.3141122635579507,6.6438561897747235,
4.45_371.0786m/z,371.0786406,4.4453,0.07864060000002837,True,True,0.8272812692215109,0.7004520899659255,False, 250um_Ce cv insource,100.0,2.3782059279844914,6.6438561897747235,
0.94_288.0635n,289.0707569,0.93775,0.07075689999999213,True,True,0.12354029398836736,0.0964850652995883,True, 0um_Ce 250um_Ce Media,1.147744775751963,0.5740629555402819,0.19880186527712407,29
2.08_409.8904m/z,409.8903543,2.08315,0.8903543000000127,True,True,0.05011912619991183,0.0486910506055797,True, Media,,,,0
0.84_330.0616m/z,330.0616202,0.838483333,0.06162019999999304,True,True,0.16962118193460204,0.1686178783034877,False, Media insource,,,,
0.68_560.8734m/z,560.8734429,0.6820666670000001,0.8734428999999864,True,True,0.14721957501524846,0.1327013305801144,True, 0um_Ce 250um_Ce Media,0.9171512898710464,0.2721279722081507,-0.12476835981992095,0
5.84_401.1189m/z,401.1188737,5.839733333,0.11887369999999466,True,True,0.5014877227072294,0.10563980236720608,True, 250um_Ce cv,100.0,3.5150707135506254,6.6438561897747235,
1.89_179.1282m/z,179.128219,1.89105,0.12821900000000142,True,True,0.5209657698362969,0.14745811658147406,False, Media cv insource,0.01,,-6.6438561897747235,
0.73_606.7903m/z,606.7902857,0.73135,0.7902857000000267,True,True,0.10574841731993953,0.0927963445723985,False, 0um_Ce 250um_Ce Media insource,1.0291860909190254,0.1101291691461304,0.04150386480994227,
0.81_984.3495m/z,984.349514,0.809916667,0.3495140000001129,True,True,0.5392898066662279,0.15714664185642255,True, Media cv,100.0,0.2852357284807496,6.6438561897747235,
0.71_189.1604m/z,189.1604312,0.7099333329999999,0.16043120000000502,True,True,0.08262688189620625,0.08224644746585194,True, 0um_Ce 250um_Ce Media,0.8039717995355051,1.2300969511519781,-0.31478319719435965,0
0.89_801.2013m/z,801.201315,0.8949,0.20131500000002234,True,True,0.21621973060228608,0.212503860934994,True, 250um_Ce,100.0,1.796984406308647,6.6438561897747235,0
0.84_611.2775n,634.2384891,0.838483333,0.238489100000038,True,True,0.12760247843139005,0.101830529371426,True, 0um_Ce 250um_Ce Media,1.1576728470552726,0.5222480862169276,0.21122761203644586,0
0.72_658.8353m/z,658.8353102000002,0.724216667,0.8353102000000945,True,True,0.16800635976279416,0.15391160117374195,True, 0um_Ce 250um_Ce Media,0.8423054660942171,0.5661371709966536,-0.2475845664654551,0
0.70_492.8853m/z,492.8853025,0.69565,0.885302500000023,True,True,0.16385054640819646,0.10815956173207353,False, 0um_Ce 250um_Ce Media insource,0.8349987355748683,0.8883347874656979,-0.260154081948874,
2.23_316.6832m/z,316.683237,2.232416667,0.6832370000000196,True,True,0.9551654850532136,0.9903967578171192,False, Media cv insource,100.0,0.360870066940136,6.6438561897747235,
0.77_448.1675m/z,448.1674652,0.767066667,0.167465199999981,True,True,0.030919966843987564,0.03371975139790452,False, Media insource,,,,
0.73_536.8055m/z,536.8054972,0.73135,0.8054971999999907,True,True,0.09036646573920858,0.08327947270044188,False, 0um_Ce 250um_Ce Media insource,1.2192532426910037,1.1828354369698306,0.28599780932929353,
2.00_534.2044m/z,534.2043852,1.998166667,0.204385200000047,True,True,0.7531687389579125,0.13795743604919855,True, Media cv,1.5470533860656053,0.07368961520637889,0.6295229824903601,
2.05_209.0931m/z,209.0930509,2.04745,0.0930509000000086,True,True,0.07291623370172368,0.07829437728257753,True, 0um_Ce 250um_Ce Media,1.0037296787325405,0.01861698416638716,0.005370779584619365,0
2.94_380.2178m/z,380.2177812,2.937133333,0.21778119999999035,True,True,0.7404829577011719,0.12344758515995605,True, Media cv,0.9278341595709264,0.012354914371272108,-0.108061132794923,
3.96_275.0635m/z,275.0635127,3.961483333,0.06351269999998976,True,True,0.10154534257155792,0.09162466797541756,False, 0um_Ce 250um_Ce insource,1.2100916620054718,0.8238628817577721,0.27511633288180104,
0.73_742.7641m/z,742.7641115,0.73135,0.7641115000000127,True,True,0.1465721806036112,0.17933639879700267,True, 0um_Ce 250um_Ce Media,1.1602817414126578,0.470756552517185,0.21447516534025546,0
4.12_192.0656m/z,192.0656479,4.118116667,0.06564790000001608,True,True,0.5573479615319609,0.3249572885252988,False, 0um_Ce 250um_Ce cv insource,35.03770251265254,2.84344270187932,5.1308362727296535,
4.19_263.0453m/z,263.0453499,4.189533333,0.04534989999996242,True,True,0.20020247500623986,0.1915515694067563,True, 0um_Ce 250um_Ce,3.5095627485431824,2.030644841932424,1.811291298392156,2
4.13_187.0549m/z,187.0548812,4.12525,0.05488119999998276,True,True,0.7210397412417737,0.05640252704641944,False, 250um_Ce cv insource,100.0,2.9473855642497373,6.6438561897747235,
2.09_451.7306m/z,451.7306187,2.090283333,0.7306186999999795,True,True,0.28015773649897513,0.28575837196578946,True, Media,,,,0
0.84_435.1480m/z,435.1480433,0.838483333,0.1480433000000403,True,True,0.059559738621725276,0.05699893492777059,True, 0um_Ce 250um_Ce Media,0.9724210346411278,0.14259111178861775,-0.040346993947475866,1
0.94_216.0886m/z,216.08855840000004,0.93775,0.08855840000003923,True,True,0.10672685249598654,0.09241443786872117,True, 0um_Ce 250um_Ce Media,0.8179161859074832,1.243244848545369,-0.2899750810245264,1
3.78_264.5608m/z,264.5608016,3.776516667,0.5608015999999907,True,True,0.1354858542147538,0.15571999160993982,False, 0um_Ce insource,0.01,,-6.6438561897747235,
3.10_320.0879m/z,320.0879395,3.100933333,0.0879395000000045,True,True,0.15880516265278954,0.1257262095588909,False, 0um_Ce 250um_Ce insource,5.012852341398023,3.494552222017961,2.3256317387142653,
0.83_266.1314n,289.1200976,0.831333333,0.12009760000000826,True,True,0.0939984202351202,0.08759154395280831,True, 0um_Ce 250um_Ce Media,1.7206208309918796,1.8408312441959256,0.7829292092220701,3
0.72_640.8226m/z,640.822591,0.724216667,0.8225909999999885,True,True,0.122108161172593,0.11227959223795343,True, 0um_Ce 250um_Ce Media,1.0779151252034445,0.3482718073068579,0.10824358507674277,0
2.82_561.3042m/z,561.3042021000001,2.816433333,0.3042021000001114,True,True,0.5611985546779078,0.18531997434887293,True, Media cv,100.0,0.28523572848074896,6.6438561897747235,
2.05_325.5198m/z,325.5198425,2.04745,0.5198424999999816,True,True,0.15577959281068451,0.17227831635539373,False, Media insource,,,,
0.83_474.1601m/z,474.1600818,0.831333333,0.16008180000000038,True,True,0.1015153802805617,0.09741484621606693,True, 0um_Ce 250um_Ce Media,1.5788175308438919,1.3307231299465474,0.6588444438021851,0
1.83_219.6164m/z,219.6164328,1.834616667,0.6164328000000125,True,True,0.10016706716229973,0.0811325153518984,False, Media insource,,,,
1.99_120.3792m/z,120.3792048,1.991016667,0.37920479999999657,False,True,,,True, relfil,,,,
0.73_604.7908m/z,604.7908321000001,0.73135,0.7908321000001024,True,True,0.1169169943362,0.08802049459559777,False, 0um_Ce 250um_Ce Media insource,1.0610745215563593,0.2369510240212087,0.08552598340094793,
1.88_270.8328m/z,270.8327682,1.876766667,0.8327681999999754,True,True,0.03681809307648405,0.02902632216005555,False, Media insource,,,,
1.22_318.0890m/z,318.0890067,1.215283333,0.08900669999997035,True,True,0.1415836597461861,0.10496517922524284,True, 0um_Ce 250um_Ce Media,0.8120963373659196,0.7219941099519386,-0.3002772132946991,0
0.63_283.9593m/z,283.9592837,0.632083333,0.9592836999999576,True,True,0.2428090899479609,0.1909887247928881,False, 250um_Ce insource,100.0,1.9385161032518547,6.6438561897747235,
0.94_306.0763m/z,306.076277,0.944883333,0.07627700000000459,True,True,0.08429064482336697,0.0650665351736518,True, 0um_Ce 250um_Ce Media,0.7497810390780351,1.4742005170283812,-0.4154587525555299,0
2.27_172.0369m/z,172.0368559,2.268116667,0.036855900000006166,True,True,0.7434794793212683,0.1325588256274157,False, 250um_Ce cv insource,100.0,4.167625380176139,6.6438561897747235,
3.63_128.0621m/z,128.0621442,3.62725,0.062144200000005874,True,False,,,True, 0um_Ce 250um_Ce Blanks,78.78523871678676,4.828313155896791,6.299853445064097,
0.73_538.8012m/z,538.8012127000002,0.73135,0.8012127000000646,True,True,0.12092223823271832,0.04709145094892527,False, 0um_Ce 250um_Ce Media insource,1.1868838793648866,1.1754654724161209,0.24717879356510025,
1.41_198.1007m/z,198.100728,1.414533333,0.1007280000000037,True,True,0.6492789060413089,0.14050353847070382,True, 0um_Ce 250um_Ce cv,1.037539834829154,0.06463167744069143,0.05316672769544868,
0.74_150.0146m/z,150.0146071,0.7385,0.014607100000006312,True,True,0.03990501657121931,0.0451887204358541,False, Media insource,,,,
0.66_257.1347m/z,257.1346909,0.66065,0.1346909000000096,True,True,0.16048710544458786,0.07726800274805704,False, 0um_Ce Media insource,0.01,,-6.6438561897747235,
2.65_603.1834m/z,603.183356,2.645466667,0.1833560000000034,True,True,0.1759592314695965,0.15925683889540498,True, 0um_Ce 250um_Ce,2.0095877945505243,1.0060517973668317,1.0068996070039489,3
1.17_228.1445m/z,228.1444871,1.17285,0.1444870999999921,True,True,0.07365597756744795,0.08089003485099265,True, 0um_Ce 250um_Ce Media,1.0694121667046033,0.24067488609267665,0.09681799548723252,0
4.37_333.1050m/z,333.1050097,4.3739,0.10500969999998233,True,True,0.13155426493391334,0.16464824967748887,False, 0um_Ce 250um_Ce insource,1.8309615049067267,1.2656021378431954,0.8726014594782452,
2.04_224.0899m/z,224.0898624,2.0403,0.08986239999998702,True,True,0.14489216633362872,0.14598705390927047,True, 0um_Ce 250um_Ce Media,0.7479171328864782,1.1245896829649524,-0.41904966247030223,5
2.15_272.6679m/z,272.6679267,2.147433333,0.6679267000000095,True,True,0.16642102501596082,0.17128352666860544,False, Media insource,,,,
